"Document Title","Authors","Author Affiliations","Publication Title","Date Added To Xplore","Year","Volume","Issue","Start Page","End Page","Abstract","ISSN","ISBNs","DOI","Funding Information","PDF Link","Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms","Article Citation Count","Patent Citation Count","Reference Count","Copyright Year","License","Online Date","Issue Date","Meeting Date","Publisher","Document Identifier
"Are the Real Limits to Scale a Matter of Science, or Engineering, or of Something Else? (Abstract only)","R. Anderson","","2016 IEEE 29th Computer Security Foundations Symposium (CSF)","20160811","2016","","","16","16","Summary form only given. As people get excited about the latest idea for ""Big Data"" and the ""Internet of Things"", computer people often shake our heads and say ""It won't scale."" Pessimism isn't always justified: we have been able to scale up quite a number of tasks, from connectivity through search to social media. But other applications are recalcitrant, from energy management to medical records. The conventional computer-science view is that scaling systems is about computational complexity; about whether the storage or communications required for a task grows more than linearly in the number of users. Over the past thirty years we've developed a pretty good theory of that, but we're learning that it's nowhere near enough. In this talk I present a complementary view, based on over thirty years' experience of security engineering, that the real limits to scale are usually elsewhere. Even where the data are manageable and the algorithms straightforward, things can fail because of the scaling properties of the social context, the economic model or the regulatory environment. This makes some automation projects much harder than they seem. When it comes to safety and privacy many of the attacks that are easy to do in the lab are rare in the wild, as they don't scale either. But others surprise us; no-one in the intelligence community anticipated a leak on the Snowden scale. In short, scaling is now a problem not of computer science but of systems engineering, economics, governance and much else. Conceiving problems too narrowly makes failure likely, while good engineering will require ever more awareness of context. The implications for research, education and policy bear some thought.","","Electronic:978-1-5090-2607-4; POD:978-1-5090-2608-1","10.1109/CSF.2016.41","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7536363","","Big data;Computer security;Computers;Context;Economics;Head;Internet of things","security of data;social aspects of automation","Big Data;Internet of Things;computational complexity;computer people;computer-science view;economic model;energy management;medical records;regulatory environment;security engineering;social context;social media","","","","","","","","June 27 2016-July 1 2016","","IEEE","IEEE Conferences"
"Smart under-five health care system","T. Nyasulu","University of Leeds, Woodhouse Lane, Leeds, LS2 9JT, United Kingdom","2016 IST-Africa Week Conference","20160808","2016","","","1","8","Internet of Things based health care systems promise a significant contribution towards improvement of medical information systems through automation of routine monitoring of patients and real-time transmission of medical records. However, digitisation of identification, tracking and monitoring of patients remains a challenge in rural areas of Africa, not to mention of associated power and internet connectivity constraints. This paper proposes a general architecture for monitoring of growth and vital parameters of under-five children. The system alerts medical personnel in real time about under-weight cases or abnormal readings of vital parameters in order to take further medical diagnosis. Furthermore, the system saves the child's personalised measurements to a cloud-based data store in real time. Preliminary tests of network performance of the IoT application design resulted in an average latency of 1.7s and system availability of 99.96%, thus validating its usability.","","Electronic:978-1-9058-2455-7; POD:978-1-5090-1955-7","10.1109/ISTAFRICA.2016.7530674","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7530674","Internet of things;health care system;sensors","Cloud computing;Internet of things;Medical services;Monitoring;Pediatrics;Sensors","Internet of Things;cloud computing;health care;medical information systems;patient diagnosis","Internet of Things;IoT application;cloud-based data store;medical diagnosis;medical information systems;smart under-five health care system","","","","","","","","11-13 May 2016","","IEEE","IEEE Conferences"
"Views on the role and importance of dew computing in the service and control technology","Z. Šojat; K. Skala","Ru&#273;er Bo&#353;kovi&#263; Institute, Centre for informatics and Computing, Zagreb, Croatia","2016 39th International Convention on Information and Communication Technology, Electronics and Microelectronics (MIPRO)","20160728","2016","","","164","168","Modern day computing paradigms foster for a huge community of involved participants from almost the entire spectrum of human endeavour. For computing and data processing there are individual Computers, their Clusters, Grids, and, finally, the Clouds. For pure data communication there is the Internet, and for the Human-understandable Information Communication for example the World Wide Web. The rapid development of hand-held mobile devices with high computational capabilities and Internet connectivity enabled certain parts of Clouds to be “lowered” into the so called “thin clients”. This led to development of the Fog-Computing Paradigm as well as development of the Internet of Things (IoT) and Internet of Everything (IoE) concepts. However, the most significant amount of information processing all around us is done on the lowest possible computing level, outright connected to the physical environment and mostly directly controlling our human immediate surroundings. These “invisible” information processing devices we find in our car's motor, in the refrigerator, the gas boiler, air-conditioners, wending machines, musical instruments, radio-receivers, home entertainment systems, traffic-controls, theatres, lights, wood-burning stoves, and ubiquitously all over the industry and in industrial products. These devices, which are neither at the cloud/fog edge, nor even at the mobile edge, but rather at the physical edge of computing are the basis of the Dew Computing Paradigm. The merits of seamlessly integrating those “dew” devices into the Cloud - Fog - Dew Computing hierarchy are enormous, for individuals, the public and industrial sectors, the scientific community and the commercial sector, by bettering the physical and communicational, as well as the intellectual, immediate human environment. In the possibility of dev- loping integrated home management/entertainment/maintenance systems, self-organising traffic-control systems, intelligent driver suggestion systems, coordinated building/car/traffic pollution control systems, real-time hospital systems with all patient and equipment status and control collaborating with the medical staff, fully consistent synaesthetic artistic performances including artists and independent individuals (“active public”) from wide apart, power distribution peek filtering, self-reorganisation and mutual cooperation systems based on informed behaviour of individual power consumption elements, emergency systems which cooperate with the town traffic, etc., etc., the Dew-Computing paradigm shows the way towards the Distributed Information Services Environment (DISE), and finally towards the present civilisation's aim of establishment of a Global Information Processing Environment (GIPE). It is therefore essential, through Research, Innovation and Development, to explore the realm of possibilities of Dew Computing, solve the basic problems of integration of the “dew” level with the higher level Dew-Fog-Cloud hierarchy, with special attention to the necessity of information (not only data) processing and communication, and demonstrate the viability and high effectiveness of the developed architecture in several areas of human endeavour through real life implementations. The present scientific and technological main objective is to provide the concepts, methods and proof-of-concept implementations that are moving Dew Computing from a theoretical/experimental concept to a validated technology. Finally, it will be necessary to define and standardise the basics of the Dew Computing Architecture, Language and Ontology, which is a necessity for the seamless integration of the emerging new Global Information Processing Architecture into the Fog and Cloud Paradigms, as a way towards the ab","","CD-ROM:978-953-233-088-5; Electronic:978-953-233-086-1; POD:978-1-5090-2543-5","10.1109/MIPRO.2016.7522131","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7522131","","Cloud computing;Computer architecture;Information processing;Internet of things;Supercomputers","cloud computing;network computers","DISE;GIPE;Internet connectivity;Internet of everything;Internet of things;IoE;IoT;World Wide Web;civilisation goals;cloud-fog edge;computational capabilities;coordinated building-car-traffic pollution control systems;dew computing;dew-fog-cloud hierarchy;distributed information services environment;fog-computing paradigm;global information processing environment;hand-held mobile devices;human endeavour;human-understandable information communication;integrated home management-entertainment-maintenance systems;intelligent driver suggestion systems;modern day computing paradigms;mutual cooperation systems;power consumption elements;power distribution peek filtering;pure data communication;real-time hospital systems;self-organising traffic-control systems;self-reorganisation;synaesthetic artistic performances;thin clients","","3","","","","","","May 30 2016-June 3 2016","","IEEE","IEEE Conferences"
"State-of-the-art in wearable technology: Medical area applications","A. Viegas; M. M. Abreu; I. Pedrosa","Coimbra Business School - IPC, Quinta Agr&#237;cola - Bencanta, Coimbra, Portugal","2016 11th Iberian Conference on Information Systems and Technologies (CISTI)","20160728","2016","","","1","6","Actually there are more technological devices in our lives which may vary from glasses, a ring or to a technological shirt. Such development represents an innovation in miniaturizing technological components to such a point where they can be used as accessories we use in everyday life; meaning this, Wearable Technology consists in the incorporation of technological components in clothing accessories or objects we carry. This implies that Wearable Technology is a subarea of Internet of Things since it incorporates physical objects with sensors and software that allows them to exchange data without human intervention. This is the case of the devices that increasingly are being developed for the medical area, especially because of the growing number of patients overloading hospitals and medical centers.","","Electronic:978-9-8998-4346-2; POD:978-1-5090-1226-8","10.1109/CISTI.2016.7521565","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7521565","Augmented Reality;Healthcare;Internet of Things;Wearable Technology","Biomedical monitoring;Glass;Google;Internet of things;Monitoring;Software;Wearable computers","Internet of Things;medical computing;wearable computers","Internet of Things;clothing accessories;medical area applications;medical centers;patient overloading hospitals;technological components;wearable technology","","","","","","","","15-18 June 2016","","IEEE","IEEE Conferences"
"Real time intelligent image processing system with high speed secured Internet of Things: Image processor with IOT","M. Dinesh; K. Sudhaman","Dept. of Electronics and Communications, Dr. M.G.R Educational and Research Institute University, Chennai, India","2016 International Conference on Information Communication and Embedded Systems (ICICES)","20160725","2016","","","1","5","Real time image processing system has been developed based on 32 bit ARM processor and is used various applications such as traffic monitoring system, medical image processing and biometric security system. In this paper additional feature to above idea has been presented which is LI-FI enabled Internet of Things. LI-FI can compensate radio-frequency bandwidth shortage and is aimed at creating new communication channels with the help of existing technology. In the present era the number of devices that is connected to Internet is increasing day by day. As well as devices communicate by means of wireless sensor node. This has coined a new term called Internet of Things. Due to high speed and security LI-FI can be used to implement the connectivity in Internet of Things and automate the real time image processing system.","","Electronic:978-1-5090-2552-7; POD:978-1-5090-2553-4","10.1109/ICICES.2016.7518840","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7518840","ARM;Image Processing;Internet of Things;Li-Fi;Linux","Embedded systems;Image processing;Internet of things;Monitoring;Real-time systems;Wireless communication;Wireless sensor networks","5G mobile communication;Internet of Things;image processing;microcontrollers;real-time systems;wireless sensor networks","ARM processor;IoT;Li-Fi-enabled Internet of Things;communication channels;high-speed secured Internet of Things;image processor;radiofrequency bandwidth shortage compensation;real-time intelligent image processing system;wireless sensor node","","1","","","","","","25-26 Feb. 2016","","IEEE","IEEE Conferences"
"Performance evaluation of IoT protocols under a constrained wireless access network","Y. Chen; T. Kunz","Department of Biology, Queens University, Kingston, Canada","2016 International Conference on Selected Topics in Mobile & Wireless Networking (MoWNeT)","20160623","2016","","","1","7","One of the challenges faced by today's Internet of Things (IoT) is to efficiently support machine-to-machine communication, given that the remote sensors and the gateway devices are connected through low bandwidth, unreliable, or intermittent wireless communication links. In this paper, we quantitatively compare the performance of IoT protocols, namely MQTT (Message Queuing Telemetry Transport), CoAP (Constrained Application Protocol), DDS (Data Distribution Service) and a custom UDP-based protocol in a medical setting. The performance of the protocols was evaluated using a network emulator, allowing us to emulate a low bandwidth, high system latency, and high packet loss wireless access network. This paper reports the observed performance of the protocols and arrives at the conclusion that although DDS results in higher bandwidth usage than MQTT, its superior performance with regard to data latency and reliability makes it an attractive choice for medical IoT applications and beyond.","","Electronic:978-1-5090-1743-0; POD:978-1-5090-1744-7","10.1109/MoWNet.2016.7496622","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7496622","CoAP;Constrained Wireless Access Network;DDS;Internet of Things;MQTT;Medical Applications;Protocols","Bandwidth;Internet of things;Logic gates;Protocols;Sensors;Servers;Telemetry","Internet of Things;protocols;radio networks","CoAP;DDS;Internet of Things;IoT protocols;MQTT;UDP-based protocol;constrained application protocol;constrained wireless access network;data distribution service;machine-to-machine communication;message queuing telemetry transport","","8","","19","","","","11-13 April 2016","","IEEE","IEEE Conferences"
"An implementation of IoT for healthcare","R. K. Kodali; G. Swamy; B. Lakshmi","Department of Electronics and Communication Engineering, National Institute of Technology, Warangal, WARANGAL, 506004","2015 IEEE Recent Advances in Intelligent Computational Systems (RAICS)","20160613","2015","","","411","416","Internet of Things (IoT) is a computing process, where each physical object is equipped with sensors, microcontrollers and transceivers for empowering communication and is built with suitable protocol stacks which help them interacting with each other and communicating with the users. In IoT based healthcare, diverse distributed devices aggregate, analyse and communicate real time medical information to the cloud, thus making it possible to collect, store and analyse the large amount of data in several new forms and activate context based alarms. This novel information acquisition paradigm allows continuous and ubiquitous medical information access from any connected device over the Internet. As each one of the devices used in IoT are limited in battery power, it is optimal to minimise the power consumption to enhance the life of the healthcare system. This work explains the implementation of an IoT based In-hospital healthcare system using ZigBee mesh protocol. The healthcare system implementation can periodically monitor the physiological parameters of the In-hospital patients. Thus, IoT empowered devices simultaneously enhance the quality of care with regular monitoring and reduce the cost of care and actively engage in data collection and analysis of the same.","","CD-ROM:978-1-4673-6669-4; Electronic:978-1-4673-6670-0; POD:978-1-4673-6671-7","10.1109/RAICS.2015.7488451","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7488451","Healthcare;IoT;ZigBee;eHealth","Biomedical monitoring;Internet of things;Medical services;Monitoring;Sensors;Wireless sensor networks","Internet of Things;Zigbee;cloud computing;energy consumption;health care;medical information systems;power aware computing;protocols","Internet;Internet of Things;IoT based in-hospital healthcare system;IoT empowered devices;IoT implementation;ZigBee mesh protocol;care quality;cloud computing;healthcare system implementation;in-hospital patients;information acquisition paradigm;microcontrollers;power consumption;protocol stacks;real time medical information analysis;real time medical information communication;sensors;transceivers;ubiquitous medical information access","","1","","25","","","","10-12 Dec. 2015","","IEEE","IEEE Conferences"
"A Data Generation Algorithm for Internet of Things Based on Complex Event Processing","H. Zhao; Y. Yang","Dept. of Comput. Sci., North China Univ. of Technol., Beijing, China","2015 IEEE International Conference on Smart City/SocialCom/SustainCom (SmartCity)","20160505","2015","","","827","831","With the rapid development of the Internet of things(IOT), the applications are more and more extensive in smart grid, intelligent transportation, intelligent logistics, intelligent medical, smart home and so on. In this case, more and more big data analysis and processing engines are emerging. Because real data is difficult to obtain, how to provide fast test data with enough variety, large scale, and high complexity for these wide types of big data processing engines become a thorny issue. In order to meet the demand, this paper designs and implements a Data Generation Algorithm based on Complex event processing (CEP). The definition of selective event flow, sequential event flow, and causal event flow are proposed. The experimental results show that, the method is effective.","","Electronic:978-1-5090-1893-2; POD:978-1-5090-1894-9","10.1109/SmartCity.2015.170","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7463825","Big data;Complex Event Processing;Data generation;IOT(Internet of things)","Algorithm design and analysis;Benchmark testing;Big data;Data models;Engines;Filtering;Radiofrequency identification","Big Data;Internet of Things","Big Data analysis engines;Big Data processing engines;CEP;IOT;Internet of Things;causal event flow;complex event processing;data generation algorithm;selective event flow;sequential event flow","","","","8","","","","19-21 Dec. 2015","","IEEE","IEEE Conferences"
"Intelligent Dashboard for augmented reality based incident command response co-ordination","M. Vassell; O. Apperson; P. Calyam; J. Gillis; S. Ahmad","University of Missouri-Columbia, USA","2016 13th IEEE Annual Consumer Communications & Networking Conference (CCNC)","20160331","2016","","","976","979","Communication in a mass casualty disaster scene is limited and difficult for medical personnel in the absence of necessary communication infrastructure and collaboration technologies. It leads to misdirected and delayed triage of scene-wide critically injured patients, especially when there is a large volume of patients needing diverse care levels. In this paper, we describe a novel Intelligent Dashboard that provides augmented reality benefits with minimal human communication through integration of a standardized Incident Command System (ICS) with Internet of Things (IoT) such as heads-up displays, virtual beacons, QR-code cards, and wireless mesh network elements. We conduct a usability evaluation with a two-incident `Task Force 1 Rescue' simulation to show the ease-of-use and effectiveness of our Intelligent Dashboard. Our work lays the foundation for next-generation ICS for an Incident Commander to deploy resources at the right locations more efficiently, and reduce triage time, mitigate over/under triage, and thus increase triage care levels.","","Electronic:978-1-4673-9292-1; POD:978-1-4673-9293-8","10.1109/CCNC.2016.7444921","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7444921","","Cloud computing;Conferences;Glass;Google;Mobile communication;Mobile computing;Wireless mesh networks","Internet of Things;augmented reality;wireless mesh networks","Internet of Things;IoT;QR-code cards;augmented reality;casualty disaster;collaboration technologies;communication infrastructure;heads-up displays;human communication;incident command response co-ordination;incident command system;incident commander;intelligent dashboard;medical personnel;task force rescue simulation;virtual beacons;wireless mesh network elements","","3","","9","","","","9-12 Jan. 2016","","IEEE","IEEE Conferences"
"Panacea's Cloud: Augmented reality for mass casualty disaster incident triage and co-ordination","J. Gillis; P. Calyam; O. Apperson; S. Ahmad","University of Missouri-Columbia, USA","2016 13th IEEE Annual Consumer Communications & Networking Conference (CCNC)","20160331","2016","","","264","265","Communication in a mass casualty disaster scene is limited and difficult for medical personnel in the absence of necessary communication infrastructure and collaboration technologies. It leads to misdirected and delayed triage of scene-wide critically injured patients, especially when there is a large volume of patients needing diverse care levels. Our demonstration of Panacea's Cloud shows a solution that utilizes a Responder Theater Dashboard that incorporates Internet of Things (IoT) within a standardized Incident Command System (ICS) in order to improve communication and co-ordination across multiple concurrent disaster incident scenes. The Internet of Things (IoT) in our Panacea Cloud include heads-up displays, virtual beacons, QR-code cards, and wireless mesh network.","","Electronic:978-1-4673-9292-1; POD:978-1-4673-9293-8","10.1109/CCNC.2016.7444772","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7444772","","Cloud computing;Conferences;Glass;Google;Internet of things;Mobile communication;Mobile computing","Internet of Things;augmented reality;cloud computing;emergency management","ICS;Internet of Things;IoT;Panaceas Cloud;QR-code cards;augmented reality;concurrent disaster incident scenes;heads-up displays;incident command system;mass casualty disaster incident co-ordination;mass casualty disaster incident triage;responder theater dashboard;virtual beacons;wireless mesh network","","","","","","","","9-12 Jan. 2016","","IEEE","IEEE Conferences"
"Internet Of Things (IOT) enabled smart autonomous hospital management system - A real world health care use case with the technology drivers","M. Thangaraj; P. P. Ponmalar; S. Anuradha","Department of Computer Science, Madurai Kamaraj University, Palgalai Nagar, Madurai","2015 IEEE International Conference on Computational Intelligence and Computing Research (ICCIC)","20160321","2015","","","1","8","A worldwide network of Internet Of Things (IOT) is going to be the future network, which connects objects of different application fields, functionality and technology. These objects are uniquely addressable and use standard communication protocol and communicate in a heterogeneous networking environment. Anytime, anyplace connecting anything idea brought out significant advancements in the healthcare domain. This paper discusses with the implemented real world scenario of smart autonomous hospital management with the IOT. This paper aims at explaining in detail the technology drivers behind the IOT and health care with the information on data modeling of medical devices, data validation of critical incident data, data mapping of existing IOT data into different other associated system data, workflow or the process flow behind the technical operations of the remote device coordination, the architecture of network, middleware, databases, application services. The challenges and the associated solution in this field is discussed with the use case.","","CD-ROM:978-1-4799-7847-2; Electronic:978-1-4799-7849-6; POD:978-1-4799-7850-2","10.1109/ICCIC.2015.7435678","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7435678","Data Model;Healthcare;Hospital Management;IOT","Data models;Databases;Hospitals;Medical diagnostic imaging;Monitoring;Standards","Internet of Things;biomedical equipment;database management systems;health care;hospitals;medical administrative data processing;middleware;protocols","IOT enabled smart autonomous hospital management system;Internet Of Things;application services;associated system data;critical incident data validation;data mapping;database;heterogeneous networking environment;medical devices data modeling;middleware;network architecture;process flow;real world health care use case;remote device coordination;standard communication protocol;technology drivers;workflow","","","","15","","","","10-12 Dec. 2015","","IEEE","IEEE Conferences"
"Smart advisor: Real-time information provider with mobile augmented reality","S. Chae; Y. Yang; H. Choi; I. J. Kim; J. Byun; J. Jo; T. D. Han","Yonsei University, seoul, Korea","2016 IEEE International Conference on Consumer Electronics (ICCE)","20160314","2016","","","97","98","This paper presents a mobile-based real-time information providing system with augmented reality, called Smart Advisor. Smart Advisor can make users' life convenient by informing necessary information and actions in advance by recognizing and tracking the interest object captured by the camera in mobile devices. Specifically, the proposed system will be helpful to the elderly/disabled users with vulnerable decision-making ability. For robust recognition in various environments, an object matching technique based on binary descriptors is applied with adaptive illumination compensation in limited search window. Then, the camera pose is reliably estimated by RANSAC and inverse-homography calculation. This system can be applicable to various areas, such as medical treatment, education, and game through the interlocking with the Internet of Things (IoT).","","Electronic:978-1-4673-8364-6; POD:978-1-4673-8365-3","10.1109/ICCE.2016.7430535","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7430535","","Conferences;Consumer electronics;Lighting","Internet of Things;augmented reality;image matching;image sensors;mobile computing;mobile handsets;object recognition","Internet of Things;IoT;RANSAC;adaptive illumination compensation;binary descriptors;camera;education;game;interest object;inverse-homography calculation;limited search window;medical treatment;mobile augmented reality;mobile devices;mobile-based real-time information providing system;object matching technique;real-time information provider;robust recognition;smart advisor","","","","9","","","","7-11 Jan. 2016","","IEEE","IEEE Conferences"
"The Design of Home Monitoring System by Remote Mobile Medical","Y. Ding; S. Gang; J. Hong","Lab. of Ind. Control Network & Syst., Shenyang Inst., China","2015 7th International Conference on Information Technology in Medicine and Education (ITME)","20160310","2015","","","278","281","The paper designs a home monitoring system by remote mobile medical based on the Internet of things, which is geared to rehabilitation patients outside the hospital and patients with chronic diseases. The system takes the wearable detection technology and Bluetooth low energy (BLE) transmission technology to achieve that the patient's physiological signals could be detected and collected by low power consumption. The smartphone is taken as the intelligent mobile terminal to achieve physiological data display, transmission, management and exception alerts. The remote monitoring platform built on the community hospital could assist medical staff to analysis, diagnosis and remotely guide the patient by reading the physiological data. As for the incidence of patients, system could rescue on the scene by method of body position detection and location targeting. Then the purpose that reduces the probability of the pathogenesis could be achieved by using this monitoring system.","","CD-ROM:978-1-4673-8301-1; Electronic:978-1-4673-8302-8; POD:978-1-4673-8303-5","10.1109/ITME.2015.168","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7429146","BLE;mobile network;remote monitoring;wearable","Biomedical monitoring;Hospitals;Medical diagnostic imaging;Mobile communication;Remote monitoring;Vibrations","Internet of Things;medical computing;mobile computing;patient rehabilitation;smart phones","BLE transmission technology;Bluetooth low energy transmission technology;Internet of things;community hospital;home monitoring system;patient rehabilitation;physiological signals;probability;remote mobile medical;smartphone;wearable detection technology","","","","8","","","","13-15 Nov. 2015","","IEEE","IEEE Conferences"
"Secure Data Aggregation Model (SDAM) in Wireless Sensor Networks","M. B. H. Frej; K. Elleithy","Comput. Sci. & Eng, Univ. of Bridgeport, Bridgeport, CT, USA","2015 IEEE 14th International Conference on Machine Learning and Applications (ICMLA)","20160303","2015","","","330","334","Nowadays, Wireless Sensor Networks (WSN's) are becoming more and more promising and applicable to a variety of fields: military, environmental, medical, wild life habitat, and transportation as well wearable devices, target-tracking. WSN are expected to be a main player in the Internet of Things technology. Power management is very important factor in considering WSN's and it has been demonstrated that communication cost is higher than the computational as nodes consume most of the energy in communication. Added to the fact that sensors could be closely deployed and report the same reading, the data aggregation concept was introduced to resolve those issues and for the sake of better performance at a reduced cost. Nonetheless, sensing devices are prone to failure due to several aspects such as node failure or low batteries as well as being compromised. In this paper, we are introducing a novel method Secure Data Aggregation Model (SDAM) aiming at assuring a secure aggregate communication at a low cost (in terms of resources). Our simulation results showed that implementing SDAM resulted into an increase in the energy efficiency as well as a considerable reduction in cross-layering overhead.","","Electronic:978-1-5090-0287-0; POD:978-1-5090-0288-7","10.1109/ICMLA.2015.116","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7424330","availability;base station (BS);cluster head (CH);secure Data Aggregation model (SDAM);sensor node (SN);wireless sensor network (WSN)","Base stations;Batteries;Data models;Energy consumption;Sensors;Wireless sensor networks","Internet of Things;data aggregation;security of data;target tracking;telecommunication power management;wireless sensor networks","Internet of Things technology;SDAM;WSN;power management;secure data aggregation model;target-tracking;wearable devices;wireless sensor networks","","1","","10","","","","9-11 Dec. 2015","","IEEE","IEEE Conferences"
"A Semantic Web-of-Things Architecture for Monitoring the Risk of Bedsores","R. Zgheib; R. Bastide; E. Conchon","IRIT/ISIS, Univ. of Toulouse, Castres, France","2015 International Conference on Computational Science and Computational Intelligence (CSCI)","20160303","2015","","","318","323","Bedsores are a common injury that mainly plagues elders and frail persons, and are a major cause of concerns in medical institutions. We present a system based on the Internet-of-Things technologies, aiming at detecting the risk of bedsores using sensor fusion. This paper mainly focuses on the software architecture of the proposed system, based on the principles of weak coupling and of semantic data exchange. We present a model of the application in terms of the Semantic Sensor Network (SSN) ontology.","","Electronic:978-1-4673-9795-7; POD:978-1-4673-9796-4; USB:978-1-4673-9794-0","10.1109/CSCI.2015.128","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7424109","Bedsore detection;Home care;Internet Of Things;Semantic middleware","Computer architecture;Humidity;Injuries;Middleware;Monitoring;Ontologies;Semantics","electronic data interchange;ontologies (artificial intelligence);patient monitoring;risk analysis;semantic Web;sensor fusion;software architecture","Internet-of-things technologies;SSN;bedsore risk monitoring;elders persons;frail persons;medical institutions;semantic Web-of-things architecture;semantic data exchange;semantic sensor network ontology;sensor fusion;software architecture","","1","","28","","","","7-9 Dec. 2015","","IEEE","IEEE Conferences"
"Building an IoT-aware healthcare monitoring system","F. Jimenez; R. Torres","Universidad Andres Bello, Vina del Mar, Chile","2015 34th International Conference of the Chilean Computer Science Society (SCCC)","20160225","2015","","","1","4","Nowadays, ageing related diseases represent one of the most relevant challenges for developed countries. The use of healthcare remote technology may allow reducing most of the management of the chronic diseases meanwhile it may also contribute to the improvement of elderly people's quality of life. Unfortunately, despite the advent of Internet of things and the even decreasing price of sensors, current proposals are not extensible during runtime meaning that they need to be maintained offline by engineers. Therefore, in this paper we discuss how to build an ad-hoc extensible (during runtime) healthcare monitoring system by using low cost wireless sensors and already existent Internet of things technology as communication platform. Moreover, we present a prototype of a basic healthcare remote monitoring system, which alerts, in real time, patients' relatives or medical doctors that an elderly people is experienced a problem that could need medical attention or hospitalization.","","Electronic:978-1-4673-9817-6; POD:978-1-4673-9818-3","10.1109/SCCC.2015.7416592","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7416592","healthcare;internet-of-things;wireless sensor network","Intelligent sensors;Logic gates;Medical services;Monitoring;Sensor systems;Wireless sensor networks","Internet of Things;computerised monitoring;diseases;health care;patient monitoring;telemedicine;wireless sensor networks","Internet of things;IoT-aware healthcare monitoring system;adhoc extensible healthcare monitoring system;ageing related diseases;chronic diseases management;communication platform;elderly people quality of life;healthcare remote technology;hospitalization;low cost wireless sensors;medical attention","","2","","15","","","","9-13 Nov. 2015","","IEEE","IEEE Conferences"
"Flexible electronics for commercial and defense applications","E. W. Forsythe; B. Leever; M. Gordon; R. Vaia; D. Morton; M. Durstock; R. Woods","US Army Research Laboratory, Adelphi MD 20783","2015 IEEE International Electron Devices Meeting (IEDM)","20160218","2015","","","19.1.1","19.1.4","To date, there has been a strong consensus that U.S. flexible electronics technology and manufacturing efforts have demonstrated the potential for significant US-based job creation in small businesses to Fortune-500 companies. These jobs will impact across product supply chains, from raw materials production to retail sales of new devices. Flexible electronics is enabling a technology base that has the opportunity for the next high-tech manufacturing job creation. Early silicon CMOS manufacturing created high paying manufacturing jobs in US fabrication lines. Today, many of these jobs are moving to foreign Countries. Flexible electronics manufacturing approaches open the opportunity for innovative, low-cost fabrication techniques combining traditional US-strengths in plate-to-plate semiconductor manufacturing with roll-to-roll printing. Such approaches will enable mid-size companies to enter into manufacturing thereby broadening the job creation within the US. These innovative approaches to achieve the low-cost and high volume products will enable a US manufacturing dominance in an emerging Global industry. Future flexible electronics commercial and Defense Department applications include; wearable and medical sensors, structural monitoring devices, medical sensors, soft robotics, Internet of Things, and integrated array antennas on structures.","","Electronic:978-1-4673-9894-7; POD:978-1-4673-9895-4","10.1109/IEDM.2015.7409731","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7409731","","Flexible electronics;Sensors;Standards;Substrates;Thin film transistors;X-ray imaging","CMOS integrated circuits;elemental semiconductors;flexible electronics;semiconductor device manufacture;silicon","Si;commercial applications;defense applications;flexible electronics;manufacturing job creation;plate-to-plate semiconductor manufacturing;roll-to-roll printing;silicon CMOS manufacturing","","","","8","","","","7-9 Dec. 2015","","IEEE","IEEE Conferences"
