Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Do We Need an Integrated Framework for Ambient Assisted Living?","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-48799-1_7","Ashalatha KunnappillyCristina SeceleanuMaria Lindén","2016","http://link.springer.com/chapter/10.1007/978-3-319-48799-1_7","Chapter"
"Learning in the Context of an Ambient Assisted Living Apartment: Including Methods of Serious Gaming","Software Engineering Education for a Global E-Service Economy","","","","10.1007/978-3-319-04217-6_6","Sven LeonhardtStephan KasselAnne RandowTobias Teich","2014","http://link.springer.com/chapter/10.1007/978-3-319-04217-6_6","Chapter"
"Factors Influencing Ageing Population for Adopting Ambient Assisted Living Technologies in the Kingdom of Saudi Arabia","Ageing International","","41","3","10.1007/s12126-016-9246-6","Majid H. AlsulamiAnthony S. Atkins","2016","http://link.springer.com/article/10.1007/s12126-016-9246-6","Article"
"Multi-tenancy Aware Ambient Assisted Living Platforms in the Cloud","Ambient Intelligence","","","","10.1007/978-3-319-14112-1_7","Carsten StocklöwAlejandro M. Medrano GilAlvaro Fides ValeroMichele GirolamiStefano Lenzi","2014","http://link.springer.com/chapter/10.1007/978-3-319-14112-1_7","Chapter"
"A Review of Contemporary Work on the Ethics of Ambient Assisted Living Technologies for People with Dementia","Science and Engineering Ethics","","21","3","10.1007/s11948-014-9552-x","Peter NovitzkyAlan F. SmeatonCynthia ChenKate IrvingTim JacquemardFiachra O’BrolcháinDónal O’MathúnaBert Gordijn","2015","http://link.springer.com/article/10.1007/s11948-014-9552-x","Article"
"AALUMO: A User Model Ontology for Ambient Assisted Living Services Supported in Next-Generation Networks","XIII Mediterranean Conference on Medical and Biological Engineering and Computing 2013","","","","10.1007/978-3-319-00846-2_301","P. A. MorenoM. E. HernandoE. J. Gómez","2014","http://link.springer.com/chapter/10.1007/978-3-319-00846-2_301","Chapter"
"Context Enriched Patterns of Behavior for Delivering Notifications in Ambient-Assisted Living","On the Move to Meaningful Internet Systems: OTM 2014 Workshops","","","","10.1007/978-3-662-45550-0_4","Paula Lago","2014","http://link.springer.com/chapter/10.1007/978-3-662-45550-0_4","Chapter"
"User Interface Design for Ambient Assisted Living Systems","Distributed, Ambient and Pervasive Interactions","","","","10.1007/978-3-319-39862-4_4","Caroline ByrneRem CollierMichael O’GradyGregory M. P. O’Hare","2016","http://link.springer.com/chapter/10.1007/978-3-319-39862-4_4","Chapter"
"Multimedia sensors embedded in smartphones for ambient assisted living and e-health","Multimedia Tools and Applications","","75","21","10.1007/s11042-015-2745-8","Lorena ParraSandra SendraJosé Miguel JiménezJaime Lloret","2016","http://link.springer.com/article/10.1007/s11042-015-2745-8","Article"
"Progress in ambient assisted systems for independent living by the elderly","SpringerPlus","","5","1","10.1186/s40064-016-2272-8","Riyad Al-ShaqiMonjur MourshedYacine Rezgui","2016","http://link.springer.com/article/10.1186/s40064-016-2272-8","Article"
"Agent Based Simulation for Creating Ambient Assisted Living Solutions","Advances in Practical Applications of Heterogeneous Multi-Agent Systems. The PAAMS Collection","","","","10.1007/978-3-319-07551-8_28","Pablo Campillo-SanchezJorge J. Gómez-Sanz","2014","http://link.springer.com/chapter/10.1007/978-3-319-07551-8_28","Chapter"
"Hybrid service matchmaking in ambient assisted living environments based on context-aware service modeling","Cluster Computing","","18","3","10.1007/s10586-015-0469-1","Aitor UrbietaAlejandra González-BeltránSonia Ben MokhtarJorge ParraLicia CapraM. Anwar HossainAbdulhameed AlelaiwiJuan Ignacio Vázquez","2015","http://link.springer.com/article/10.1007/s10586-015-0469-1","Article"
"Device Gateway Design for Ambient Assisted Living","Future Access Enablers for Ubiquitous and Intelligent Infrastructures","","","","10.1007/978-3-319-27072-2_13","Daniel DenkovskiVladimir AtanasovskiLiljana Gavrilovska","2015","http://link.springer.com/chapter/10.1007/978-3-319-27072-2_13","Chapter"
"Collaborative Systems for Smart Environments: Trends and Challenges","Collaborative Systems for Smart Networked Environments","","","","10.1007/978-3-662-44745-1_1","Luis M. Camarinha-MatosHamideh Afsarmanesh","2014","http://link.springer.com/chapter/10.1007/978-3-662-44745-1_1","Chapter"
"A Smart Monitoring System for Assisted Living Support Using Adaptive Lifestyle Pattern Analysis","Intelligent Systems for Science and Information","","","","10.1007/978-3-319-04702-7_1","Besim MustafaPeter MatthewFarrukh Naveed","2014","http://link.springer.com/chapter/10.1007/978-3-319-04702-7_1","Chapter"
"Integrating the USEFIL Assisted Living Platform; Observation from the Field","6th European Conference of the International Federation for Medical and Biological Engineering","","","","10.1007/978-3-319-11128-5_164","Panagiotis E. AntoniouEvdokimos I. KonstantinidisAntonis S. BillisPanagiotis D. Bamidis","2015","http://link.springer.com/chapter/10.1007/978-3-319-11128-5_164","Chapter"
"A High-Level Model for a Healthy Smart City","Ambient Assisted Living and Daily Activities","","","","10.1007/978-3-319-13105-4_55","Gabriel UrzaizRamón HervasJesús FontechaJosé Bravo","2014","http://link.springer.com/chapter/10.1007/978-3-319-13105-4_55","Chapter"
"Support-U: Designing an Ambient Assisted Living System Using Interdisciplinary Development Patterns","Socio-technical Design of Ubiquitous Computing Systems","","","","10.1007/978-3-319-05044-7_16","Christian VoigtmannMatthias SöllnerKlaus DavidJan Marco Leimeister","2014","http://link.springer.com/chapter/10.1007/978-3-319-05044-7_16","Chapter"
"General Assisted Living System Architecture Model","Mobile Networks and Management","","","","10.1007/978-3-319-16292-8_24","Vladimir TrajkovikElena Vlahu-GjorgievskaSaso KoceskiIgor Kulev","2015","http://link.springer.com/chapter/10.1007/978-3-319-16292-8_24","Chapter"
"HCM-L: Domain-Specific Modeling for Active and Assisted Living","Domain-Specific Conceptual Modeling","","","","10.1007/978-3-319-39417-6_24","Heinrich C. MayrFadi Al MachotJudith MichaelGert MorakSuneth RanasingheVladimir ShekhovtsovClaudia Steinberger","2016","http://link.springer.com/chapter/10.1007/978-3-319-39417-6_24","Chapter"
"Ambient media today and tomorrow","Multimedia Tools and Applications","","71","1","10.1007/s11042-012-1346-z","Artur LugmayrEstefanía SerralAnsgar ScherpBogdan PogorelcMoyen Mustaquim","2014","http://link.springer.com/article/10.1007/s11042-012-1346-z","Article"
"Population Growth in Developing Countries and Smart City Fundamentals. The Internet-of-Things and Wireless Sensor Networks","Microsensing Networks for Sustainable Cities","","","","10.1007/978-3-319-28358-6_2","Johannes LambrechtsSaurabh Sinha","2016","http://link.springer.com/chapter/10.1007/978-3-319-28358-6_2","Chapter"
"Benchmarking Internet of Things Deployment: Frameworks, Best Practices, and Experiences","Modeling and Processing for Next-Generation Big-Data Technologies","","","","10.1007/978-3-319-09177-8_19","Franck Le GallSophie Vallet ChevillardAlex GluhakNils WalravensZhang XueliHend Ben Hadji","2015","http://link.springer.com/chapter/10.1007/978-3-319-09177-8_19","Chapter"
"Synopsis of EU-China Pilot Smart Cities","Comparative Study of Smart Cities in Europe and China 2014","","","","10.1007/978-3-662-46867-8_5","","2016","http://link.springer.com/chapter/10.1007/978-3-662-46867-8_5","Chapter"
"Independent Living Applications","Introduction to Nursing Informatics","","","","10.1007/978-1-4471-2999-8_9","Julie Doyle BSc, PhDLorcan Walsh B.Eng, PWD","2015","http://link.springer.com/chapter/10.1007/978-1-4471-2999-8_9","Chapter"
"Cloud as a Service Evolution","Cloud as a Service","","","","10.1007/978-1-4842-0103-9_9","Enrique Castro-LeonRobert Harmon","2016","http://link.springer.com/chapter/10.1007/978-1-4842-0103-9_9","Chapter"
"Technical Challenges Towards an AAL Large Scale Deployment","Inclusive Smart Cities and e-Health","","","","10.1007/978-3-319-19312-0_1","Joaquim BellmuntThibaut TiberghienMounir MokhtariHamdi AloulouRomain Endelin","2015","http://link.springer.com/chapter/10.1007/978-3-319-19312-0_1","Chapter"
"An Assisted Living Home for Alzheimer’s Patient in Saudi Arabia, A Prototype","HCI International 2015 - Posters’ Extended Abstracts","","","","10.1007/978-3-319-21383-5_63","Sulaf AlmagooshiMona HakamiMaha AlsayyariWafa AlrajhiSarah Alkoblan","2015","http://link.springer.com/chapter/10.1007/978-3-319-21383-5_63","Chapter"
"Leveraging Web Technologies to Expose Multiple Contemporary Controller Input in Smart TV Rich Internet Applications Utilized in Elderly Assisted Living Environments","Universal Access in Human-Computer Interaction. Aging and Assistive Environments","","","","10.1007/978-3-319-07446-7_12","Evdokimos I. KonstantinidisPanagiotis E. AntoniouAntonis BillisGeorgios BamparopoulosCostas PappasPanagiotis D. Bamidis","2014","http://link.springer.com/chapter/10.1007/978-3-319-07446-7_12","Chapter"
"Activity Recognition in Assisted Living Facilities with Incremental, Approximate Ground Truth","Inclusive Smart Cities and e-Health","","","","10.1007/978-3-319-19312-0_9","Jit BiswasRomain EndelinClifton PhuaAung Aung Phyo WaiAndrei TolstikovZhu JiaqiThibaut TiberghienHamdi AloulouPhilip Yap Lin KiatMounir Mokhtari","2015","http://link.springer.com/chapter/10.1007/978-3-319-19312-0_9","Chapter"
"Health—exploring complexity: an interdisciplinary systems approach HEC2016","European Journal of Epidemiology","","31","1","10.1007/s10654-016-0183-1","Eva GrillMartin MüllerUlrich Mansmann","2016","http://link.springer.com/article/10.1007/s10654-016-0183-1","Article"
"Wireless Sensor Networks for Aging-in-Place: Theory and Practice","Handbook of Smart Homes, Health Care and Well-Being","","","","10.1007/978-3-319-01904-8_45-1","Lawrence Normie","2015","http://link.springer.com/referenceworkentry/10.1007/978-3-319-01904-8_45-1","ReferenceWorkEntry"
"Data-Driven Smart Home System for Elderly People Based on Web Technologies","Distributed, Ambient and Pervasive Interactions","","","","10.1007/978-3-319-39862-4_12","Daeil SeoByounghyun YooHeedong Ko","2016","http://link.springer.com/chapter/10.1007/978-3-319-39862-4_12","Chapter"
"Proposal of a Standard Architecture of IoT for Smart Cities","Learning Technology for Education in Cloud –  The Changing Face of Education","","","","10.1007/978-3-319-42147-6_7","July Katherine Díaz BarrigaChristian David Gómez RomeroJosé Ignacio Rodríguez Molano","2016","http://link.springer.com/chapter/10.1007/978-3-319-42147-6_7","Chapter"
"On Distant Speech Recognition for Home Automation","Smart Health","","","","10.1007/978-3-319-16226-3_7","Michel VacherBenjamin LecouteuxFrançois Portet","2015","http://link.springer.com/chapter/10.1007/978-3-319-16226-3_7","Chapter"
"Why Should I Use This? Identifying Incentives for Using AAL Technologies","Ambient Intelligence","","","","10.1007/978-3-319-26005-1_11","Christina JaschinskiSomaya Ben Allouch","2015","http://link.springer.com/chapter/10.1007/978-3-319-26005-1_11","Chapter"
"AmI and the IoT and Environmental and Societal Sustainability: Risks, Challenges, and Underpinnings","The Shaping of Ambient Intelligence and the Internet of Things","","","","10.2991/978-94-6239-142-0_6","Simon Elias Bibri","2015","http://link.springer.com/chapter/10.2991/978-94-6239-142-0_6","Chapter"
"‘Social, innovative and smart cities are happy and resilient’: insights from the WHO EURO 2014 International Healthy Cities Conference","International Journal of Health Geographics","","14","1","10.1186/1476-072X-14-3","Maged N Kamel BoulosAgis D TsourosArto Holopainen","2015","http://link.springer.com/article/10.1186/1476-072X-14-3","Article"
"Supporting caregivers in assisted living facilities for persons with disabilities: a user study","Universal Access in the Information Society","","14","1","10.1007/s10209-014-0400-1","Sebastián Aced LópezFulvio CornoLuigi De Russis","2015","http://link.springer.com/article/10.1007/s10209-014-0400-1","Article"
"Implementing a Holistic Approach for the Smart City","Active Media Technology","","","","10.1007/978-3-319-09912-5_45","Roberto RequenaAntonio AgudoAlba BaronMaria CamposCarlos GuijarroJose PucheDavid VillaFelix VillanuevaJuan Carlos Lopez","2014","http://link.springer.com/chapter/10.1007/978-3-319-09912-5_45","Chapter"
"Introduction","Smart Homes","","","","10.1007/978-3-319-13557-1_1","Nagender Kumar SuryadevaraSubhas Chandra Mukhopadhyay","2015","http://link.springer.com/chapter/10.1007/978-3-319-13557-1_1","Chapter"
"User Interaction Concepts in Smart Caring Homes for Elderly with Chronic Conditions","Inclusive Smart Cities and e-Health","","","","10.1007/978-3-319-19312-0_4","Cristian-Dan BaraMiriam CabritaHarm op den AkkerHermie J. Hermens","2015","http://link.springer.com/chapter/10.1007/978-3-319-19312-0_4","Chapter"
"Design for Agency, Adaptivity and Reciprocity: Reimagining AAL and Telecare Agendas","Designing Socially Embedded Technologies in the Real-World","","","","10.1007/978-1-4471-6720-4_13","Geraldine FitzpatrickAlina HuldtgrenLone MalmborgDave HarleyWijnand Ijsselsteijn","2015","http://link.springer.com/chapter/10.1007/978-1-4471-6720-4_13","Chapter"
"Interaction Design of Products for the Elderly in Smart Home Under the Mode of Medical Care and Pension","Human Aspects of IT for the Aged Population. Healthy and Active Aging","","","","10.1007/978-3-319-39949-2_14","Minggang YangHe HuangHaozhou YuanQichao Sun","2016","http://link.springer.com/chapter/10.1007/978-3-319-39949-2_14","Chapter"
"Introduction","Distributed Computing and Monitoring Technologies for Older Patients","","","","10.1007/978-3-319-27024-1_1","Juris KlonovsMohammad A. HaqueVolker KruegerKamal NasrollahiKaren Andersen-RanbergThomas B. MoeslundErika G. Spaich","2016","http://link.springer.com/chapter/10.1007/978-3-319-27024-1_1","Chapter"
"Introduction to the inaugural issue of the Journal of Reliable Intelligent Environments","Journal of Reliable Intelligent Environments","","1","1","10.1007/s40860-015-0005-3","Juan Carlos AugustoAntonio Coronato","2015","http://link.springer.com/article/10.1007/s40860-015-0005-3","Article"
"Introduction to the Internet of Things","Guide to Computing Fundamentals in Cyber-Physical Systems","","","","10.1007/978-3-319-25178-3_4","Dietmar P. F. Möller","2016","http://link.springer.com/chapter/10.1007/978-3-319-25178-3_4","Chapter"
"Perceptions of Personal Privacy in Smart Home Technologies: Do User Assessments Vary Depending on the Research Method?","Human Aspects of Information Security, Privacy, and Trust","","","","10.1007/978-3-319-20376-8_53","Wiktoria WilkowskaMartina ZiefleSimon Himmel","2015","http://link.springer.com/chapter/10.1007/978-3-319-20376-8_53","Chapter"
"Situated Agents and Humans in Social Interaction for Elderly Healthcare: From Coaalas to AVICENA","Journal of Medical Systems","","40","2","10.1007/s10916-015-0371-7","Ignasi Gómez-SebastiàJonathan MorenoSergio Álvarez-NapagaoDario Garcia-GasullaCristian BarruéUlises Cortés","2015","http://link.springer.com/article/10.1007/s10916-015-0371-7","Article"
"A Different Approach in an AAL Ecosystem: A Mobile Assistant for the Caregiver","Highlights of Practical Applications of Heterogeneous Multi-Agent Systems. The PAAMS Collection","","","","10.1007/978-3-319-07767-3_10","Angelo CostaOscar GamaPaulo NovaisRicardo Simoes","2014","http://link.springer.com/chapter/10.1007/978-3-319-07767-3_10","Chapter"
"“Get that Camera Out of My House!” Conjoint Measurement of Preferences for Video-Based Healthcare Monitoring Systems in Private and Public Places","Inclusive Smart Cities and e-Health","","","","10.1007/978-3-319-19312-0_13","Katrin ArningMartina Ziefle","2015","http://link.springer.com/chapter/10.1007/978-3-319-19312-0_13","Chapter"
"Entity Configuration and Context-Aware reasoNer (CAN) Towards Enabling an Internet of Things Controller","Intelligent Systems and Applications","","","","10.1007/978-3-319-33386-1_12","Hasibur RahmanRahim RahmaniTheo Kanter","2016","http://link.springer.com/chapter/10.1007/978-3-319-33386-1_12","Chapter"
"LISA 2.0: lightweight internet of things service bus architecture using node centric networking","Journal of Ambient Intelligence and Humanized Computing","","7","3","10.1007/s12652-016-0359-2","Behailu NegashAmir M. RahmaniTomi WesterlundPasi LiljebergHannu Tenhunen","2016","http://link.springer.com/article/10.1007/s12652-016-0359-2","Article"
"Big Data Meaning in the Architecture of IoT for Smart Cities","Data Mining and Big Data","","","","10.1007/978-3-319-40973-3_46","Christian David Gómez RomeroJuly Katherine Díaz BarrigaJosé Ignacio Rodríguez Molano","2016","http://link.springer.com/chapter/10.1007/978-3-319-40973-3_46","Chapter"
"Smart City Trends and Developments","Comparative Study of Smart Cities in Europe and China 2014","","","","10.1007/978-3-662-46867-8_2","","2016","http://link.springer.com/chapter/10.1007/978-3-662-46867-8_2","Chapter"
"QueFaire: Context-Aware in-Person Social Activity Recommendation System for Active Aging","Inclusive Smart Cities and e-Health","","","","10.1007/978-3-319-19312-0_6","Victor PonceJean-Pierre DeschampsLouis-Philippe GirouxFarzad SalehiBessam Abdulrazak","2015","http://link.springer.com/chapter/10.1007/978-3-319-19312-0_6","Chapter"
"High-Level Internet of Things Applications Development Using Wireless Sensor Networks","Internet of Things","","","","10.1007/978-3-319-04223-7_4","Zhenyu SongMihai T. LazarescuRiccardo TomasiLuciano LavagnoMaurizio A. Spirito","2014","http://link.springer.com/chapter/10.1007/978-3-319-04223-7_4","Chapter"
"Analysis of EU and China Pilot Cities","Comparative Study of Smart Cities in Europe and China 2014","","","","10.1007/978-3-662-46867-8_6","","2016","http://link.springer.com/chapter/10.1007/978-3-662-46867-8_6","Chapter"
"Thermal Comfort in Smart Homes for an Aging Population","Handbook of Smart Homes, Health Care and Well-Being","","","","10.1007/978-3-319-01904-8_64-1","L. SchellenJ. van Hoof","2014","http://link.springer.com/referenceworkentry/10.1007/978-3-319-01904-8_64-1","ReferenceWorkEntry"
"Event Recognition for Unobtrusive Assisted Living","Artificial Intelligence: Methods and Applications","","","","10.1007/978-3-319-07064-3_41","Nikos KatzourisAlexander ArtikisGeorgios Paliouras","2014","http://link.springer.com/chapter/10.1007/978-3-319-07064-3_41","Chapter"
"Giving Elderly Access to Smart Environments","Human Aspects of IT for the Aged Population. Design for Everyday Life","","","","10.1007/978-3-319-20913-5_43","Lukas SmirekAlexander HenkaGottfried Zimmermann","2015","http://link.springer.com/chapter/10.1007/978-3-319-20913-5_43","Chapter"
"Smart Homes","The New Digital Natives","","","","10.1007/978-3-662-46590-5_7","Alexei DingliDylan Seychell","2015","http://link.springer.com/chapter/10.1007/978-3-662-46590-5_7","Chapter"
"An AAL Collaborative System: The AAL4ALL and a Mobile Assistant Case Study","Collaborative Systems for Smart Networked Environments","","","","10.1007/978-3-662-44745-1_69","Angelo CostaPaulo NovaisRicardo Simoes","2014","http://link.springer.com/chapter/10.1007/978-3-662-44745-1_69","Chapter"
"Robotic Ubiquitous Cognitive Ecology for Smart Homes","Journal of Intelligent & Robotic Systems","","80","1","10.1007/s10846-015-0178-2","G. AmatoD. BacciuM. BroxvallS. ChessaS. ColemanM. Di RoccoM. DragoneC. GallicchioC. GennaroH. LozanoT. M. McGinnityA. MicheliA. K. RayA. RenteriaA. SaffiottiD. Swords","2015","http://link.springer.com/article/10.1007/s10846-015-0178-2","Article"
"Future Internet of Things: open issues and challenges","Wireless Networks","","20","8","10.1007/s11276-014-0731-0","Chun-Wei TsaiChin-Feng LaiAthanasios V. Vasilakos","2014","http://link.springer.com/article/10.1007/s11276-014-0731-0","Article"
"AAL Technologies for Independent Life of Elderly People","Ambient Assisted Living","","","","10.1007/978-3-319-18374-9_31","Flavia BenetazzoFrancesco FerracutiAlessandro FreddiAndrea GiantomassiSabrina IarloriSauro LonghiAndrea MonteriùDavide Ortenzi","2015","http://link.springer.com/chapter/10.1007/978-3-319-18374-9_31","Chapter"
"Smart Cities of Tomorrow","Cities for Smart Environmental and Energy Futures","","","","10.1007/978-3-642-37661-0_2","Paul Budde","2014","http://link.springer.com/chapter/10.1007/978-3-642-37661-0_2","Chapter"
"An Integrated Approach to the Well-Being of the Elderly People at Home","Ambient Assisted Living","","","","10.1007/978-3-319-18374-9_25","Giovanna MorgaviRoberto NerinoLucia MarconiPaola CutugnoClaudia FerrarisAlessandra CininiMauro Morando","2015","http://link.springer.com/chapter/10.1007/978-3-319-18374-9_25","Chapter"
"Development of Automatic Speech Recognition Techniques for Elderly Home Support: Applications and Challenges","Human Aspects of IT for the Aged Population. Design for Everyday Life","","","","10.1007/978-3-319-20913-5_32","Michel VacherFrédéric AmanSolange RossatoFrançois Portet","2015","http://link.springer.com/chapter/10.1007/978-3-319-20913-5_32","Chapter"
"Towards a Platform for Prototyping IoT Health Monitoring Services","Exploring Services Science","","","","10.1007/978-3-319-32689-4_40","Mădălina ZamfirVladimir FlorianAlexandru StanciuGabriel NeaguŞtefan PredaGheorghe Militaru","2016","http://link.springer.com/chapter/10.1007/978-3-319-32689-4_40","Chapter"
"Context as a Service: Realizing Internet of Things-Aware Processes for the Independent Living of the Elderly","Service-Oriented Computing","","","","10.1007/978-3-319-46295-0_54","Lina YaoBoualem BenatallahXianzhi WangNguyen Khoi TranQinghua Lu","2016","http://link.springer.com/chapter/10.1007/978-3-319-46295-0_54","Chapter"
"The internet of things: a survey","Information Systems Frontiers","","17","2","10.1007/s10796-014-9492-7","Shancang LiLi Da XuShanshan Zhao","2015","http://link.springer.com/article/10.1007/s10796-014-9492-7","Article"
"Mobile digcovery: discovering and interacting with the world through the Internet of things","Personal and Ubiquitous Computing","","18","2","10.1007/s00779-013-0648-0","Antonio J. JaraPablo LopezDavid FernandezJose F. CastilloMiguel A. ZamoraAntonio F. Skarmeta","2014","http://link.springer.com/article/10.1007/s00779-013-0648-0","Article"
"Indoor Location IoT Analytics “in the wild”: Active and Healthy Ageing Cases","XIV Mediterranean Conference on Medical and Biological Engineering and Computing 2016","","","","10.1007/978-3-319-32703-7_237","E. I. KonstantinidisA. S. BillisL. PlotegherG. ContiP. D. Bamidis","2016","http://link.springer.com/chapter/10.1007/978-3-319-32703-7_237","Chapter"
"A Case Study on the Analysis of Behavior Patterns and Pattern Changes in Smart Environments","Ambient Assisted Living and Daily Activities","","","","10.1007/978-3-319-13105-4_43","Paula LagoClaudia Jiménez-GuarínClaudia Roncancio","2014","http://link.springer.com/chapter/10.1007/978-3-319-13105-4_43","Chapter"
"Sensor Activity Pattern (SAP) Matching Process and Outlier Detection","Smart Homes","","","","10.1007/978-3-319-13557-1_6","Nagender Kumar SuryadevaraSubhas Chandra Mukhopadhyay","2015","http://link.springer.com/chapter/10.1007/978-3-319-13557-1_6","Chapter"
"Reviews and Taxonomies","Distributed Computing and Monitoring Technologies for Older Patients","","","","10.1007/978-3-319-27024-1_2","Juris KlonovsMohammad A. HaqueVolker KruegerKamal NasrollahiKaren Andersen-RanbergThomas B. MoeslundErika G. Spaich","2016","http://link.springer.com/chapter/10.1007/978-3-319-27024-1_2","Chapter"
"Design and Deployment of WSN in a Home Environment and Real-Time Data Fusion","Smart Homes","","","","10.1007/978-3-319-13557-1_3","Nagender Kumar SuryadevaraSubhas Chandra Mukhopadhyay","2015","http://link.springer.com/chapter/10.1007/978-3-319-13557-1_3","Chapter"
"A BCI Platform Supporting AAL Applications","Universal Access in Human-Computer Interaction. Design and Development Methods for Universal Access","","","","10.1007/978-3-319-07437-5_49","Niccolò MoraValentina BianchiIlaria De MunariPaolo Ciampolini","2014","http://link.springer.com/chapter/10.1007/978-3-319-07437-5_49","Chapter"
"A Multi-Agent System in Ambient Intelligence for the Physical Rehabilitation of Older People","Trends in Practical Applications of Agents, Multi-Agent Systems and Sustainability","","","","10.1007/978-3-319-19629-9_13","Cristina RodaArturo RodríguezVíctor López-JaqueroPascual GonzálezElena Navarro","2015","http://link.springer.com/chapter/10.1007/978-3-319-19629-9_13","Chapter"
"A Wearable Sensor for AAL-Based Continuous Monitoring","Inclusive Smart Cities and  Digital Health","","","","10.1007/978-3-319-39601-9_34","Valentina BianchiClaudio GuerraIlaria De MunariPaolo Ciampolini","2016","http://link.springer.com/chapter/10.1007/978-3-319-39601-9_34","Chapter"
