Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Development of the Elderly Healthcare Monitoring System with IoT","Advances in Human Factors and Ergonomics in Healthcare","","","","10.1007/978-3-319-41652-6_29","Se Jin ParkMurali SubramaniyamSeoung Eun KimSeunghee HongJoo Hyeong LeeChan Min JoYoungseob Seo","2017","http://link.springer.com/chapter/10.1007/978-3-319-41652-6_29","Chapter"
"Toward a Smart Health-Care Architecture Using WebRTC and WoT","Recent Advances in Information Systems and Technologies","","","","10.1007/978-3-319-56541-5_54","Saad El JaouhariAhmed BouabdallahJean-Marie BonninTayeb Lemlouma","2017","http://link.springer.com/chapter/10.1007/978-3-319-56541-5_54","Chapter"
"Wireless Sensor Networks for Aging-in-Place: Theory and Practice","Handbook of Smart Homes, Health Care and Well-Being","","","","10.1007/978-3-319-01583-5_45","Lawrence Normie","2017","http://link.springer.com/referenceworkentry/10.1007/978-3-319-01583-5_45","ReferenceWorkEntry"
"Integration of Stationary and Wearable Support Services for an Actively Assisted Living of Elderly People: Capabilities, Achievements, Limitations, Prospects—A Case Study","Ambient Assisted Living","","","","10.1007/978-3-319-52322-4_1","Rainer LutzeKlemens Waldhör","2017","http://link.springer.com/chapter/10.1007/978-3-319-52322-4_1","Chapter"
"IoT Contextual Factors on Healthcare","GeNeDis 2016","","","","10.1007/978-3-319-57348-9_16","Konstantinos MichalakisGeorge Caridakis","2017","http://link.springer.com/chapter/10.1007/978-3-319-57348-9_16","Chapter"
"Semantic Knowledge Management and Integration Services for AAL","Ambient Assisted Living","","","","10.1007/978-3-319-54283-6_22","Gianfranco E. ModoniMario VenieroMarco Sacco","2017","http://link.springer.com/chapter/10.1007/978-3-319-54283-6_22","Chapter"
"Internet of things for remote elderly monitoring: a study from user-centered perspective","Journal of Ambient Intelligence and Humanized Computing","","8","2","10.1007/s12652-016-0387-y","Iman AzimiAmir M. RahmaniPasi LiljebergHannu Tenhunen","2017","http://link.springer.com/article/10.1007/s12652-016-0387-y","Article"
"Low Cost Smart Homes for Elders","Universal Access in Human–Computer Interaction. Human and Technological Environments","","","","10.1007/978-3-319-58700-4_41","Gabriel FerreiraPaulo PenicheiroRuben BernardoLuís MendesJoão BarrosoAntónio Pereira","2017","http://link.springer.com/chapter/10.1007/978-3-319-58700-4_41","Chapter"
"Internet of Things: Legal Implications for Every Business","The Palgrave Handbook of Managing Continuous Business Transformation","","","","10.1057/978-1-137-60228-2_19","Ulrich BäumerSabine von OelffenMiriam Keil","2017","http://link.springer.com/chapter/10.1057/978-1-137-60228-2_19","Chapter"
"Mobile Commerce and the Internet of Things","Introduction to Electronic Commerce and Social Commerce","","","","10.1007/978-3-319-50091-1_6","Efraim TurbanJudy WhitesideDavid KingJon Outland","2017","http://link.springer.com/chapter/10.1007/978-3-319-50091-1_6","Chapter"
"IoT Communication Technologies for Smart Cities","Designing, Developing, and Facilitating Smart Cities","","","","10.1007/978-3-319-44924-1_8","Matteo CesanaAlessandro E. C. Redondi","2017","http://link.springer.com/chapter/10.1007/978-3-319-44924-1_8","Chapter"
"A Framework for Recyclable Household Waste Management System in Smart Home Using IoT","Computing and Network Sustainability","","","","10.1007/978-981-10-3935-5_22","Manpreet KaurEr. Kamaljit Singh Saini","2017","http://link.springer.com/chapter/10.1007/978-981-10-3935-5_22","Chapter"
"Privacy, Data Security, and the Acceptance of AAL-Systems – A User-Specific Perspective","Human Aspects of IT for the Aged Population. Aging, Design and User Experience","","","","10.1007/978-3-319-58530-7_4","Julia van HeekSimon HimmelMartina Ziefle","2017","http://link.springer.com/chapter/10.1007/978-3-319-58530-7_4","Chapter"
"Technological Solutions for Smart Homes","Handbook of Smart Homes, Health Care and Well-Being","","","","10.1007/978-3-319-01583-5_47","Jeedella S. Y. JeedellaMahmoud Al-Qutayri","2017","http://link.springer.com/referenceworkentry/10.1007/978-3-319-01583-5_47","ReferenceWorkEntry"
"Thermal Comfort in Smart Homes for an Aging Population","Handbook of Smart Homes, Health Care and Well-Being","","","","10.1007/978-3-319-01583-5_64","L. SchellenJ. van Hoof","2017","http://link.springer.com/referenceworkentry/10.1007/978-3-319-01583-5_64","ReferenceWorkEntry"
"A Smart Cabinet and Voice Assistant to Support Independence in Older Adults","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-67585-5_47","Andrew EnnisJoseph RaffertyJonathan SynnottIan ClelandChris NugentAndrea SelbySharon McIlroyAmbre BerthelotGiovanni Masci","2017","http://link.springer.com/chapter/10.1007/978-3-319-67585-5_47","Chapter"
"The impact of the hybrid platform of internet of things and cloud computing on healthcare systems: opportunities, challenges, and open problems","Journal of Ambient Intelligence and Humanized Computing","","","","10.1007/s12652-017-0659-1","Ashraf DarwishAboul Ella HassanienMohamed ElhosenyArun Kumar SangaiahKhan Muhammad","2017","http://link.springer.com/article/10.1007/s12652-017-0659-1","Article"
"Smart Grid: Energy Backbone of Smart City and e-Democracy","E-Democracy for Smart Cities","","","","10.1007/978-981-10-4035-1_11","Jignesh G. BhattOmkar K. Jani","2017","http://link.springer.com/chapter/10.1007/978-981-10-4035-1_11","Chapter"
"Utilizing Social Media to Share Knowledge of Healthcare and Improve Subjective Wellbeing of Aging People","Smart Health","","","","10.1007/978-3-319-67964-8_6","Yumeng MiaoRong DuShizhong Ai","2017","http://link.springer.com/chapter/10.1007/978-3-319-67964-8_6","Chapter"
"Component-Based Hybrid Reference Architecture for Managing Adaptable Embedded Software Development","Software Project Management for Distributed Computing","","","","10.1007/978-3-319-54325-3_6","Bo Xing","2017","http://link.springer.com/chapter/10.1007/978-3-319-54325-3_6","Chapter"
"Modular IoT Platform for AAL and Home Care Using Bluetooth Low Energy","Wireless Mobile Communication and Healthcare","","","","10.1007/978-3-319-58877-3_17","Johannes KropfSamat KadyrovLukas Roedl","2017","http://link.springer.com/chapter/10.1007/978-3-319-58877-3_17","Chapter"
"Plug&Play Brain–Computer Interfaces for effective Active and Assisted Living control","Medical & Biological Engineering & Computing","","55","8","10.1007/s11517-016-1596-4","Niccolò MoraIlaria De MunariPaolo CiampoliniJosé del R. Millán","2017","http://link.springer.com/article/10.1007/s11517-016-1596-4","Article"
"Privacy and Social Values in Smart Cities","Designing, Developing, and Facilitating Smart Cities","","","","10.1007/978-3-319-44924-1_6","Leonardo A. MartucciSimone Fischer-HübnerMark HartswoodMarina Jirotka","2017","http://link.springer.com/chapter/10.1007/978-3-319-44924-1_6","Chapter"
"User Perceptions of Internet of Things (IoT) Systems","E-Business and Telecommunications","","","","10.1007/978-3-319-67876-4_1","Anastasios A. Economides","2017","http://link.springer.com/chapter/10.1007/978-3-319-67876-4_1","Chapter"
"Can Quantified Self Be a Facilitating Technology to Help Older Adults Stay Longer in Their Home?","Mobile e-Health","","","","10.1007/978-3-319-60672-9_4","Christel De Maeyer","2017","http://link.springer.com/chapter/10.1007/978-3-319-60672-9_4","Chapter"
"Internet of Things in Cloud Computing","Internet of Things: Novel Advances and Envisioned Applications","","","","10.1007/978-3-319-53472-5_15","Hemdan Ezz El-DinD. H. Manjaiah","2017","http://link.springer.com/chapter/10.1007/978-3-319-53472-5_15","Chapter"
"Concluding Remarks","Internet of Things and Smart Environments","","","","10.1007/978-3-319-60164-9_7","Seyed Shahrestani","2017","http://link.springer.com/chapter/10.1007/978-3-319-60164-9_7","Chapter"
"Annotated Bibliography","Housing for Older People in Singapore: An Annotated Bibliography","","","","10.1007/978-3-319-44754-4_2","Belinda YuenEmily Soh","2017","http://link.springer.com/chapter/10.1007/978-3-319-44754-4_2","Chapter"
"Ubiquitous technologies for older people","Personal and Ubiquitous Computing","","21","3","10.1007/s00779-017-1003-7","Michela CozzaAntonella De AngeliLinda Tonolli","2017","http://link.springer.com/article/10.1007/s00779-017-1003-7","Article"
"Organizational Forms and Management for the Building of Creative Capital of Older People","Economic Foundations for Creative Ageing Policy, Volume II","","","","10.1057/978-1-137-53523-8_8","Andrzej Klimczuk","2017","http://link.springer.com/chapter/10.1057/978-1-137-53523-8_8","Chapter"
"Smart Economy in Smart Cities","Smart Economy in Smart Cities","","","","10.1007/978-981-10-1610-3_1","T. M. Vinod KumarBharat Dahiya","2017","http://link.springer.com/chapter/10.1007/978-981-10-1610-3_1","Chapter"
"Engineering IoT Healthcare Applications: Towards a Semantic Data Driven Sustainable Architecture","eHealth 360°","","","","10.1007/978-3-319-49655-9_49","Rita ZgheibEmmanuel ConchonRémi Bastide","2017","http://link.springer.com/chapter/10.1007/978-3-319-49655-9_49","Chapter"
"A Survey on Internet of Things: Case Studies, Applications, and Future Directions","Internet of Things: Novel Advances and Envisioned Applications","","","","10.1007/978-3-319-53472-5_14","Kalavathy PerumalMurali Manohar","2017","http://link.springer.com/chapter/10.1007/978-3-319-53472-5_14","Chapter"
"Optical Fiber Sensors in IoT","Optical Fiber Sensors for loT and Smart Devices","","","","10.1007/978-3-319-47349-9_5","Maria de Fátima F. DominguesAyman Radwan","2017","http://link.springer.com/chapter/10.1007/978-3-319-47349-9_5","Chapter"
"Majority-consensus fusion approach for elderly IoT-based healthcare applications","Annals of Telecommunications","","72","3 - 4","10.1007/s12243-016-0550-7","Faouzi SebbakFarid Benhammadi","2017","http://link.springer.com/article/10.1007/s12243-016-0550-7","Article"
"The A.I.zeta Framework: An Ontological Approach for AAL Systems Control","Ambient Assisted Living","","","","10.1007/978-3-319-54283-6_17","Guido MatrellaMonica MordoniniRoberto ZanichelliRiccardo Zini","2017","http://link.springer.com/chapter/10.1007/978-3-319-54283-6_17","Chapter"
"Internet of Things (IoT) Overview","Internet of Things  From Hype to Reality","","","","10.1007/978-3-319-44860-2_1","Ammar RayesSamer Salam","2017","http://link.springer.com/chapter/10.1007/978-3-319-44860-2_1","Chapter"
"A Context-Aware, Capability-Based, Role-Centric Access Control Model for IoMT","Wireless Mobile Communication and Healthcare","","","","10.1007/978-3-319-58877-3_16","Flora MalamateniouMarinos ThemistocleousAndriana PrentzaDespina PapakonstantinouGeorge Vassilacopoulos","2017","http://link.springer.com/chapter/10.1007/978-3-319-58877-3_16","Chapter"
"New Approach for Optimizing the Usage of Situation Recognition Algorithms Within IoT Domains","Ambient Intelligence","","","","10.1007/978-3-319-56997-0_15","Chinara MammadovaHelmi Ben HmidaAndreas BraunArjan Kuijper","2017","http://link.springer.com/chapter/10.1007/978-3-319-56997-0_15","Chapter"
"Managing Heterogeneous Medical Data: Learning from Experiences in Telemedicine","VII Latin American Congress on Biomedical Engineering CLAIB 2016, Bucaramanga, Santander, Colombia, October 26th -28th, 2016","","","","10.1007/978-981-10-4086-3_168","J. C. Vanegas-SernaJ. J. PerezH. Andrade-Caicedo","2017","http://link.springer.com/chapter/10.1007/978-981-10-4086-3_168","Chapter"
"The Rise of the Smart City","Understanding Smart Cities: A Tool for Smart Government or an Industrial Trick?","","","","10.1007/978-3-319-57015-0_2","Leonidas G. Anthopoulos","2017","http://link.springer.com/chapter/10.1007/978-3-319-57015-0_2","Chapter"
"A Design Space for End User Development in the Time of the Internet of Things","New Perspectives in End-User Development","","","","10.1007/978-3-319-60291-2_3","Fabio PaternòCarmen Santoro","2017","http://link.springer.com/chapter/10.1007/978-3-319-60291-2_3","Chapter"
"Convolutional and Recurrent Neural Networks for Activity Recognition in Smart Environment","Towards Integrative Machine Learning and Knowledge Extraction","","","","10.1007/978-3-319-69775-8_12","Deepika SinghErinc MerdivanSten HankeJohannes KropfMatthieu GeistAndreas Holzinger","2017","http://link.springer.com/chapter/10.1007/978-3-319-69775-8_12","Chapter"
"State of the Art of E-Democracy for Smart Cities","E-Democracy for Smart Cities","","","","10.1007/978-981-10-4035-1_1","T. M. Vinod Kumar","2017","http://link.springer.com/chapter/10.1007/978-981-10-4035-1_1","Chapter"
"Securing Data Provenance in Internet of Things (IoT) Systems","Service-Oriented Computing – ICSOC 2016 Workshops","","","","10.1007/978-3-319-68136-8_9","Nathalie BaracaldoLuis Angel D. BathenRoqeeb O. OzughaRobert EngelSamir TataHeiko Ludwig","2017","http://link.springer.com/chapter/10.1007/978-3-319-68136-8_9","Chapter"
"Fog Computing in Medical Internet-of-Things: Architecture, Implementation, and Applications","Handbook of Large-Scale Distributed Computing in Smart Healthcare","","","","10.1007/978-3-319-58280-1_11","Harishchandra DubeyAdmir MonteiroNicholas ConstantMohammadreza AbtahiDebanjan BorthakurLeslie MahlerYan SunQing YangUmer AkbarKunal Mankodiya","2017","http://link.springer.com/chapter/10.1007/978-3-319-58280-1_11","Chapter"
"Aging, Cognition, and Technology Systems","Cognitive Informatics in Health and Biomedicine","","","","10.1007/978-3-319-51732-2_12","Jessica Taha Ph.D.Sara J. Czaja Ph.D.","2017","http://link.springer.com/chapter/10.1007/978-3-319-51732-2_12","Chapter"
"What Is New with the Internet of Things in Privacy and Data Protection? Four Legal Challenges on Sharing and Control in IoT","Data Protection and Privacy: (In)visibilities and Infrastructures","","","","10.1007/978-3-319-50796-5_3","Ugo PagalloMassimo DuranteShara Monteleone","2017","http://link.springer.com/chapter/10.1007/978-3-319-50796-5_3","Chapter"
"Energy Efficient Network Design for IoT Healthcare Applications","Internet of Things and Big Data Technologies for Next Generation Healthcare","","","","10.1007/978-3-319-49736-5_3","P. SarweshN. Shekar V. ShetK. Chandrasekaran","2017","http://link.springer.com/chapter/10.1007/978-3-319-49736-5_3","Chapter"
"Smart Cities: Case Studies","Smart Cities Atlas","","","","10.1007/978-3-319-47361-1_3","Eleonora Riva SanseverinoRaffaella Riva SanseverinoValentina VaccaroIna MacaioneEnrico Anello","2017","http://link.springer.com/chapter/10.1007/978-3-319-47361-1_3","Chapter"
"Directions and improvements of the future smart city development: a case of Gyenggi province","Spatial Information Research","","25","2","10.1007/s41324-017-0092-8","Jin A. OkSoonduck Yoo","2017","http://link.springer.com/article/10.1007/s41324-017-0092-8","Article"
"Satisfaction Benchmark for Smart Cities","Happy City - How to Plan and Create the Best Livable Area for the People","","","","10.1007/978-3-319-49899-7_5","Oliver ChristMichael CzarnieckiChristian KressigLukas Scherer","2017","http://link.springer.com/chapter/10.1007/978-3-319-49899-7_5","Chapter"
"IoT: Bird’s Eye View, Megatrends and Perspectives","Enabling the Internet of Things","","","","10.1007/978-3-319-51482-6_1","Massimo Alioto","2017","http://link.springer.com/chapter/10.1007/978-3-319-51482-6_1","Chapter"
"Smart Homes, RFID, and Wandering","Handbook of Smart Homes, Health Care and Well-Being","","","","10.1007/978-3-319-01583-5_50","William D. KearnsJames L. Fozard","2017","http://link.springer.com/referenceworkentry/10.1007/978-3-319-01583-5_50","ReferenceWorkEntry"
"Ambient Assisted Robot Object Search","Enhanced Quality of Life and Smart Living","","","","10.1007/978-3-319-66188-9_10","Dennis SpruteAljoscha PörtnerRobin RaschSven BattermannMatthias König","2017","http://link.springer.com/chapter/10.1007/978-3-319-66188-9_10","Chapter"
"Ethics of the health-related internet of things: a narrative review","Ethics and Information Technology","","19","3","10.1007/s10676-017-9426-4","Brent Mittelstadt","2017","http://link.springer.com/article/10.1007/s10676-017-9426-4","Article"
"Challenges, Issues and Applications of Internet of Things","Internet of Things: Novel Advances and Envisioned Applications","","","","10.1007/978-3-319-53472-5_11","Madhvaraj M. ShettyD. H. Manjaiah","2017","http://link.springer.com/chapter/10.1007/978-3-319-53472-5_11","Chapter"
"Development of Smart Cities from Fiction to Reality in Member States of the Gulf Cooperation Council","Smart City Networks","","","","10.1007/978-3-319-61313-0_4","Jihad AwadAfaq HyderAdi Irfan","2017","http://link.springer.com/chapter/10.1007/978-3-319-61313-0_4","Chapter"
"IoT: Science Fiction or Real Revolution?","Smart Objects and Technologies for Social Good","","","","10.1007/978-3-319-61949-1_11","Marco FuriniFederica MandreoliRiccardo MartogliaManuela Montangero","2017","http://link.springer.com/chapter/10.1007/978-3-319-61949-1_11","Chapter"
"The IoT Architectural Framework, Design Issues and Application Domains","Wireless Personal Communications","","92","1","10.1007/s11277-016-3842-3","Gordana GardaševićMladen VeletićNebojša MaletićDragan VasiljevićIgor RadusinovićSlavica TomovićMilutin Radonjić","2017","http://link.springer.com/article/10.1007/s11277-016-3842-3","Article"
"Integrating a Humanoid Robot into ECHONET-Based Smart Home Environments","Social Robotics","","","","10.1007/978-3-319-70022-9_31","Ha-Duong BuiCu PhamYuto LimYasuo TanNak Young Chong","2017","http://link.springer.com/chapter/10.1007/978-3-319-70022-9_31","Chapter"
"Introduction","Wellness Protocol for Smart Homes","","","","10.1007/978-3-319-52048-3_1","Hemant GhayvatSubhas Chandra Mukhopadhyay","2017","http://link.springer.com/chapter/10.1007/978-3-319-52048-3_1","Chapter"
"Markovian model based indoor location tracking for Internet of Things (IoT) applications","Cluster Computing","","","","10.1007/s10586-017-1494-z","A. Christy Jeba MalarG. KousalyaMaode Ma","2017","http://link.springer.com/article/10.1007/s10586-017-1494-z","Article"
"IoT Vertical Markets and Connected Ecosystems","Internet of Things  From Hype to Reality","","","","10.1007/978-3-319-44860-2_9","Ammar RayesSamer Salam","2017","http://link.springer.com/chapter/10.1007/978-3-319-44860-2_9","Chapter"
"RBS RFID Security and the Internet of Things","RFID Security","","","","10.1007/978-3-319-47545-5_7","Ahmed KhattabZahra JeddiEsmaeil AminiMagdy Bayoumi","2017","http://link.springer.com/chapter/10.1007/978-3-319-47545-5_7","Chapter"
"User Indoor Localisation System Enhances Activity Recognition: A Proof of Concept","Ambient Assisted Living","","","","10.1007/978-3-319-54283-6_19","Laura FioriniManuele BonaccorsiStefano BettiPaolo DarioFilippo Cavallo","2017","http://link.springer.com/chapter/10.1007/978-3-319-54283-6_19","Chapter"
"Predictive Computing and Information Security: A Technical Review","Predictive Computing and Information Security","","","","10.1007/978-981-10-5107-4_2","P. K. GuptaVipin TyagiS. K. Singh","2017","http://link.springer.com/chapter/10.1007/978-981-10-5107-4_2","Chapter"
"System Model for the Internet of Things","Security Challenges and Approaches in Internet of Things","","","","10.1007/978-3-319-44230-3_2","Sridipta MisraMuthucumaru MaheswaranSalman Hashmi","2017","http://link.springer.com/chapter/10.1007/978-3-319-44230-3_2","Chapter"
"An Appraisal on Human-Centered Internet of Things","Internet of Things: Novel Advances and Envisioned Applications","","","","10.1007/978-3-319-53472-5_13","A. GeethaM. Kalaiselvi Geetha","2017","http://link.springer.com/chapter/10.1007/978-3-319-53472-5_13","Chapter"
"Internet of Things in HealthCare","Internet of Things and Big Data Technologies for Next Generation Healthcare","","","","10.1007/978-3-319-49736-5_2","Yesha BhattChintan Bhatt","2017","http://link.springer.com/chapter/10.1007/978-3-319-49736-5_2","Chapter"
"Business Case for Smart Homes","Handbook of Smart Homes, Health Care and Well-Being","","","","10.1007/978-3-319-01583-5_52","Eric FranckJoram NautaRobin de Haan","2017","http://link.springer.com/referenceworkentry/10.1007/978-3-319-01583-5_52","ReferenceWorkEntry"
"A Novel Machine to Machine Communication Strategy Using Rateless Coding for the Internet of Things","Beyond the Internet of Things","","","","10.1007/978-3-319-50758-3_4","Boulos Wadih KhoueiryM. Reza Soleymani","2017","http://link.springer.com/chapter/10.1007/978-3-319-50758-3_4","Chapter"
"A Privacy Engineering Framework for the Internet of Things","Data Protection and Privacy: (In)visibilities and Infrastructures","","","","10.1007/978-3-319-50796-5_7","Antonio KungFrank KarglSantiago SuppanJorge CuellarHenrich C. PöhlsAdam KapovitsNicolás Notario McDonnellYod Samuel Martin","2017","http://link.springer.com/chapter/10.1007/978-3-319-50796-5_7","Chapter"
"Context-Aware Systems: Technologies and Challenges in Internet of Everything Environments","Beyond the Internet of Things","","","","10.1007/978-3-319-50758-3_1","Everton de MatosLeonardo Albernaz AmaralFabiano Hessel","2017","http://link.springer.com/chapter/10.1007/978-3-319-50758-3_1","Chapter"
"Visitrack: A Pervasive Service for Monitoring the Social Activity of Older Adults Living at Home","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-67585-5_52","Alonso GaeteFrancisco J. GutierrezSergio F. OchoaPablo GuerreroAndré Wyzykowski","2017","http://link.springer.com/chapter/10.1007/978-3-319-67585-5_52","Chapter"
"Design of a cloud robotic system to support senior citizens: the KuBo experience","Autonomous Robots","","41","3","10.1007/s10514-016-9569-x","Alessandro ManziLaura FioriniRaffaele EspositoManuele BonaccorsiIrene MannariPaolo DarioFilippo Cavallo","2017","http://link.springer.com/article/10.1007/s10514-016-9569-x","Article"
"Vitality of Robotics in Healthcare Industry: An Internet of Things (IoT) Perspective","Internet of Things and Big Data Technologies for Next Generation Healthcare","","","","10.1007/978-3-319-49736-5_5","Ankit R. PatelRajesh S. PatelNavdeep M. SinghFaruk S. Kazi","2017","http://link.springer.com/chapter/10.1007/978-3-319-49736-5_5","Chapter"
