Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Big Data Analytics for Smart Cities","Internet of Things and Big Data Analytics Toward Next-Generation Intelligence","","","","10.1007/978-3-319-60435-0_15","V. BassooV. Ramnarain-SeetohulV. HurbungsT. P. FowdurY. Beeharry","2018","http://link.springer.com/chapter/10.1007/978-3-319-60435-0_15","Chapter"
"Interview with David Prendergast on “Mediating Between Technology and People in Smart City Transformations”","Business & Information Systems Engineering","","60","3","10.1007/s12599-018-0531-7","Dr. Tobias Brandt","2018","http://link.springer.com/article/10.1007/s12599-018-0531-7","Article"
"e-Health Services in the Context of IoT:   The Case of the VICINITY Project","Artificial Intelligence Applications and Innovations","","","","10.1007/978-3-319-92016-0_6","Maria BelesiotiIoannis P. ChochliourosStefan VanyaViktor OravecNatalia TheologouMaria KoutliAthanasios TryferidisDimitrios Tzovaras","2018","http://link.springer.com/chapter/10.1007/978-3-319-92016-0_6","Chapter"
"HAAS: Intelligent Cloud for Smart Health Care Solutions","Proceedings of First International Conference on Smart System, Innovations and Computing","","","","10.1007/978-981-10-5828-8_28","S. PadmavathiSivakumar Sruthi","2018","http://link.springer.com/chapter/10.1007/978-981-10-5828-8_28","Chapter"
"Attitudes Towards Aging and the Acceptance of ICT for Aging in Place","Human Aspects of IT for the Aged Population. Acceptance, Communication and Participation","","","","10.1007/978-3-319-92034-4_12","Eva-Maria SchomakersJulia Offermann-van HeekMartina Ziefle","2018","http://link.springer.com/chapter/10.1007/978-3-319-92034-4_12","Chapter"
"A Study on Programs Applying the Internet of Things (IoT) for Prevention of Falls in the Elderly","IT Convergence and Security 2017","","","","10.1007/978-981-10-6454-8_8","SeungAe Kang","2018","http://link.springer.com/chapter/10.1007/978-981-10-6454-8_8","Chapter"
"Pricing Mechanisms for Energy Management in Smart Cities","Smart Cities","","","","10.1007/978-3-319-76669-0_4","Anulipt ChandanVidyasagar PotdarChampa Nandi","2018","http://link.springer.com/chapter/10.1007/978-3-319-76669-0_4","Chapter"
"The Post in the Smart City","Digital Transformation and Global Society","","","","10.1007/978-3-030-02843-5_18","Maria PavlovskayaOlga Kononova","2018","http://link.springer.com/chapter/10.1007/978-3-030-02843-5_18","Chapter"
"Gerontechnology, Domotics, and Robotics","Rehabilitation Medicine for Elderly Patients","","","","10.1007/978-3-319-57406-6_19","Patrizio Sale MD, PhD","2018","http://link.springer.com/chapter/10.1007/978-3-319-57406-6_19","Chapter"
"Design of Smart Home Using Internet of Things","Artificial Intelligence and Evolutionary Computations in Engineering Systems","","","","10.1007/978-981-10-7868-2_34","Shaik NaseeraAnurag SachanG. K. Rajini","2018","http://link.springer.com/chapter/10.1007/978-981-10-7868-2_34","Chapter"
"EECASC: an energy efficient communication approach in smart cities","Wireless Networks","","","","10.1007/s11276-018-1838-5","Azadeh ZamanifarEslam Nazemi","2018","http://link.springer.com/article/10.1007/s11276-018-1838-5","Article"
"Mobile Computing, IoT and Big Data for Urban Informatics: Challenges and Opportunities","Handbook of Smart Cities","","","","10.1007/978-3-319-97271-8_4","Anirban MondalPraveen RaoSanjay Kumar Madria","2018","http://link.springer.com/chapter/10.1007/978-3-319-97271-8_4","Chapter"
"WITS: an IoT-endowed computational framework for activity recognition in personalized smart homes","Computing","","100","4","10.1007/s00607-018-0603-z","Lina YaoQuan Z. ShengBoualem BenatallahSchahram DustdarXianzhi WangAli ShemshadiSalil S. Kanhere","2018","http://link.springer.com/article/10.1007/s00607-018-0603-z","Article"
"Low-Cost Smart Surveillance System for Smart Cities","Universal Access in Human-Computer Interaction. Virtual, Augmented, and Intelligent Environments","","","","10.1007/978-3-319-92052-8_26","Rúben PereiraDiogo CorreiaLuís MendesCarlos RabadãoJoão BarrosoAntónio Pereira","2018","http://link.springer.com/chapter/10.1007/978-3-319-92052-8_26","Chapter"
"Asia’s Economic Transformation in a Disruptive and Uncertain World","Economic Transformation and Business Opportunities in Asia","","","","10.1007/978-3-319-58928-2_1","Pongsak Hoontrakul","2018","http://link.springer.com/chapter/10.1007/978-3-319-58928-2_1","Chapter"
"Standards, Security and Business Models: Key Challenges for the IoT Scenario","Mobile Networks and Applications","","23","1","10.1007/s11036-017-0835-8","Armir BujariMarco FuriniFederica MandreoliRiccardo MartogliaManuela MontangeroDaniele Ronzani","2018","http://link.springer.com/article/10.1007/s11036-017-0835-8","Article"
"Coverage Optimization for UAV-Aided Internet of Things with Partial Channel Knowledge","Journal of Communications and Information Networks","","3","4","10.1007/s41650-018-0039-9","Xuanxuan WangWei FengYunfei ChenNing Ge","2018","http://link.springer.com/article/10.1007/s41650-018-0039-9","Article"
"Toward an execution system for self-healing workflows in cyber-physical systems","Software & Systems Modeling","","17","2","10.1007/s10270-016-0551-z","Ronny SeigerSteffen HuberThomas Schlegel","2018","http://link.springer.com/article/10.1007/s10270-016-0551-z","Article"
"Assistive Dementia Care System Through Smart Home","Proceedings of First International Conference on Smart System, Innovations and Computing","","","","10.1007/978-981-10-5828-8_43","K. S. GayathriSusan EliasK. S. Easwarakumar","2018","http://link.springer.com/chapter/10.1007/978-981-10-5828-8_43","Chapter"
"A Framework for Semi-Supervised Adaptive Learning for Activity Recognition in Healthcare Applications","Engineering Applications of Neural Networks","","","","10.1007/978-3-319-98204-5_1","Prankit GuptaPraminda Caleb-Solly","2018","http://link.springer.com/chapter/10.1007/978-3-319-98204-5_1","Chapter"
"Combining emerging patterns with random forest for complex activity recognition in smart homes","Applied Intelligence","","48","2","10.1007/s10489-017-0976-2","Hadi Tabatabaee MalaziMohammad Davari","2018","http://link.springer.com/article/10.1007/s10489-017-0976-2","Article"
"Leveraging Social Networks for Smart Cities: A Case-Study in Mitigation of Air Pollution","Smart Secure Systems – IoT and Analytics Perspective","","","","10.1007/978-981-10-7635-0_14","Nagarathna RaviManoranjani R.Vimala Rani P.Mercy Shalinie S.Karthick Seshadri","2018","http://link.springer.com/chapter/10.1007/978-981-10-7635-0_14","Chapter"
"Applications and Interface Requirements to Engage the Citizens to Share Information in a Smart City Project","Advances in Ergonomics in Design","","","","10.1007/978-3-319-60582-1_71","Francisco RebeloPaulo NoriegaTiago OliveiraDaniela SantosJosé CarvalhaisTeresa Cotrim","2018","http://link.springer.com/chapter/10.1007/978-3-319-60582-1_71","Chapter"
"Non-intrusive contextual dynamic reconfiguration of ambient intelligent IoT systems","Journal of Ambient Intelligence and Humanized Computing","","","","10.1007/s12652-018-1127-2","Amira HakimAbdelkrim AmiratMourad Chabane Oussalah","2018","http://link.springer.com/article/10.1007/s12652-018-1127-2","Article"
"Privacy at Home: An Inquiry into Sensors and Robots for the Stay at Home Elderly","Human Aspects of IT for the Aged Population. Applications in Health, Assistance, and Entertainment","","","","10.1007/978-3-319-92037-5_28","Trenton SchulzJo HerstadHarald Holone","2018","http://link.springer.com/chapter/10.1007/978-3-319-92037-5_28","Chapter"
"Maintaining Security and Privacy in Health Care System Using Learning Based Deep-Q-Networks","Journal of Medical Systems","","42","10","10.1007/s10916-018-1045-z","P. Mohamed ShakeelS. BaskarV. R. Sarma DhulipalaSukumar MishraMustafa Musa Jaber","2018","http://link.springer.com/article/10.1007/s10916-018-1045-z","Article"
"A Framework for Pervasive and Ubiquitous Geriatric Monitoring","Human Aspects of IT for the Aged Population. Applications in Health, Assistance, and Entertainment","","","","10.1007/978-3-319-92037-5_17","Ramesh BalajiKaran BhavsarBrojeshwar BhowmickMithun B. S.Kingshuk ChakravartyDebatri ChatterjeeAvik GhosePuneet GuptaDibyanshu JaiswalSanjay KimbahuneKartik MuralidharanArpan PalAniruddha SinhaSrinivasa Raghavan Venkatachari","2018","http://link.springer.com/chapter/10.1007/978-3-319-92037-5_17","Chapter"
"Internet of things in medical applications with a service-oriented and security approach: a survey","Health and Technology","","8","1 - 2","10.1007/s12553-017-0180-8","Hamideh JavdaniHooman Kashanian","2018","http://link.springer.com/article/10.1007/s12553-017-0180-8","Article"
"Ethical Design in the Internet of Things","Science and Engineering Ethics","","24","3","10.1007/s11948-016-9754-5","Gianmarco BaldiniMaarten BottermanRicardo NeisseMariachiara Tallacchini","2018","http://link.springer.com/article/10.1007/s11948-016-9754-5","Article"
"Assessing Privacy Policies of Internet of Things Services","ICT Systems Security and Privacy Protection","","","","10.1007/978-3-319-99828-2_12","Niklas PaulWelderufael B. TesfayDennis-Kenji KipkerMattea StelterSebastian Pape","2018","http://link.springer.com/chapter/10.1007/978-3-319-99828-2_12","Chapter"
"Real-Time Fault-Tolerant mHealth System: Comprehensive Review of Healthcare Services, Opens Issues, Challenges and Methodological Aspects","Journal of Medical Systems","","42","8","10.1007/s10916-018-0983-9","A. S. AlbahriA. A. ZaidanO. S. AlbahriB. B. ZaidanM. A. Alsalem","2018","http://link.springer.com/article/10.1007/s10916-018-0983-9","Article"
"Latent feature learning for activity recognition using simple sensors in smart homes","Multimedia Tools and Applications","","77","12","10.1007/s11042-017-5100-4","Guilin ChenAiguo WangShenghui ZhaoLi LiuChih-Yung Chang","2018","http://link.springer.com/article/10.1007/s11042-017-5100-4","Article"
"A symptom cluster-based triaging system for patients presenting to the emergency department with possible acute coronary syndromes","Journal of Ambient Intelligence and Humanized Computing","","","","10.1007/s12652-018-0907-z","Chieh LeeRay F. LinTai-Chih HuangKuang-Chau Tsai","2018","http://link.springer.com/article/10.1007/s12652-018-0907-z","Article"
"Human Centered Design Conception Applied to the Internet of Things: Contribution and Interest","Smart Homes and Health Telematics, Designing a Better Future: Urban Assisted Living","","","","10.1007/978-3-319-94523-1_2","Quentin ChibaudelBellmunt JoaquimLespinet-Najib VéroniqueMokhtari Mounir","2018","http://link.springer.com/chapter/10.1007/978-3-319-94523-1_2","Chapter"
"Distant speech processing for smart home: comparison of ASR approaches in scattered microphone network for voice command","International Journal of Speech Technology","","21","3","10.1007/s10772-018-9520-y","Benjamin LecouteuxMichel VacherFrançois Portet","2018","http://link.springer.com/article/10.1007/s10772-018-9520-y","Article"
"Personalized and Intelligent Sleep Lifestyle Reasoner with Web Application for Improving Quality of Sleep Part of AAL Architecture","Pervasive Computing Paradigms for Mental Health","","","","10.1007/978-3-319-74935-8_15","Krasimir TonchevGeorgi TsenovValeri MladenovAgata ManolovaVladimir Poulkov","2018","http://link.springer.com/chapter/10.1007/978-3-319-74935-8_15","Chapter"
"A Brief Review of IoT Platforms and Applications in Industry","New Perspectives on Applied Industrial Tools and Techniques","","","","10.1007/978-3-319-56871-3_15","Isaac Machorro-CanoGiner Alor-HernándezNancy Aracely Cruz-RamosCuauhtémoc Sánchez-RamírezMónica Guadalupe Segura-Ozuna","2018","http://link.springer.com/chapter/10.1007/978-3-319-56871-3_15","Chapter"
"Ethical Design of Intelligent Assistive Technologies for Dementia: A Descriptive Review","Science and Engineering Ethics","","24","4","10.1007/s11948-017-9976-1","Marcello IencaTenzin WangmoFabrice JotterandReto W. KressigBernice Elger","2018","http://link.springer.com/article/10.1007/s11948-017-9976-1","Article"
"A tailored smart home for dementia care","Journal of Ambient Intelligence and Humanized Computing","","9","6","10.1007/s12652-017-0645-7","Mohsen AmiribesheliHamid Bouchachia","2018","http://link.springer.com/article/10.1007/s12652-017-0645-7","Article"
"A proposal for Internet of Smart Home Things based on BCI system to aid patients with amyotrophic lateral sclerosis","Neural Computing and Applications","","","","10.1007/s00521-018-3820-7","Wilson G. de Oliveira JúniorJuliana M. de OliveiraRoberto MunozVictor Hugo C. de Albuquerque","2018","http://link.springer.com/article/10.1007/s00521-018-3820-7","Article"
