"Future Internet of Things: open issues and challenges","Wireless Networks","","20","8","10.1007/s11276-014-0731-0","Chun-Wei TsaiChin-Feng LaiAthanasios V. Vasilakos","2014","http://link.springer.com/article/10.1007/s11276-014-0731-0","Article"
"The internet of things: a survey","Information Systems Frontiers","","17","2","10.1007/s10796-014-9492-7","Shancang LiLi Da XuShanshan Zhao","2015","http://link.springer.com/article/10.1007/s10796-014-9492-7","Article"
"Mobile digcovery: discovering and interacting with the world through the Internet of things","Personal and Ubiquitous Computing","","18","2","10.1007/s00779-013-0648-0","Antonio J. JaraPablo LopezDavid FernandezJose F. CastilloMiguel A. ZamoraAntonio F. Skarmeta","2014","http://link.springer.com/article/10.1007/s00779-013-0648-0","Article"
"An IoT sensor and scenario survey for data researchers","Journal of the Brazilian Computer Society","","25","1","10.1186/s13173-019-0085-7","Cleber M. de MoraisDjamel SadokJudith Kelner","2019","http://link.springer.com/article/10.1186/s13173-019-0085-7","Article"
"Ageing-friendly cities for assessing older adults’ decline: IoT-based system for continuous monitoring of frailty risks using smart city infrastructure","Aging Clinical and Experimental Research","","","","10.1007/s40520-019-01238-y","Patricia Abril-JiménezJavier Rojo LacalSilvia de los Ríos PérezMiguel PáramoJuan Bautista Montalvá ColomerMaría Teresa Arredondo Waldmeyer","2019","http://link.springer.com/article/10.1007/s40520-019-01238-y","Article"
"The Smart Health Initiative in China: The Case of Wuhan, Hubei Province","Journal of Medical Systems","","40","3","10.1007/s10916-015-0416-y","Meiyu FanJian SunBin ZhouMin Chen","2015","http://link.springer.com/article/10.1007/s10916-015-0416-y","Article"
"Internet of things for remote elderly monitoring: a study from user-centered perspective","Journal of Ambient Intelligence and Humanized Computing","","8","2","10.1007/s12652-016-0387-y","Iman AzimiAmir M. RahmaniPasi LiljebergHannu Tenhunen","2017","http://link.springer.com/article/10.1007/s12652-016-0387-y","Article"
"Ethics of the health-related internet of things: a narrative review","Ethics and Information Technology","","19","3","10.1007/s10676-017-9426-4","Brent Mittelstadt","2017","http://link.springer.com/article/10.1007/s10676-017-9426-4","Article"
"A review on intelligent process for smart home applications based on IoT: coherent taxonomy, motivation, open challenges, and recommendations","Artificial Intelligence Review","","","","10.1007/s10462-018-9648-9","A. A. ZaidanB. B. Zaidan","2018","http://link.springer.com/article/10.1007/s10462-018-9648-9","Article"
"Directions and improvements of the future smart city development: a case of Gyenggi province","Spatial Information Research","","25","2","10.1007/s41324-017-0092-8","Jin A. OkSoonduck Yoo","2017","http://link.springer.com/article/10.1007/s41324-017-0092-8","Article"
"A cloud-based virtual caregiver for elderly people in a cyber physical IoT system","Cluster Computing","","","","10.1007/s10586-018-1806-y","Md. Abdur RahmanM. Shamim Hossain","2018","http://link.springer.com/article/10.1007/s10586-018-1806-y","Article"
"Internet of Things: Applications and Challenges in Technology and Standardization","Wireless Personal Communications","","58","1","10.1007/s11277-011-0288-5","Debasis BandyopadhyayJaydip Sen","2011","http://link.springer.com/article/10.1007/s11277-011-0288-5","Article"
"Special issue on “Recent advances in ambient intelligence towards a smart and human-centered internet of things”","Journal of Ambient Intelligence and Humanized Computing","","10","2","10.1007/s12652-019-01200-w","Antonio MañaHristo Koshutanski","2019","http://link.springer.com/article/10.1007/s12652-019-01200-w","Article"
"The IoT Architectural Framework, Design Issues and Application Domains","Wireless Personal Communications","","92","1","10.1007/s11277-016-3842-3","Gordana GardaševićMladen VeletićNebojša MaletićDragan VasiljevićIgor RadusinovićSlavica TomovićMilutin Radonjić","2017","http://link.springer.com/article/10.1007/s11277-016-3842-3","Article"
"Markovian model based indoor location tracking for Internet of Things (IoT) applications","Cluster Computing","","","","10.1007/s10586-017-1494-z","A. Christy Jeba MalarG. KousalyaMaode Ma","2017","http://link.springer.com/article/10.1007/s10586-017-1494-z","Article"
"Interview with David Prendergast on “Mediating Between Technology and People in Smart City Transformations”","Business & Information Systems Engineering","","60","3","10.1007/s12599-018-0531-7","Dr. Tobias Brandt","2018","http://link.springer.com/article/10.1007/s12599-018-0531-7","Article"
"The impact of the hybrid platform of internet of things and cloud computing on healthcare systems: opportunities, challenges, and open problems","Journal of Ambient Intelligence and Humanized Computing","","","","10.1007/s12652-017-0659-1","Ashraf DarwishAboul Ella HassanienMohamed ElhosenyArun Kumar SangaiahKhan Muhammad","2017","http://link.springer.com/article/10.1007/s12652-017-0659-1","Article"
"From the internet of things to embedded intelligence","World Wide Web","","16","4","10.1007/s11280-012-0188-y","Bin GuoDaqing ZhangZhiwen YuYunji LiangZhu WangXingshe Zhou","2013","http://link.springer.com/article/10.1007/s11280-012-0188-y","Article"
"Smart Home-based IoT for Real-time and Secure Remote Health Monitoring of Triage and Priority System using Body Sensors: Multi-driven Systematic Review","Journal of Medical Systems","","43","3","10.1007/s10916-019-1158-z","Mohammed TalalA. A. ZaidanB. B. ZaidanA. S. AlbahriA. H. AlamoodiO. S. AlbahriM. A. AlsalemC. K LimK. L. TanW. L. ShirK. I. Mohammed","2019","http://link.springer.com/article/10.1007/s10916-019-1158-z","Article"
"Standards, Security and Business Models: Key Challenges for the IoT Scenario","Mobile Networks and Applications","","23","1","10.1007/s11036-017-0835-8","Armir BujariMarco FuriniFederica MandreoliRiccardo MartogliaManuela MontangeroDaniele Ronzani","2018","http://link.springer.com/article/10.1007/s11036-017-0835-8","Article"
"Coverage Optimization for UAV-Aided Internet of Things with Partial Channel Knowledge","Journal of Communications and Information Networks","","3","4","10.1007/s41650-018-0039-9","Xuanxuan WangWei FengYunfei ChenNing Ge","2018","http://link.springer.com/article/10.1007/s41650-018-0039-9","Article"
"Internet of things in medical applications with a service-oriented and security approach: a survey","Health and Technology","","8","1 - 2","10.1007/s12553-017-0180-8","Hamideh JavdaniHooman Kashanian","2018","http://link.springer.com/article/10.1007/s12553-017-0180-8","Article"
"WITS: an IoT-endowed computational framework for activity recognition in personalized smart homes","Computing","","100","4","10.1007/s00607-018-0603-z","Lina YaoQuan Z. ShengBoualem BenatallahSchahram DustdarXianzhi WangAli ShemshadiSalil S. Kanhere","2018","http://link.springer.com/article/10.1007/s00607-018-0603-z","Article"
"Non-intrusive contextual dynamic reconfiguration of ambient intelligent IoT systems","Journal of Ambient Intelligence and Humanized Computing","","","","10.1007/s12652-018-1127-2","Amira HakimAbdelkrim AmiratMourad Chabane Oussalah","2018","http://link.springer.com/article/10.1007/s12652-018-1127-2","Article"
"Smart integrated IoT healthcare system for cancer care","Wireless Networks","","","","10.1007/s11276-018-01932-1","Adeniyi OnasanyaMaher Elshakankiri","2019","http://link.springer.com/article/10.1007/s11276-018-01932-1","Article"
"Ethical Design in the Internet of Things","Science and Engineering Ethics","","24","3","10.1007/s11948-016-9754-5","Gianmarco BaldiniMaarten BottermanRicardo NeisseMariachiara Tallacchini","2018","http://link.springer.com/article/10.1007/s11948-016-9754-5","Article"
"LISA 2.0: lightweight internet of things service bus architecture using node centric networking","Journal of Ambient Intelligence and Humanized Computing","","7","3","10.1007/s12652-016-0359-2","Behailu NegashAmir M. RahmaniTomi WesterlundPasi LiljebergHannu Tenhunen","2016","http://link.springer.com/article/10.1007/s12652-016-0359-2","Article"
"Cyber physical systems design, methodology, and integration: the current status and future outlook","Journal of Ambient Intelligence and Humanized Computing","","9","5","10.1007/s12652-017-0575-4","Ashraf DarwishAboul Ella Hassanien","2018","http://link.springer.com/article/10.1007/s12652-017-0575-4","Article"
"A proposal for Internet of Smart Home Things based on BCI system to aid patients with amyotrophic lateral sclerosis","Neural Computing and Applications","","","","10.1007/s00521-018-3820-7","Wilson G. de Oliveira JúniorJuliana M. de OliveiraRoberto MunozVictor Hugo C. de Albuquerque","2018","http://link.springer.com/article/10.1007/s00521-018-3820-7","Article"
"Smart hardware hybrid secure searchable encryption in cloud with IoT privacy management for smart home system","Cluster Computing","","","","10.1007/s10586-017-1143-6","Hua LiuGuo ChenYanting Huang","2017","http://link.springer.com/article/10.1007/s10586-017-1143-6","Article"
"A Systematic Review of Wearable Sensors and IoT-Based Monitoring Applications for Older Adults – a Focus on Ageing Population and Independent Living","Journal of Medical Systems","","43","8","10.1007/s10916-019-1365-7","Mirza Mansoor BaigShereen AfifiHamid GholamHosseiniFarhaan Mirza","2019","http://link.springer.com/article/10.1007/s10916-019-1365-7","Article"
"Advances on data, information, and knowledge in the internet of things","Personal and Ubiquitous Computing","","18","8","10.1007/s00779-014-0789-9","Yunchuan SunRongfang BiePeter ThomasXiuzhen Cheng","2014","http://link.springer.com/article/10.1007/s00779-014-0789-9","Article"
"Smart cities of the future","The European Physical Journal Special Topics","","214","1","10.1140/epjst/e2012-01703-3","M. BattyK. W. AxhausenF. GiannottiA. PozdnoukhovA. BazzaniM. WachowiczG. OuzounisY. Portugali","2012","http://link.springer.com/article/10.1140/epjst/e2012-01703-3","Article"
"Impacts of low citizen awareness and usage in smart city services: the case of London’s smart parking system","Information Systems and e-Business Management","","15","4","10.1007/s10257-016-0333-8","Guo Chao Alex PengMiguel Baptista NunesLuqing Zheng","2017","http://link.springer.com/article/10.1007/s10257-016-0333-8","Article"
"Editorial: Special issue on Internet of Things: convergence of sensing, networking, and web technologies","EURASIP Journal on Wireless Communications and Networking","","2012","1","10.1186/1687-1499-2012-212","Antonio PuliafitoNathalie MittonSymeon PapavassiliouKishor S Trivedi","2012","http://link.springer.com/article/10.1186/1687-1499-2012-212","Article"
"Towards ambient assisted cities using linked data and data analysis","Journal of Ambient Intelligence and Humanized Computing","","9","5","10.1007/s12652-018-0916-y","Rubén MuleroVladimir UrosevicAitor AlmeidaChristos Tatsiopoulos","2018","http://link.springer.com/article/10.1007/s12652-018-0916-y","Article"
"IGS 2013 Annual & Scientific Meeting, Croke Park, 20–21 September","Irish Journal of Medical Science","","182","6","10.1007/s11845-013-0985-z","","2013","http://link.springer.com/article/10.1007/s11845-013-0985-z","Article"
"Big data and smart cities: a public sector organizational learning perspective","Information Systems and e-Business Management","","16","3","10.1007/s10257-017-0344-0","Ekene OkwechimePeter DuncanDavid Edgar","2018","http://link.springer.com/article/10.1007/s10257-017-0344-0","Article"
"Managing Urban Resilience","Informatik-Spektrum","","40","1","10.1007/s00287-016-1005-2","Bernhard KleinReinhard KoenigGerhard Schmitt","2017","http://link.springer.com/article/10.1007/s00287-016-1005-2","Article"
"Information and communications technologies for elderly ubiquitous healthcare in a smart home","Personal and Ubiquitous Computing","","19","3 - 4","10.1007/s00779-015-0856-x","M. Jamal Deen","2015","http://link.springer.com/article/10.1007/s00779-015-0856-x","Article"
"Ambient media today and tomorrow","Multimedia Tools and Applications","","71","1","10.1007/s11042-012-1346-z","Artur LugmayrEstefanía SerralAnsgar ScherpBogdan PogorelcMoyen Mustaquim","2014","http://link.springer.com/article/10.1007/s11042-012-1346-z","Article"
"Smart Cities and Digitized Urban Management","Business & Information Systems Engineering","","60","3","10.1007/s12599-018-0537-1","Dr. Tobias BrandtProf. Wolf KetterProf. Dr. Lutz M. KolbeProf. Dr. Dirk NeumannProf. Richard T. Watson","2018","http://link.springer.com/article/10.1007/s12599-018-0537-1","Article"
"On building a smarter ecosystem using the internet of intelligent things: progress and future challenges","CSI Transactions on ICT","","","","10.1007/s40012-019-00256-5","P. Rajalakshmi","2019","http://link.springer.com/article/10.1007/s40012-019-00256-5","Article"
"A context-aware data fusion approach for health-IoT","International Journal of Information Technology","","10","3","10.1007/s41870-018-0116-1","Zartasha BalochFaisal Karim ShaikhMukhtiar Ali Unar","2018","http://link.springer.com/article/10.1007/s41870-018-0116-1","Article"
"Improved Particle Swarm Optimization Algorithm for Android Medical Care IOT using Modified Parameters","Journal of Medical Systems","","36","6","10.1007/s10916-012-9848-9","Wen-Tsai SungYen-Chun Chiang","2012","http://link.springer.com/article/10.1007/s10916-012-9848-9","Article"
"Contributions of ambient assisted living for health and quality of life in the elderly and care services - a qualitative analysis from the experts’ perspective of care service professionals","BMC Geriatrics","","14","1","10.1186/1471-2318-14-112","Christian SiegelAndreas HochgattererThomas Ernst Dorner","2014","http://link.springer.com/article/10.1186/1471-2318-14-112","Article"
"Intelligent transportation systems for smart cities: a progress review","Science China Information Sciences","","55","12","10.1007/s11432-012-4725-1","Zhang XiongHao ShengWenGe RongDave E. Cooper","2012","http://link.springer.com/article/10.1007/s11432-012-4725-1","Article"
"Effect of aging on speech features and phoneme recognition: a study on Bengali voicing vowels","International Journal of Speech Technology","","16","1","10.1007/s10772-012-9147-3","Biswajit DasSandipan MandalPabitra MitraAnupam Basu","2013","http://link.springer.com/article/10.1007/s10772-012-9147-3","Article"
"IoT-Based Services and Applications for Mental Health in the Literature","Journal of Medical Systems","","43","1","10.1007/s10916-018-1130-3","Isabel de la Torre DíezSusel Góngora AlonsoSofiane HamriouiEduardo Motta CruzLola Morón NozaledaManuel A. Franco","2018","http://link.springer.com/article/10.1007/s10916-018-1130-3","Article"
"Towards a more reliable and scalable architecture for smart home environments","Journal of Ambient Intelligence and Humanized Computing","","10","7","10.1007/s12652-018-0954-5","Valère PlantevinAbdenour BouzouaneBruno BouchardSebastien Gaboury","2019","http://link.springer.com/article/10.1007/s12652-018-0954-5","Article"
"Assessing the market potential of electric bicycles and ICT for low carbon school travel: a case study in the Smart City of ÁGUEDA","European Transport Research Review","","10","1","10.1007/s12544-017-0279-z","Elisabete ArsenioJoana V. DiasSofia Azeredo LopesHelena Iglésias Pereira","2018","http://link.springer.com/article/10.1007/s12544-017-0279-z","Article"
"Transdisciplinarity of Smart Health Care: Transmedical E-volution","Wireless Personal Communications","","51","4","10.1007/s11277-009-9764-6","Dina SimunicMarijan Djurek","2009","http://link.springer.com/article/10.1007/s11277-009-9764-6","Article"
"Smart Health Monitoring Systems: An Overview of Design and Modeling","Journal of Medical Systems","","37","2","10.1007/s10916-012-9898-z","Mirza Mansoor BaigHamid Gholamhosseini","2013","http://link.springer.com/article/10.1007/s10916-012-9898-z","Article"
"Investigation of mammograms in the cloud for smart healthcare","Multimedia Tools and Applications","","78","7","10.1007/s11042-017-5239-z","Mohammed F. Alhamid","2019","http://link.springer.com/article/10.1007/s11042-017-5239-z","Article"
"Smart cities in the new service economy: building platforms for smart services","AI & SOCIETY","","29","3","10.1007/s00146-013-0464-0","Ari-Veikko AnttiroikoPekka ValkamaStephen J. Bailey","2014","http://link.springer.com/article/10.1007/s00146-013-0464-0","Article"
"A Context-Aware Interactive Health Care System Based on Ontology and Fuzzy Inference","Journal of Medical Systems","","39","9","10.1007/s10916-015-0287-2","Tzu-Chiang ChiangWen-Hua Liang","2015","http://link.springer.com/article/10.1007/s10916-015-0287-2","Article"
"5G/IoT-enabled UAVs for multimedia delivery in industry-oriented applications","Multimedia Tools and Applications","","","","10.1007/s11042-018-6288-7","Fadi Al-TurjmanSinem Alturjman","2018","http://link.springer.com/article/10.1007/s11042-018-6288-7","Article"
"Smart Cities and M3: Rapid Research, Meaningful Metrics and Co-Design","Systemic Practice and Action Research","","31","1","10.1007/s11213-017-9415-x","Simon BellFrancesca BenattiNeil R. EdwardsRobin LaneyDavid R. MorseLara PiccoloOliver Zanetti","2018","http://link.springer.com/article/10.1007/s11213-017-9415-x","Article"
"Health—exploring complexity: an interdisciplinary systems approach HEC2016","European Journal of Epidemiology","","31","1","10.1007/s10654-016-0183-1","Eva GrillMartin MüllerUlrich Mansmann","2016","http://link.springer.com/article/10.1007/s10654-016-0183-1","Article"
"Acceptance of Healthcare Robots for the Older Population: Review and Future Directions","International Journal of Social Robotics","","1","4","10.1007/s12369-009-0030-6","E. BroadbentR. StaffordB. MacDonald","2009","http://link.springer.com/article/10.1007/s12369-009-0030-6","Article"
"The Role of Healthcare Robots for Older People at Home: A Review","International Journal of Social Robotics","","6","4","10.1007/s12369-014-0242-2","Hayley RobinsonBruce MacDonaldElizabeth Broadbent","2014","http://link.springer.com/article/10.1007/s12369-014-0242-2","Article"
"Visualization model of big data based on self-organizing feature map neural network and graphic theory for smart cities","Cluster Computing","","","","10.1007/s10586-018-1848-1","Xiaowei ChenHarry Haoxiang WangBin Tian","2018","http://link.springer.com/article/10.1007/s10586-018-1848-1","Article"
"Computational Intelligence and Citizen Communication in the Smart City","Informatik-Spektrum","","40","1","10.1007/s00287-016-1007-0","Fabio Aurelio D’AsaroMattia Antonino Di GangiValerio PerticoneMarco Elio Tabacchi","2017","http://link.springer.com/article/10.1007/s00287-016-1007-0","Article"
"Robot–City Interaction: Mapping the Research Landscape—A Survey of the Interactions Between Robots and Modern Cities","International Journal of Social Robotics","","","","10.1007/s12369-019-00534-x","Ilaria TiddiEmanuele BastianelliEnrico DagaMathieu d’AquinEnrico Motta","2019","http://link.springer.com/article/10.1007/s12369-019-00534-x","Article"
"YouTube and intergenerational communication: the case of Geriatric1927","Universal Access in the Information Society","","8","1","10.1007/s10209-008-0127-y","Dave HarleyGeraldine Fitzpatrick","2009","http://link.springer.com/article/10.1007/s10209-008-0127-y","Article"
"M2M-based smart health service for human UI/UX using motion recognition","Cluster Computing","","18","1","10.1007/s10586-014-0374-z","Roy C. ParkHoill JungDong-Kun ShinGui-Jung KimKun-Ho Yoon","2015","http://link.springer.com/article/10.1007/s10586-014-0374-z","Article"
"Storm surge prediction with management information systems: A case study of estimating value and observations system","Natural Hazards","","66","2","10.1007/s11069-012-0533-6","C. Y. ChenT. H. ChenY. H. ChenS. E. YuP. Y. Chung","2013","http://link.springer.com/article/10.1007/s11069-012-0533-6","Article"
"Majority-consensus fusion approach for elderly IoT-based healthcare applications","Annals of Telecommunications","","72","3 - 4","10.1007/s12243-016-0550-7","Faouzi SebbakFarid Benhammadi","2017","http://link.springer.com/article/10.1007/s12243-016-0550-7","Article"
"Ethical frontiers of ICT and older users: cultural, pragmatic and ethical issues","Ethics and Information Technology","","13","4","10.1007/s10676-011-9276-4","Athena McLean","2011","http://link.springer.com/article/10.1007/s10676-011-9276-4","Article"
"Patient State Recognition System for Healthcare Using Speech and Facial Expressions","Journal of Medical Systems","","40","12","10.1007/s10916-016-0627-x","M. Shamim Hossain","2016","http://link.springer.com/article/10.1007/s10916-016-0627-x","Article"
"Enhancing speed of SIMON: A light-weight-cryptographic algorithm for IoT applications","Multimedia Tools and Applications","","","","10.1007/s11042-018-6801-z","Norah AlassafAdnan GutubShabir A. ParahManal Al Ghamdi","2018","http://link.springer.com/article/10.1007/s11042-018-6801-z","Article"
"An ideal IoT solution for real-time web monitoring","Cluster Computing","","20","3","10.1007/s10586-017-0861-0","Pedro DiogoNuno Vasco LopesLuis Paulo Reis","2017","http://link.springer.com/article/10.1007/s10586-017-0861-0","Article"
"Big data analytics enhanced healthcare systems: a review","The Journal of Supercomputing","","","","10.1007/s11227-017-2222-4","Sarah ShafqatSaira KishwerRaihan Ur RasoolJunaid QadirTehmina AmjadHafiz Farooq Ahmad","2018","http://link.springer.com/article/10.1007/s11227-017-2222-4","Article"
"Research challenges and perspectives on Wisdom Web of Things (W2T)","The Journal of Supercomputing","","64","3","10.1007/s11227-010-0518-8","Ning ZhongJian Hua MaRun He HuangJi Ming LiuYi Yu YaoYao Xue ZhangJian Hui Chen","2013","http://link.springer.com/article/10.1007/s11227-010-0518-8","Article"
"Building Universal Socio-cultural Indicators for Standardizing the Safeguarding of Citizens’ Rights in Smart Cities","Social Indicators Research","","130","2","10.1007/s11205-015-1192-2","Maria-Lluïsa Marsal-Llacuna","2017","http://link.springer.com/article/10.1007/s11205-015-1192-2","Article"
"Privacy challenges in smart homes for people with dementia and people with intellectual disabilities","Ethics and Information Technology","","","","10.1007/s10676-019-09507-0","Fiachra O’BrolcháinBert Gordijn","2019","http://link.springer.com/article/10.1007/s10676-019-09507-0","Article"
"Maintaining Security and Privacy in Health Care System Using Learning Based Deep-Q-Networks","Journal of Medical Systems","","42","10","10.1007/s10916-018-1045-z","P. Mohamed ShakeelS. BaskarV. R. Sarma DhulipalaSukumar MishraMustafa Musa Jaber","2018","http://link.springer.com/article/10.1007/s10916-018-1045-z","Article"
"Hybrid gaming environments: keeping the human in the loop within the Internet of things","Universal Access in the Information Society","","11","3","10.1007/s10209-011-0242-z","Carsten Magerkurth","2012","http://link.springer.com/article/10.1007/s10209-011-0242-z","Article"
"Urban-focused weather and climate services in Hong Kong","Geoscience Letters","","5","1","10.1186/s40562-018-0119-6","Tsz-cheung LeeWai-kin WongKwong-hung Tam","2018","http://link.springer.com/article/10.1186/s40562-018-0119-6","Article"
"Technological aspects of WBANs for health monitoring: a comprehensive review","Wireless Networks","","25","3","10.1007/s11276-018-1694-3","Roopali PunjRakesh Kumar","2019","http://link.springer.com/article/10.1007/s11276-018-1694-3","Article"
"RFID-based indoor location tracking to ensure the safety of the elderly in smart home environments","Personal and Ubiquitous Computing","","17","8","10.1007/s00779-012-0604-4","Soo-Cheol KimYoung-Sik JeongSang-Oh Park","2013","http://link.springer.com/article/10.1007/s00779-012-0604-4","Article"
"On-demand energy monitoring and response architecture in a ubiquitous world","Personal and Ubiquitous Computing","","21","3","10.1007/s00779-017-1014-4","Oihane Kamara-EstebanAnder PijoanAinhoa Alonso-VicarioCruz E. Borges","2017","http://link.springer.com/article/10.1007/s00779-017-1014-4","Article"
"A 3D shape retrieval framework for 3D smart cities","Frontiers of Computer Science in China","","4","3","10.1007/s11704-010-0366-y","Biao LengZhang XiongXiangwei Fu","2010","http://link.springer.com/article/10.1007/s11704-010-0366-y","Article"
"Developing the Helsinki Smart City: The Role of Competitions for Open Data Applications","Journal of the Knowledge Economy","","4","2","10.1007/s13132-012-0087-6","Hendrik HielkemaPatrizia Hongisto","2013","http://link.springer.com/article/10.1007/s13132-012-0087-6","Article"
"Remote health monitoring of elderly through wearable sensors","Multimedia Tools and Applications","","","","10.1007/s11042-018-7134-7","Mohammed Al-khafajiyThar BakerCarl ChalmersMuhammad AsimHoshang KolivandMuhammad FahimAtif Waraich","2019","http://link.springer.com/article/10.1007/s11042-018-7134-7","Article"
"Wearable IoT enabled real-time health monitoring system","EURASIP Journal on Wireless Communications and Networking","","2018","1","10.1186/s13638-018-1308-x","Jie WanMunassar A. A. H. Al-awlaqiMingSong LiMichael O’GradyXiang GuJin WangNing Cao","2018","http://link.springer.com/article/10.1186/s13638-018-1308-x","Article"
"On the Design of Smart Homes: A Framework for Activity Recognition in Home Environment","Journal of Medical Systems","","40","9","10.1007/s10916-016-0549-7","Franco CicirelliGiancarlo FortinoAndrea GiordanoAntonio GuerrieriGiandomenico SpezzanoAndrea Vinci","2016","http://link.springer.com/article/10.1007/s10916-016-0549-7","Article"
"Influential Factors of Smart Health Users according to Usage Experience and Intention to Use","Wireless Personal Communications","","79","4","10.1007/s11277-014-1769-0","Bo Ram WangJi-Yun ParkKyungyong ChungIn Young Choi","2014","http://link.springer.com/article/10.1007/s11277-014-1769-0","Article"
"Context-aware pseudonymization and authorization model for IoT-based smart hospitals","Journal of Ambient Intelligence and Humanized Computing","","","","10.1007/s12652-018-1129-0","Salah ZemmoudjNabila BermadMawloud Omar","2018","http://link.springer.com/article/10.1007/s12652-018-1129-0","Article"
"The Analysis of the Slovak Citizens’ Awareness about the Smart City Concept","Mobile Networks and Applications","","","","10.1007/s11036-018-01210-6","Dagmar CagáňováAugustín StarečekNatália HorňákováPetra Hlásniková","2019","http://link.springer.com/article/10.1007/s11036-018-01210-6","Article"
"TSensors Vision, Infrastructure and Security Challenges in Trillion Sensor Era","Journal of Hardware and Systems Security","","1","4","10.1007/s41635-017-0028-8","Mahabubul AlamMark M. TehranipoorUjjwal Guin","2017","http://link.springer.com/article/10.1007/s41635-017-0028-8","Article"
"Edge-based personal computing services: fall detection as a pilot study","Computing","","101","8","10.1007/s00607-018-00697-x","Lingmei RenQingyang ZhangWeisong ShiYanjun Peng","2019","http://link.springer.com/article/10.1007/s00607-018-00697-x","Article"
"A review of smart homes in healthcare","Journal of Ambient Intelligence and Humanized Computing","","6","4","10.1007/s12652-015-0270-2","Mohsen AmiribesheliAsma BenmansourAbdelhamid Bouchachia","2015","http://link.springer.com/article/10.1007/s12652-015-0270-2","Article"
