Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Semantic Middleware Architectures for IoT Healthcare Applications","Enhanced Living Environments","","","","10.1007/978-3-030-10752-9_11","Rita ZgheibEmmanuel ConchonRémi Bastide","2019","http://link.springer.com/chapter/10.1007/978-3-030-10752-9_11","Chapter"
"A Systematic Review of Wearable Sensors and IoT-Based Monitoring Applications for Older Adults – a Focus on Ageing Population and Independent Living","Journal of Medical Systems","","43","8","10.1007/s10916-019-1365-7","Mirza Mansoor BaigShereen AfifiHamid GholamHosseiniFarhaan Mirza","2019","http://link.springer.com/article/10.1007/s10916-019-1365-7","Article"
"Smart Cities & IoT: Evolution of Applications, Architectures & Technologies, Present Scenarios & Future Dream","Internet of Things and Big Data Analytics for Smart Generation","","","","10.1007/978-3-030-04203-5_7","Krishnan SaravananE. Golden JulieY. Harold Robinson","2019","http://link.springer.com/chapter/10.1007/978-3-030-04203-5_7","Chapter"
"The Value of Intelligent Cybersecurity Strategies for Dubai Smart City","Smart Technologies and Innovation for a Sustainable Future","","","","10.1007/978-3-030-01659-3_49","Khulood Ali Jumah AlJarman AlZaabi","2019","http://link.springer.com/chapter/10.1007/978-3-030-01659-3_49","Chapter"
"IoT Technology, Applications and Challenges: A Contemporary Survey","Wireless Personal Communications","","108","1","10.1007/s11277-019-06407-w","S. BalajiKaran NathaniR. Santhakumar","2019","http://link.springer.com/article/10.1007/s11277-019-06407-w","Article"
"Healthcare Sensing and Monitoring","Enhanced Living Environments","","","","10.1007/978-3-030-10752-9_10","George Vasilev AngelovDimitar Petrov NikolakovIvelina Nikolaeva RuskovaElitsa Emilova GievaMaria Liubomirova Spasova","2019","http://link.springer.com/chapter/10.1007/978-3-030-10752-9_10","Chapter"
"IoT Platform for Smart City: A Global Survey","Emerging Trends in Expert Applications and Security","","","","10.1007/978-981-13-2285-3_24","Rakesh RoshanAnukrati SharmaO. P. Rishi","2019","http://link.springer.com/chapter/10.1007/978-981-13-2285-3_24","Chapter"
"Influence of Age on Trade-Offs Between Benefits and Barriers of AAL Technology Usage","Human Aspects of IT for the Aged Population. Design for the Elderly and Technology Acceptance","","","","10.1007/978-3-030-22012-9_19","Julia Offermann-van HeekSusanne GohrSimon HimmelMartina Ziefle","2019","http://link.springer.com/chapter/10.1007/978-3-030-22012-9_19","Chapter"
"Multimedia-oriented action recognition in Smart City-based IoT using multilayer perceptron","Multimedia Tools and Applications","","","","10.1007/s11042-018-6919-z","Mohammed G. H. AL ZamilSamer SamarahMajdi RawashdehAli KarimeM. Shamim Hossain","2019","http://link.springer.com/article/10.1007/s11042-018-6919-z","Article"
"Using Information Centric Networking in Internet of Things: A Survey","Wireless Personal Communications","","105","1","10.1007/s11277-018-6104-8","Dorra MarsSonia Mettali GammarAbdelkader LahmadiLeila Azouz Saidane","2019","http://link.springer.com/article/10.1007/s11277-018-6104-8","Article"
"Trade-Off Between System Effectiveness and Context Constraints in the Design of an IoT System Giving Access to Health Care in African Rural Villages","Human-Centered Software Engineering","","","","10.1007/978-3-030-05909-5_23","Joseph AnekeCarmelo ArditoDanilo CaivanoLucio ColizziLoredana Verardi","2019","http://link.springer.com/chapter/10.1007/978-3-030-05909-5_23","Chapter"
"Managing Long-Term Conditions: Wearable Sensors and IoT-Based Monitoring Applications","Encyclopedia of Gerontology and Population Aging","","","","10.1007/978-3-319-69892-2_460-1","Mirza Mansoor BaigShereen AfifiHamid GholamHosseiniFarhaan Mirza","2019","http://link.springer.com/referenceworkentry/10.1007/978-3-319-69892-2_460-1","ReferenceWorkEntry"
"A unified framework for data integrity protection in people-centric smart cities","Multimedia Tools and Applications","","","","10.1007/s11042-019-7182-7","May AltulyanLina YaoSalil S. KanhereXianzhi WangChaoran Huang","2019","http://link.springer.com/article/10.1007/s11042-019-7182-7","Article"
"Smart Assist: Smartphone-Based Drug Compliance for Elderly People and People with Special Needs","Applications of Intelligent Technologies in Healthcare","","","","10.1007/978-3-319-96139-2_10","Akif KhanShah Khusro","2019","http://link.springer.com/chapter/10.1007/978-3-319-96139-2_10","Chapter"
"Combining Mixed Reality and Internet of Things: An Interaction Design Research on Developing Assistive Technologies for Elderly People","Human Aspects of IT for the Aged Population. Social Media, Games and Assistive Environments","","","","10.1007/978-3-030-22015-0_23","Ryan Anthony J. de BelenDennis Del FaveroTomasz Bednarz","2019","http://link.springer.com/chapter/10.1007/978-3-030-22015-0_23","Chapter"
"The Privacy Paradox of Utilizing the Internet of Things and Wi-Fi Tracking in Smart Cities","ICT Unbounded, Social Impact of Bright ICT Adoption","","","","10.1007/978-3-030-20671-0_25","Krystan ten BergTon A. M. SpilRobin Effing","2019","http://link.springer.com/chapter/10.1007/978-3-030-20671-0_25","Chapter"
"The Influence of Big Data and IoT on Smart Cities","Smart Cities in the Gulf","","","","10.1007/978-981-13-2011-8_9","Ioannis KaramitsosCharalampos ManifavasMuhieddin Amer","2019","http://link.springer.com/chapter/10.1007/978-981-13-2011-8_9","Chapter"
"Environmental Quality Supervision for Enhanced Living Environments and Laboratory Activity Support Using IBM Watson Internet of Things Platform","Computational Science – ICCS 2019","","","","10.1007/978-3-030-22744-9_53","Gonçalo MarquesRui Pitarma","2019","http://link.springer.com/chapter/10.1007/978-3-030-22744-9_53","Chapter"
"Privacy Concerns and the Acceptance of Technologies for Aging in Place","Human Aspects of IT for the Aged Population. Design for the Elderly and Technology Acceptance","","","","10.1007/978-3-030-22012-9_23","Eva-Maria SchomakersMartina Ziefle","2019","http://link.springer.com/chapter/10.1007/978-3-030-22012-9_23","Chapter"
"Older Users’ Benefit and Barrier Perception of Using Ultrasonic Whistles in Home Care","Human Aspects of IT for the Aged Population. Design for the Elderly and Technology Acceptance","","","","10.1007/978-3-030-22012-9_10","Hannah BiermannJulia Offermann-van HeekMartina Ziefle","2019","http://link.springer.com/chapter/10.1007/978-3-030-22012-9_10","Chapter"
"Technological aspects of WBANs for health monitoring: a comprehensive review","Wireless Networks","","25","3","10.1007/s11276-018-1694-3","Roopali PunjRakesh Kumar","2019","http://link.springer.com/article/10.1007/s11276-018-1694-3","Article"
"The Internet of Things (IoT)","Industrial Revolution 4.0, Tech Giants, and Digitized Societies","","","","10.1007/978-981-13-7470-8_3","Tai Wei Lim","2019","http://link.springer.com/chapter/10.1007/978-981-13-7470-8_3","Chapter"
"Are Mobile Apps Usable and Accessible for Senior Citizens in Smart Cities?","Human Aspects of IT for the Aged Population. Design for the Elderly and Technology Acceptance","","","","10.1007/978-3-030-22012-9_26","Elenia Carrasco AlmaoFatemeh Golpayegani","2019","http://link.springer.com/chapter/10.1007/978-3-030-22012-9_26","Chapter"
"Ambient Intelligence in Business Environments and Internet of Things Transformation Guidelines","Guide to Ambient Intelligence in the IoT Environment","","","","10.1007/978-3-030-04173-1_3","Kadir Alpaslan DemirBugra TuranTolga OnelTufan EkinSeda Demir","2019","http://link.springer.com/chapter/10.1007/978-3-030-04173-1_3","Chapter"
"Radar Sensing of Vital Signs in Assisted Living Applications","Ambient Assisted Living","","","","10.1007/978-3-030-04672-9_1","Giovanni DiracoAlessandro LeonePietro Siciliano","2019","http://link.springer.com/chapter/10.1007/978-3-030-04672-9_1","Chapter"
"Flexibility, Vision and Foresight in the Planning for Tomorrow’s Smart City","Smart Cities of Today and Tomorrow","","","","10.1007/978-3-319-95822-4_13","Joseph N. PeltonIndu B. Singh","2019","http://link.springer.com/chapter/10.1007/978-3-319-95822-4_13","Chapter"
"IoT Privacy and Security in Smart Cities","Internet of Things Security and Data Protection","","","","10.1007/978-3-030-04984-3_11","Sébastien ZieglerMythili MenonPasquale Annichino","2019","http://link.springer.com/chapter/10.1007/978-3-030-04984-3_11","Chapter"
"New Models in Managing Out-of-Hospital Care of Chronic Patients and Aging Population","Ambient Assisted Living","","","","10.1007/978-3-030-05921-7_3","Ilir QoseRaffaele ConteFrancesco SansoneAlessandro Tonacci","2019","http://link.springer.com/chapter/10.1007/978-3-030-05921-7_3","Chapter"
"Ageing-friendly cities for assessing older adults’ decline: IoT-based system for continuous monitoring of frailty risks using smart city infrastructure","Aging Clinical and Experimental Research","","","","10.1007/s40520-019-01238-y","Patricia Abril-JiménezJavier Rojo LacalSilvia de los Ríos PérezMiguel PáramoJuan Bautista Montalvá ColomerMaría Teresa Arredondo Waldmeyer","2019","http://link.springer.com/article/10.1007/s40520-019-01238-y","Article"
"Edge Computing for Smart Grid: An Overview on Architectures and Solutions","IoT for Smart Grids","","","","10.1007/978-3-030-03640-9_2","Farzad SamieLars BauerJörg Henkel","2019","http://link.springer.com/chapter/10.1007/978-3-030-03640-9_2","Chapter"
"Remote health monitoring of elderly through wearable sensors","Multimedia Tools and Applications","","","","10.1007/s11042-018-7134-7","Mohammed Al-khafajiyThar BakerCarl ChalmersMuhammad AsimHoshang KolivandMuhammad FahimAtif Waraich","2019","http://link.springer.com/article/10.1007/s11042-018-7134-7","Article"
"Implementation of Industrial Internet of Things in the Renewable Energy Sector","The Internet of Things in the Industrial Sector","","","","10.1007/978-3-030-24892-5_10","Somudeep BhattacharjeeChampa Nandi","2019","http://link.springer.com/chapter/10.1007/978-3-030-24892-5_10","Chapter"
"IoT-Based System to Help Care for Dependent Elderly","Technology Trends","","","","10.1007/978-3-030-05532-5_4","Gleiston Guerrero-UlloaCarlos Rodríguez-DomínguezMiguel J. Hornos","2019","http://link.springer.com/chapter/10.1007/978-3-030-05532-5_4","Chapter"
"Passive RFID Localization in the Internet of Things","Recent Trends and Advances in Wireless and IoT-enabled Networks","","","","10.1007/978-3-319-99966-1_7","Belal Saeed AlsinglawiQuang Vinh NguyenUpul GunawardanaSimeon SimoffAnthony MaederMahmoud ElkhodrMohammad Dahman Alshehri","2019","http://link.springer.com/chapter/10.1007/978-3-319-99966-1_7","Chapter"
"New efficient M2C and M2M mutual authentication protocols for IoT-based healthcare applications","Peer-to-Peer Networking and Applications","","","","10.1007/s12083-019-00782-8","Fatma MerabetAmina CherifMalika BelkadiOlivier BlazyEmmanuel ConchonDamien Sauveron","2019","http://link.springer.com/article/10.1007/s12083-019-00782-8","Article"
"Data Science Algorithms and Techniques for Smart Healthcare Using IoT and Big Data Analytics","Smart Techniques for a Smarter Planet","","","","10.1007/978-3-030-03131-2_11","Liyakathunisa SyedSaima JabeenS. ManimalaHoda A. Elsayed","2019","http://link.springer.com/chapter/10.1007/978-3-030-03131-2_11","Chapter"
"HoloHome: An Augmented Reality Framework to Manage the Smart Home","Augmented Reality, Virtual Reality, and Computer Graphics","","","","10.1007/978-3-030-25999-0_12","Atieh MahrooLuca GreciMarco Sacco","2019","http://link.springer.com/chapter/10.1007/978-3-030-25999-0_12","Chapter"
"A Survey of Healthcare Monitoring Systems for Chronically Ill Patients and Elderly","Journal of Medical Systems","","43","3","10.1007/s10916-019-1165-0","Mamoun T. MardiniYoussef IraqiNazim Agoulmine","2019","http://link.springer.com/article/10.1007/s10916-019-1165-0","Article"
"Big Data Challenges and Opportunities in Healthcare Informatics and Smart Hospitals","Security in Smart Cities: Models, Applications, and Challenges","","","","10.1007/978-3-030-01560-2_1","Mohammed K. HassanAli I. El DesoukySally M. ElghamrawyAmany M. Sarhan","2019","http://link.springer.com/chapter/10.1007/978-3-030-01560-2_1","Chapter"
"Proposal for Information and Communications Technologies that Are Essential to Smart City Dimensions","EAI International Conference on Technology, Innovation, Entrepreneurship and Education","","","","10.1007/978-3-030-02242-6_17","Hemalata VasudavanSumathi Balakrishnan","2019","http://link.springer.com/chapter/10.1007/978-3-030-02242-6_17","Chapter"
"Case Study 3: The Rise of Smart Cities in China—Domestic Development and Comparative Perspectives","Industrial Revolution 4.0, Tech Giants, and Digitized Societies","","","","10.1007/978-981-13-7470-8_8","Tai Wei Lim","2019","http://link.springer.com/chapter/10.1007/978-981-13-7470-8_8","Chapter"
"Internet of Things: An Opportunity for Advancing Universal Access","Web Accessibility","","","","10.1007/978-1-4471-7440-0_39","Federica CenaAmon RappIlaria Torre","2019","http://link.springer.com/chapter/10.1007/978-1-4471-7440-0_39","Chapter"
"Towards Truly Affective AAL Systems","Enhanced Living Environments","","","","10.1007/978-3-030-10752-9_7","Mara PudaneSintija PetrovicaEgons LavendelisHazım Kemal Ekenel","2019","http://link.springer.com/chapter/10.1007/978-3-030-10752-9_7","Chapter"
"An Energy-Efficient IoT Group-Based Architecture for Smart Cities","Energy Conservation for IoT Devices","","","","10.1007/978-981-13-7399-2_5","Lorena ParraJavier RocherSandra SendraJaime Lloret","2019","http://link.springer.com/chapter/10.1007/978-981-13-7399-2_5","Chapter"
"Technology for All","The Future of Ageing in Europe","","","","10.1007/978-981-13-1417-9_8","Sebastian MerkelRolf G. HeinzeJosef HilbertGerhard Naegele","2019","http://link.springer.com/chapter/10.1007/978-981-13-1417-9_8","Chapter"
"Introduction","Fog Computing, Deep Learning and Big Data Analytics-Research Directions","","","","10.1007/978-981-13-3209-8_1","C. S. R. Prabhu","2019","http://link.springer.com/chapter/10.1007/978-981-13-3209-8_1","Chapter"
"A Smart Inertial Pattern for the SUMMIT IoT Multi-platform","Ambient Assisted Living","","","","10.1007/978-3-030-05921-7_25","Bruno AndòSalvatore BaglioRuben CrispinoLucia L’EpiscopoVincenzo MarlettaMarco BranciforteMaria Celvisia Virzì","2019","http://link.springer.com/chapter/10.1007/978-3-030-05921-7_25","Chapter"
"Robots in Home Automation and Assistive Environments","RADIO--Robots in Assisted Living","","","","10.1007/978-3-319-92330-7_11","Rafael López TarazónRomán Navarro GarcíaSofia AivaliotiRaquel VenturaVagelis Mariatos","2019","http://link.springer.com/chapter/10.1007/978-3-319-92330-7_11","Chapter"
"International Collaborative Research: Smart Metropolitan Regional Development: Economic and Spatial Design Strategies and Conclusions of Cities Case Studies","Smart Metropolitan Regional Development","","","","10.1007/978-981-10-8588-8_18","T. M. Vinod Kumar","2019","http://link.springer.com/chapter/10.1007/978-981-10-8588-8_18","Chapter"
"Reasoning in Multi-agent Based Smart Homes: A Systematic Literature Review","Ambient Assisted Living","","","","10.1007/978-3-030-05921-7_13","Dagmawi Neway MekuriaPaolo SernaniNicola FalcionelliAldo Franco Dragoni","2019","http://link.springer.com/chapter/10.1007/978-3-030-05921-7_13","Chapter"
"Internet of Things-Based Healthcare: Recent Advances and Challenges","Applications of Intelligent Technologies in Healthcare","","","","10.1007/978-3-319-96139-2_15","Syed Tauhid Ullah ShahHekmat YarIzaz KhanMuhammad IkramHussain Khan","2019","http://link.springer.com/chapter/10.1007/978-3-319-96139-2_15","Chapter"
"Integrating Robots and WSN: Communication and Interfacing Aspects","RADIO--Robots in Assisted Living","","","","10.1007/978-3-319-92330-7_5","Christos P. AntonopoulosChristos PanagiotouKonstantinos AntonopoulosAlexandros SpourniasNikolaos VorosFynn SchwiegelshohnPhilipp WehnerMichael HuebnerDiana GöhringerRaquel VenturaAlberto FernándezGeorgios StavrinosEvangelinos Mariatos","2019","http://link.springer.com/chapter/10.1007/978-3-319-92330-7_5","Chapter"
"Internet of Things (IoT) Overview","Internet of Things From Hype to Reality","","","","10.1007/978-3-319-99516-8_1","Ammar RayesSamer Salam","2019","http://link.springer.com/chapter/10.1007/978-3-319-99516-8_1","Chapter"
"An IoT sensor and scenario survey for data researchers","Journal of the Brazilian Computer Society","","25","1","10.1186/s13173-019-0085-7","Cleber M. de MoraisDjamel SadokJudith Kelner","2019","http://link.springer.com/article/10.1186/s13173-019-0085-7","Article"
"Trends and Developments in Health-Care and Social Services","Older People: Improving Health and Social Care","","","","10.1007/978-3-319-97610-5_5","Irma MikkonenPanayota SourtziRiitta TurjamaaMarja ÄijöEeva-Riitta YlinenEvelyn J. FinnemaJob T. B. van ’t Veer","2019","http://link.springer.com/chapter/10.1007/978-3-319-97610-5_5","Chapter"
"The History, Present and Future with IoT","Internet of Things and Big Data Analytics for Smart Generation","","","","10.1007/978-3-030-04203-5_3","Neha SharmaMadhavi ShamkuwarInderjit Singh","2019","http://link.springer.com/chapter/10.1007/978-3-030-04203-5_3","Chapter"
"Deep learning model for home automation and energy reduction in a smart home environment platform","Neural Computing and Applications","","31","5","10.1007/s00521-018-3724-6","Dan PopaFlorin PopCristina SerbanescuAniello Castiglione","2019","http://link.springer.com/article/10.1007/s00521-018-3724-6","Article"
"Enabling personalisation of remote elderly assistance","Multimedia Tools and Applications","","78","15","10.1007/s11042-019-7449-z","Luca CorcellaMarco MancaJan Egil NordvikFabio PaternòAnne-Marthe SandersCarmen Santoro","2019","http://link.springer.com/article/10.1007/s11042-019-7449-z","Article"
"Medical Data Processing and Analysis for Remote Health and Activities Monitoring","High-Performance Modelling and Simulation for Big Data Applications","","","","10.1007/978-3-030-16272-6_7","Salvatore VitabileMichal MarksDragan StojanovicSabri PllanaJose M. MolinaMateusz KrzysztonAndrzej SikoraAndrzej JarynowskiFarhoud HosseinpourAgnieszka JakobikAleksandra Stojnev IlicAna RespicioDorin MoldovanCristina PopIoan Salomie","2019","http://link.springer.com/chapter/10.1007/978-3-030-16272-6_7","Chapter"
"Interoperability in Pervasive Health: A Systematic Review","Biomedical Engineering Systems and Technologies","","","","10.1007/978-3-030-29196-9_15","Ana DiasAna Isabel MartinsAlexandra QueirósNelson Pacheco Rocha","2019","http://link.springer.com/chapter/10.1007/978-3-030-29196-9_15","Chapter"
"The Internet of Things and Sustainable Manufacturing","Industry 4.0 and Engineering for a Sustainable Future","","","","10.1007/978-3-030-12953-8_7","David HeatleyMohamed Abdel-Maguid","2019","http://link.springer.com/chapter/10.1007/978-3-030-12953-8_7","Chapter"
"A Social and Pervasive IoT Platform for Developing Smart Environments","The Internet of Things for Smart Urban Ecosystems","","","","10.1007/978-3-319-96550-5_1","Orazio BrianteFranco CicirelliAntonio GuerrieriAntonio IeraAlessandro MercuriGiuseppe RuggeriGiandomenico SpezzanoAndrea Vinci","2019","http://link.springer.com/chapter/10.1007/978-3-319-96550-5_1","Chapter"
"Non-intrusive human activity recognition and abnormal behavior detection on elderly people: a review","Artificial Intelligence Review","","","","10.1007/s10462-019-09724-5","Athanasios LentzasDimitris Vrakas","2019","http://link.springer.com/article/10.1007/s10462-019-09724-5","Article"
"Integrating Internet of Services and Internet of Things from a Multiagent Perspective","Massively Multi-Agent Systems II","","","","10.1007/978-3-030-20937-7_3","Donghui LinYohei MurakamiToru Ishida","2019","http://link.springer.com/chapter/10.1007/978-3-030-20937-7_3","Chapter"
"Robot–City Interaction: Mapping the Research Landscape—A Survey of the Interactions Between Robots and Modern Cities","International Journal of Social Robotics","","","","10.1007/s12369-019-00534-x","Ilaria TiddiEmanuele BastianelliEnrico DagaMathieu d’AquinEnrico Motta","2019","http://link.springer.com/article/10.1007/s12369-019-00534-x","Article"
"Protecting Privacy from Internet Abuses in the Smart City","Smart Cities of Today and Tomorrow","","","","10.1007/978-3-319-95822-4_6","Joseph N. PeltonIndu B. Singh","2019","http://link.springer.com/chapter/10.1007/978-3-319-95822-4_6","Chapter"
"Interoperability Among Internet of Things (IoT) Components Using Model-Driven Architecture Approach","Information and Communication Technology for Competitive Strategies","","","","10.1007/978-981-13-0586-3_52","Kiranpreet KaurAnil Sharma","2019","http://link.springer.com/chapter/10.1007/978-981-13-0586-3_52","Chapter"
"From Smart City to Smart Society: China’s Journey Towards Essential Urban-Rural Transformation","Distributed, Ambient and Pervasive Interactions","","","","10.1007/978-3-030-21935-2_13","Tian LiangGuochao PengFei XingSirong LinYichen Jia","2019","http://link.springer.com/chapter/10.1007/978-3-030-21935-2_13","Chapter"
"Perspectives of Older Adults and Informal Caregivers on Information Visualization for Smart Home Monitoring Systems: A Critical Review","Proceedings of the 20th Congress of the International Ergonomics Association (IEA 2018)","","","","10.1007/978-3-319-96077-7_74","Fangyuan ChangBritt Östlund","2019","http://link.springer.com/chapter/10.1007/978-3-319-96077-7_74","Chapter"
"Intelligent IoT Communication in Smart Environments: An Overview","Artificial Intelligence in IoT","","","","10.1007/978-3-030-04110-6_10","Joel Poncha LemayianFadi Al-Turjman","2019","http://link.springer.com/chapter/10.1007/978-3-030-04110-6_10","Chapter"
"Smart Monitoring of User and Home Environment: The Health@Home Acquisition Framework","Ambient Assisted Living","","","","10.1007/978-3-030-04672-9_2","Filippo PietroniSara CasacciaGian Marco RevelMariorosario PristAndrea MonteriùSauro LonghiLorenzo Scalise","2019","http://link.springer.com/chapter/10.1007/978-3-030-04672-9_2","Chapter"
"Interaction Design in the Active and Assistive Living Field of Practice","Human Aspects of IT for the Aged Population. Social Media, Games and Assistive Environments","","","","10.1007/978-3-030-22015-0_37","Miroslav SiliJohannes KropfSten Hanke","2019","http://link.springer.com/chapter/10.1007/978-3-030-22015-0_37","Chapter"
"Low Power Wide Area Networks: The Game Changer for the Internet of Things","Future Telco","","","","10.1007/978-3-319-77724-5_15","Daniel WeberChristian SchillingFrank Wisselink","2019","http://link.springer.com/chapter/10.1007/978-3-319-77724-5_15","Chapter"
"The Challenges of Envisioning and Planning a True Smart City","Smart Cities of Today and Tomorrow","","","","10.1007/978-3-319-95822-4_2","Joseph N. PeltonIndu B. Singh","2019","http://link.springer.com/chapter/10.1007/978-3-319-95822-4_2","Chapter"
"Understanding the Interest Toward Smart Home Technology: The Role of Utilitaristic Perspective","Ambient Assisted Living","","","","10.1007/978-3-030-05921-7_32","Vera StaraMassimo ZancanaroMirko Di RosaLorena RossiStefania Pinnelli","2019","http://link.springer.com/chapter/10.1007/978-3-030-05921-7_32","Chapter"
"Building a Smart City Ecosystem for Third Party Innovation in the City of Heraklion","Mediterranean Cities and Island Communities","","","","10.1007/978-3-319-99444-4_2","Manos KalaitzakisManousos BouloukakisPavlos CharalampidisManos DimitrakisGiannis DrossisAlexandros FragkiadakisIrini FundulakiKaterina KaragiannakiAntonis MakrogiannakisGeorgios MargetisAthanasia PanousopoulouStefanos PapadakisVassilis PapakonstantinouNikolaos PartarakisStylianos RoubakisElias Tragos","2019","http://link.springer.com/chapter/10.1007/978-3-319-99444-4_2","Chapter"
"The Rise of Smart Cities","Industrial Revolution 4.0, Tech Giants, and Digitized Societies","","","","10.1007/978-981-13-7470-8_4","Tai Wei Lim","2019","http://link.springer.com/chapter/10.1007/978-981-13-7470-8_4","Chapter"
"The Internet of Things in Health Care: Transforming the Industry with Technology","The Internet of Things in the Industrial Sector","","","","10.1007/978-3-030-24892-5_11","Wesley DoorsamyBabu Sena PaulJerry Malapane","2019","http://link.springer.com/chapter/10.1007/978-3-030-24892-5_11","Chapter"
"Smart Objects and Biofeedback for a Pediatric Rehabilitation 2.0","Ambient Assisted Living","","","","10.1007/978-3-030-05921-7_9","Paolo MeriggiMartina MandalàElena BrazzoliTecla PiacenteMarcella MazzolaIvana Olivieri","2019","http://link.springer.com/chapter/10.1007/978-3-030-05921-7_9","Chapter"
"Implementation Challenges and Opportunities of Smart City and Intelligent Transport Systems in India","Internet of Things and Big Data Analytics for Smart Generation","","","","10.1007/978-3-030-04203-5_10","Shajimon K. JohnD. SivarajR. K. Mugelan","2019","http://link.springer.com/chapter/10.1007/978-3-030-04203-5_10","Chapter"
