Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Self-configuring agents for ambient assisted living applications","Personal and Ubiquitous Computing","","17","6","10.1007/s00779-012-0555-9","Inmaculada AyalaMercedes AmorLidia Fuentes","2013","http://link.springer.com/article/10.1007/s00779-012-0555-9","Article"
"Multi-tenancy Aware Ambient Assisted Living Platforms in the Cloud","Ambient Intelligence","","","","10.1007/978-3-319-14112-1_7","Carsten StocklöwAlejandro M. Medrano GilAlvaro Fides ValeroMichele GirolamiStefano Lenzi","2014","http://link.springer.com/chapter/10.1007/978-3-319-14112-1_7","Chapter"
"AALUMO: A User Model Ontology for Ambient Assisted Living Services Supported in Next-Generation Networks","XIII Mediterranean Conference on Medical and Biological Engineering and Computing 2013","","","","10.1007/978-3-319-00846-2_301","P. A. MorenoM. E. HernandoE. J. Gómez","2014","http://link.springer.com/chapter/10.1007/978-3-319-00846-2_301","Chapter"
"Context Enriched Patterns of Behavior for Delivering Notifications in Ambient-Assisted Living","On the Move to Meaningful Internet Systems: OTM 2014 Workshops","","","","10.1007/978-3-662-45550-0_4","Paula Lago","2014","http://link.springer.com/chapter/10.1007/978-3-662-45550-0_4","Chapter"
"A non-intrusive context-aware system for ambient assisted living in smart home","Health and Technology","","3","2","10.1007/s12553-013-0050-y","Willy AllègreThomas BurgerJean-Yves AntoinePascal BerruetJean-Paul Departe","2013","http://link.springer.com/article/10.1007/s12553-013-0050-y","Article"
"Taxonomy-Based Assessment of Personal Health Monitoring in Ambient Assisted Living","Ambient Assisted Living","","","","10.1007/978-3-642-27491-6_15","Gunnar Nußbeck","2012","http://link.springer.com/chapter/10.1007/978-3-642-27491-6_15","Chapter"
"A Non-intrusive Monitoring System for Ambient Assisted Living Service Delivery","Impact Analysis of Solutions for Chronic Disease Prevention and Management","","","","10.1007/978-3-642-30779-9_19","Willy AllègreThomas BurgerPascal BerruetJean-Yves Antoine","2012","http://link.springer.com/chapter/10.1007/978-3-642-30779-9_19","Chapter"
"Unsupervised Learning in Ambient Assisted Living for Pattern and Anomaly Detection: A Survey","Evolving Ambient Intelligence","","","","10.1007/978-3-319-04406-4_6","Francisco Javier Parada OtteBruno Rosales SaurerWilhelm Stork","2013","http://link.springer.com/chapter/10.1007/978-3-319-04406-4_6","Chapter"
"Useful Research Tools for Human Behaviour Understanding in the Context of Ambient Assisted Living","Ambient Intelligence - Software and Applications","","","","10.1007/978-3-642-28783-1_25","Pau Climent-PérezAlexandros Andre ChaaraouiFrancisco Flórez-Revuelta","2012","http://link.springer.com/chapter/10.1007/978-3-642-28783-1_25","Chapter"
"Agent Based Simulation for Creating Ambient Assisted Living Solutions","Advances in Practical Applications of Heterogeneous Multi-Agent Systems. The PAAMS Collection","","","","10.1007/978-3-319-07551-8_28","Pablo Campillo-SanchezJorge J. Gómez-Sanz","2014","http://link.springer.com/chapter/10.1007/978-3-319-07551-8_28","Chapter"
"Benchmarking Results of Semantic Reasoners Applied to an Ambient Assisted Living Environment","Impact Analysis of Solutions for Chronic Disease Prevention and Management","","","","10.1007/978-3-642-30779-9_45","David AusínFederico CastanedoDiego López-de-Ipiña","2012","http://link.springer.com/chapter/10.1007/978-3-642-30779-9_45","Chapter"
"Collaborative Systems for Smart Environments: Trends and Challenges","Collaborative Systems for Smart Networked Environments","","","","10.1007/978-3-662-44745-1_1","Luis M. Camarinha-MatosHamideh Afsarmanesh","2014","http://link.springer.com/chapter/10.1007/978-3-662-44745-1_1","Chapter"
"Radio Tomographic Imaging for Ambient Assisted Living","Evaluating AAL Systems Through Competitive Benchmarking","","","","10.1007/978-3-642-37419-7_9","Maurizio BoccaOssi KaltiokallioNeal Patwari","2013","http://link.springer.com/chapter/10.1007/978-3-642-37419-7_9","Chapter"
"Relieved commissioning and human behavior detection in Ambient Assisted Living Systems","e & i Elektrotechnik und Informationstechnik","","129","4","10.1007/s00502-012-0015-2","Dietmar BrucknerGuo Qing YinArmin Faltinger","2012","http://link.springer.com/article/10.1007/s00502-012-0015-2","Article"
"A Smart Monitoring System for Assisted Living Support Using Adaptive Lifestyle Pattern Analysis","Intelligent Systems for Science and Information","","","","10.1007/978-3-319-04702-7_1","Besim MustafaPeter MatthewFarrukh Naveed","2014","http://link.springer.com/chapter/10.1007/978-3-319-04702-7_1","Chapter"
"SHIP-Tool Live: Orchestrating the Activities in the Bremen Ambient Assisted Living Lab","Ambient Intelligence","","","","10.1007/978-3-319-03647-2_23","Serge AutexierDieter HutterChristian MandelChristoph Stahl","2013","http://link.springer.com/chapter/10.1007/978-3-319-03647-2_23","Chapter"
"A High-Level Model for a Healthy Smart City","Ambient Assisted Living and Daily Activities","","","","10.1007/978-3-319-13105-4_55","Gabriel UrzaizRamón HervasJesús FontechaJosé Bravo","2014","http://link.springer.com/chapter/10.1007/978-3-319-13105-4_55","Chapter"
"Support-U: Designing an Ambient Assisted Living System Using Interdisciplinary Development Patterns","Socio-technical Design of Ubiquitous Computing Systems","","","","10.1007/978-3-319-05044-7_16","Christian VoigtmannMatthias SöllnerKlaus DavidJan Marco Leimeister","2014","http://link.springer.com/chapter/10.1007/978-3-319-05044-7_16","Chapter"
"Gestures in Assisted Living Environments","Gesture and Sign Language in Human-Computer Interaction and Embodied Communication","","","","10.1007/978-3-642-34182-3_1","Dimitra Anastasiou","2012","http://link.springer.com/chapter/10.1007/978-3-642-34182-3_1","Chapter"
"Ambient media today and tomorrow","Multimedia Tools and Applications","","71","1","10.1007/s11042-012-1346-z","Artur LugmayrEstefanía SerralAnsgar ScherpBogdan PogorelcMoyen Mustaquim","2014","http://link.springer.com/article/10.1007/s11042-012-1346-z","Article"
"International Initiatives in Technology and Aging","Technologies for Active Aging","","","","10.1007/978-1-4419-8348-0_12","Andrew SixsmithMaria Carrillo Ph.D.David PhillipsPeter Lansley B.Sc., M.Sc., Ph.D., M.C.I.O.B., F.C.O.T.Ryan Woolrych","2013","http://link.springer.com/chapter/10.1007/978-1-4419-8348-0_12","Chapter"
"Leveraging Web Technologies to Expose Multiple Contemporary Controller Input in Smart TV Rich Internet Applications Utilized in Elderly Assisted Living Environments","Universal Access in Human-Computer Interaction. Aging and Assistive Environments","","","","10.1007/978-3-319-07446-7_12","Evdokimos I. KonstantinidisPanagiotis E. AntoniouAntonis BillisGeorgios BamparopoulosCostas PappasPanagiotis D. Bamidis","2014","http://link.springer.com/chapter/10.1007/978-3-319-07446-7_12","Chapter"
"A Cognitive Management Framework for Empowering the Internet of Things","The Future Internet","","","","10.1007/978-3-642-38082-2_16","Vassilis FoteinosDimitris KelaidonisGeorge PouliosVera StavroulakiPanagiotis VlacheasPanagiotis DemestichasRaffaele GiaffredaAbdur Rahim BiswasStephane MenoretGerard NguengangMatti EtelaperaNechifor Septimiu-CosminMarc RoelandsFilippo VisintainerKlaus Moessner","2013","http://link.springer.com/chapter/10.1007/978-3-642-38082-2_16","Chapter"
"Two Steps Forward and One Step Back? on the Acceptance and Use of AAL Technology in Households","Ambient Assisted Living","","","","10.1007/978-3-642-27491-6_14","Lynn SchelischAnnette Spellerberg","2012","http://link.springer.com/chapter/10.1007/978-3-642-27491-6_14","Chapter"
"Reducing the Entry Threshold of AAL Systems: Preliminary Results from Casa Vecchia","Computers Helping People with Special Needs","","","","10.1007/978-3-642-31522-0_106","Gerhard LeitnerAnton Josef FercherAlexander FelfernigMartin Hitz","2012","http://link.springer.com/chapter/10.1007/978-3-642-31522-0_106","Chapter"
"Gero-Technology: Old Age in the Electronic Jungle","Old Age In Europe","","","","10.1007/978-94-007-6134-6_7","Harald KünemundNele Tanschus","2013","http://link.springer.com/chapter/10.1007/978-94-007-6134-6_7","Chapter"
"Between Innovation and Daily Practice in the Development of AAL Systems: Learning from the Experience with Today’s Systems","Electronic Healthcare","","","","10.1007/978-3-642-23635-8_14","Shirley BeulLars KlackKai KasugaiChristian MoelleringCarsten RoeckerWiktoria WilkowskaMartina Ziefle","2012","http://link.springer.com/chapter/10.1007/978-3-642-23635-8_14","Chapter"
"Implementing a Holistic Approach for the Smart City","Active Media Technology","","","","10.1007/978-3-319-09912-5_45","Roberto RequenaAntonio AgudoAlba BaronMaria CamposCarlos GuijarroJose PucheDavid VillaFelix VillanuevaJuan Carlos Lopez","2014","http://link.springer.com/chapter/10.1007/978-3-319-09912-5_45","Chapter"
"The Role of Information Technology in Long-Term Care for Older People","Long-Term Care in Europe","","","","10.1057/9781137032348_12","Jenny BillingsStephanie CarreteroGeorgios KagialarisTasos MastroyiannakisSatu Meriläinen-Porras","2013","http://link.springer.com/chapter/10.1057/9781137032348_12","Chapter"
"Increasing Trust Perceptions in the Internet of Things","Human Aspects of Information Security, Privacy, and Trust","","","","10.1007/978-3-642-39345-7_18","Trenton SchulzIngvar Tjøstheim","2013","http://link.springer.com/chapter/10.1007/978-3-642-39345-7_18","Chapter"
"Bidirectional migration between variability and commonality in product line engineering of smart homes","International Journal of System Assurance Engineering and Management","","4","1","10.1007/s13198-012-0137-2","Sugam SharmaJohnny WongU. Sunday TimShashi Gadia","2013","http://link.springer.com/article/10.1007/s13198-012-0137-2","Article"
"Semantic Reasoning in Context-Aware Assistive Environments to Support Ageing with Dementia","The Semantic Web – ISWC 2012","","","","10.1007/978-3-642-35173-0_14","Thibaut TiberghienMounir MokhtariHamdi AloulouJit Biswas","2012","http://link.springer.com/chapter/10.1007/978-3-642-35173-0_14","Chapter"
"A Different Approach in an AAL Ecosystem: A Mobile Assistant for the Caregiver","Highlights of Practical Applications of Heterogeneous Multi-Agent Systems. The PAAMS Collection","","","","10.1007/978-3-319-07767-3_10","Angelo CostaOscar GamaPaulo NovaisRicardo Simoes","2014","http://link.springer.com/chapter/10.1007/978-3-319-07767-3_10","Chapter"
"A Remote Mutual Situation-Aware Model by Detecting Entrance and Exit Behaviors in Smart Home","Advances in Electric and Electronics","","","","10.1007/978-3-642-28744-2_23","Mengqiao ZhangJunbo WangZixue ChengLei JingYongping ChenKaoru YamagishiSong GuoAnh T. Pham","2012","http://link.springer.com/chapter/10.1007/978-3-642-28744-2_23","Chapter"
"IGS 2013 Annual & Scientific Meeting, Croke Park, 20–21 September","Irish Journal of Medical Science","","182","6","10.1007/s11845-013-0985-z","","2013","http://link.springer.com/article/10.1007/s11845-013-0985-z","Article"
"Elicitation of Quality Characteristics for AAL Systems and Services","Ambient Intelligence - Software and Applications","","","","10.1007/978-3-319-00566-9_13","Aida OmerovicAnders Kofod-PetersenBjørnar SolhaugIngrid Svagård","2013","http://link.springer.com/chapter/10.1007/978-3-319-00566-9_13","Chapter"
"A Database-Centric Architecture for Home-Based Health Monitoring","Ambient Assisted Living and Active Aging","","","","10.1007/978-3-319-03092-0_4","Wagner O. de MoraisJens LundströmNicholas Wickström","2013","http://link.springer.com/chapter/10.1007/978-3-319-03092-0_4","Chapter"
"High-Level Internet of Things Applications Development Using Wireless Sensor Networks","Internet of Things","","","","10.1007/978-3-319-04223-7_4","Zhenyu SongMihai T. LazarescuRiccardo TomasiLuciano LavagnoMaurizio A. Spirito","2014","http://link.springer.com/chapter/10.1007/978-3-319-04223-7_4","Chapter"
"universAAL: Provisioning Platform for AAL Services","Ambient Intelligence - Software and Applications","","","","10.1007/978-3-319-00566-9_14","Roni RamFrancesco FurfariMichele GirolamiGema Ibañez-SánchezJuan-Pablo Lázaro-RamosChristopher MayerBarbara Prazak-AramTom Zentek","2013","http://link.springer.com/chapter/10.1007/978-3-319-00566-9_14","Chapter"
"Thermal Comfort in Smart Homes for an Aging Population","Handbook of Smart Homes, Health Care and Well-Being","","","","10.1007/978-3-319-01904-8_64-1","L. SchellenJ. van Hoof","2014","http://link.springer.com/referenceworkentry/10.1007/978-3-319-01904-8_64-1","ReferenceWorkEntry"
"Event Recognition for Unobtrusive Assisted Living","Artificial Intelligence: Methods and Applications","","","","10.1007/978-3-319-07064-3_41","Nikos KatzourisAlexander ArtikisGeorgios Paliouras","2014","http://link.springer.com/chapter/10.1007/978-3-319-07064-3_41","Chapter"
"SmartAssist: Open Infrastructure and Platform for AAL Services","Distributed, Ambient, and Pervasive Interactions","","","","10.1007/978-3-642-39351-8_54","Peter RothenpielerDarren CarlsonAndreas Schrader","2013","http://link.springer.com/chapter/10.1007/978-3-642-39351-8_54","Chapter"
"Addressing the Needs of an Aging Population: An Experiment for Monitoring Behaviour in a Domestic Environment","Computer Safety, Reliability, and Security","","","","10.1007/978-3-642-33675-1_41","Marte E. B. SkjønsfjellAslak R. NormannDag SjongAmund Skavhaug","2012","http://link.springer.com/chapter/10.1007/978-3-642-33675-1_41","Chapter"
"An AAL Collaborative System: The AAL4ALL and a Mobile Assistant Case Study","Collaborative Systems for Smart Networked Environments","","","","10.1007/978-3-662-44745-1_69","Angelo CostaPaulo NovaisRicardo Simoes","2014","http://link.springer.com/chapter/10.1007/978-3-662-44745-1_69","Chapter"
"A Knowledge Based Framework to Support Active Aging at Home Based Environments","Ambient Assisted Living and Active Aging","","","","10.1007/978-3-319-03092-0_1","Miguel Ángel ValeroJosé BravoJuan Manuel GarcíaDiego López-de-IpiñaAna Gómez","2013","http://link.springer.com/chapter/10.1007/978-3-319-03092-0_1","Chapter"
"Future Internet of Things: open issues and challenges","Wireless Networks","","20","8","10.1007/s11276-014-0731-0","Chun-Wei TsaiChin-Feng LaiAthanasios V. Vasilakos","2014","http://link.springer.com/article/10.1007/s11276-014-0731-0","Article"
"Smart Cities of Tomorrow","Cities for Smart Environmental and Energy Futures","","","","10.1007/978-3-642-37661-0_2","Paul Budde","2014","http://link.springer.com/chapter/10.1007/978-3-642-37661-0_2","Chapter"
"Internet of Things Applied in the Home-Based Caring System for the Aged","Advances in Electronic Commerce, Web Application and Communication","","","","10.1007/978-3-642-28655-1_74","Qingying ZhangZhimin ChenPeng Zhang","2012","http://link.springer.com/chapter/10.1007/978-3-642-28655-1_74","Chapter"
"A Device Middleware-Based Smart Home Environment for Ambient Health Care","Global Trends in Computing and Communication Systems","","","","10.1007/978-3-642-29219-4_17","Veeramuthu VenkateshPethuru RajV. Vaithayanathan","2012","http://link.springer.com/chapter/10.1007/978-3-642-29219-4_17","Chapter"
"3D Interaction in AAL Environments Based on Ontologies","Ambient Assisted Living","","","","10.1007/978-3-642-27491-6_21","Alexander MarincCarsten StockloewSaied Tazari","2012","http://link.springer.com/chapter/10.1007/978-3-642-27491-6_21","Chapter"
"Mobile digcovery: discovering and interacting with the world through the Internet of things","Personal and Ubiquitous Computing","","18","2","10.1007/s00779-013-0648-0","Antonio J. JaraPablo LopezDavid FernandezJose F. CastilloMiguel A. ZamoraAntonio F. Skarmeta","2014","http://link.springer.com/article/10.1007/s00779-013-0648-0","Article"
"A Case Study on the Analysis of Behavior Patterns and Pattern Changes in Smart Environments","Ambient Assisted Living and Daily Activities","","","","10.1007/978-3-319-13105-4_43","Paula LagoClaudia Jiménez-GuarínClaudia Roncancio","2014","http://link.springer.com/chapter/10.1007/978-3-319-13105-4_43","Chapter"
"Extending In-Home User and Context Models to Provide Ubiquitous Adaptive Support Outside the Home","User Modeling and Adaptation for Daily Routines","","","","10.1007/978-1-4471-4778-7_2","Amaia AizpuruaIdoia CearretaBorja GamechoRaúl MiñónNestor Garay-VitoriaLuis GardeazabalJulio Abascal","2013","http://link.springer.com/chapter/10.1007/978-1-4471-4778-7_2","Chapter"
"Object Tracking AAL Application and Behaviour Modelling for the Elderly and Visually Impaired","Evolving Ambient Intelligence","","","","10.1007/978-3-319-04406-4_8","Dimitris M. KyriazanosGeorge E. VastianosOlga E. SegouStelios C. A. Thomopoulos","2013","http://link.springer.com/chapter/10.1007/978-3-319-04406-4_8","Chapter"
"A BCI Platform Supporting AAL Applications","Universal Access in Human-Computer Interaction. Design and Development Methods for Universal Access","","","","10.1007/978-3-319-07437-5_49","Niccolò MoraValentina BianchiIlaria De MunariPaolo Ciampolini","2014","http://link.springer.com/chapter/10.1007/978-3-319-07437-5_49","Chapter"
"Using IoT Technologies to Resolve the Food Safety Problem – An Analysis Based on Chinese Food Standards","Web Information Systems and Mining","","","","10.1007/978-3-642-33469-6_50","Yun GuWeili HanLirong ZhengBo Jin","2012","http://link.springer.com/chapter/10.1007/978-3-642-33469-6_50","Chapter"
"A Rule Based Approach for Mapping Sensor Data to Ontological Models in AAL Environments","Advances in Conceptual Modeling","","","","10.1007/978-3-642-33999-8_2","Mario BuchmayrWerner KurschlJosef Küng","2012","http://link.springer.com/chapter/10.1007/978-3-642-33999-8_2","Chapter"
"Technology and Ageing: Potential for European Societies","Aging in European Societies","","","","10.1007/978-1-4419-8345-9_3","Katrin ClaßenLaura I. SchmidtHans-Werner Wahl","2013","http://link.springer.com/chapter/10.1007/978-1-4419-8345-9_3","Chapter"
"Empowered Cities? An Analysis of the Structure and Generated Value of the Smart City Ghent","Smart City","","","","10.1007/978-3-319-06160-3_8","Bastiaan BaccarnePeter MechantDimitri Schuurman","2014","http://link.springer.com/chapter/10.1007/978-3-319-06160-3_8","Chapter"
"Towards Ubiquitous and Pervasive Healthcare","Advanced Methods and Applications in Computational Intelligence","","","","10.1007/978-3-319-01436-4_18","Jan SzymańskiZenon ChaczkoBen Rodański","2014","http://link.springer.com/chapter/10.1007/978-3-319-01436-4_18","Chapter"
"Contributing to the Internet of Things","Technological Innovation for the Internet of Things","","","","10.1007/978-3-642-37291-9_1","Luis M. Camarinha-MatosJoão GoesLuís GomesJoão Martins","2013","http://link.springer.com/chapter/10.1007/978-3-642-37291-9_1","Chapter"
"Improving Health Services Using Cloud Computing, Big Data and Wireless Sensors","Ambient Assisted Living and Active Aging","","","","10.1007/978-3-319-03092-0_5","Diego Gachet PáezVíctor PadrónManuel de BuenagaFernando Aparicio","2013","http://link.springer.com/chapter/10.1007/978-3-319-03092-0_5","Chapter"
"Multimodal Indoor Tracking of a Single Elder in an AAL Environment","Ambient Intelligence - Software and Applications","","","","10.1007/978-3-319-00566-9_18","Andrei-Adnan IsmailAdina-Magda Florea","2013","http://link.springer.com/chapter/10.1007/978-3-319-00566-9_18","Chapter"
"Gestures Used by Intelligent Wheelchair Users","Computers Helping People with Special Needs","","","","10.1007/978-3-642-31534-3_58","Dimitra AnastasiouChristoph Stahl","2012","http://link.springer.com/chapter/10.1007/978-3-642-31534-3_58","Chapter"
"User Acceptance of a Mobile LED Projector on a Socially Assistive Robot","Ambient Assisted Living","","","","10.1007/978-3-642-27491-6_6","Paul PanekGeorg EdelmayerPeter MayerChristian BeckMarjo Rauhala","2012","http://link.springer.com/chapter/10.1007/978-3-642-27491-6_6","Chapter"
"Evaluating Human Activity Recognition Systems for AAL Environments","Evaluating AAL Systems Through Competitive Benchmarking","","","","10.1007/978-3-642-37419-7_10","Juan Antonio Álvarez-García","2013","http://link.springer.com/chapter/10.1007/978-3-642-37419-7_10","Chapter"
"A Practical Solution for the Automatic Generation of User Interfaces – What Are the Benefits of a Practical Solution for the Automatic Generation of User Interfaces?","Human-Computer Interaction. Theories, Methods, and Tools","","","","10.1007/978-3-319-07233-3_41","Miroslav SiliChristopher MayerMartin MorandellMatthias GiraMartin Petzold","2014","http://link.springer.com/chapter/10.1007/978-3-319-07233-3_41","Chapter"
"All In: Targeting Trustworthiness for Special Needs User Groups in the Internet of Things","Trust and Trustworthy Computing","","","","10.1007/978-3-642-38908-5_17","Marc BuschChristina HochleitnerMario LorenzTrenton SchulzManfred TscheligiEckhart Wittstock","2013","http://link.springer.com/chapter/10.1007/978-3-642-38908-5_17","Chapter"
"Behavior Recognition for Elderly People in Large-Scale Deployment","Inclusive Society: Health and Wellbeing in the Community, and Care at Home","","","","10.1007/978-3-642-39470-6_8","Romain EndelinStéphane RenouardThibaut TiberghienHamdi AloulouMounir Mokhtari","2013","http://link.springer.com/chapter/10.1007/978-3-642-39470-6_8","Chapter"
"Guiding Light for the Mobility Support of Seniors","Ambient Assisted Living","","","","10.1007/978-3-642-37988-8_3","Guido KempterWalter RitterAndreas Künz","2014","http://link.springer.com/chapter/10.1007/978-3-642-37988-8_3","Chapter"
"MyCmon: Cloud-Based Smart Home Monitoring for Elderly People and People with Disabilities","Ambient Assisted Living","","","","10.1007/978-3-319-01119-6_14","Paolo MongiovìFerdinando GrossiValentina BianchiAgostino LosardGuido MatrellaIlaria De MunariPaolo Ciampolini","2014","http://link.springer.com/chapter/10.1007/978-3-319-01119-6_14","Chapter"
"Towards an Acceptance Model for AAL","Human Factors in Computing and Informatics","","","","10.1007/978-3-642-39062-3_48","Gerhard LeitnerOana MitreaAnton J. Fercher","2013","http://link.springer.com/chapter/10.1007/978-3-642-39062-3_48","Chapter"
"The Day-to-Day Co-Production of Ageing in Place","Computer Supported Cooperative Work (CSCW)","","23","3","10.1007/s10606-014-9202-5","Rob ProcterTrisha GreenhalghJoe WhertonPaul SugarhoodMark RouncefieldSue Hinder","2014","http://link.springer.com/article/10.1007/s10606-014-9202-5","Article"
"Intuitive User Interfaces to Help Boost Adoption of Internet-of-Things and Internet-of-Content Services for All","Inter-cooperative Collective Intelligence: Techniques and Applications","","","","10.1007/978-3-642-35016-0_4","D. TektonidisC. KaragiannidisC. KouroupetroglouA. Koumpis","2014","http://link.springer.com/chapter/10.1007/978-3-642-35016-0_4","Chapter"
"Trajectory Data Analysis Over a Cloud-Based Framework for Smart City Analytics","Internet of Things Based on Smart Objects","","","","10.1007/978-3-319-00491-4_8","Eugenio CesarioCarmela ComitoDomenico Talia","2014","http://link.springer.com/chapter/10.1007/978-3-319-00491-4_8","Chapter"
"Smart Homes, RFID and Wandering","Handbook of Smart Homes, Health Care and Well-Being","","","","10.1007/978-3-319-01904-8_50-1","William D. KearnsJames L. Fozard","2014","http://link.springer.com/referenceworkentry/10.1007/978-3-319-01904-8_50-1","ReferenceWorkEntry"
"An IoT-Based Framework for Supporting Children with Autism Spectrum Disorder","Information Technology Convergence","","","","10.1007/978-94-007-6996-0_21","Ardiana SulaEvjola SpahoKeita MatsuoLeonard BarolliFatos XhafaRozeta Miho","2013","http://link.springer.com/chapter/10.1007/978-94-007-6996-0_21","Chapter"
"Has FQAS Something to Say on Taking Good Care of Our Elders?","Flexible Query Answering Systems","","","","10.1007/978-3-642-40769-7_5","María RosMiguel Molina-SolanaMiguel Delgado","2013","http://link.springer.com/chapter/10.1007/978-3-642-40769-7_5","Chapter"
"Vibroacoustic Monitoring: Techniques for Human Gait Analysis in Smart Homes","Ambient Assisted Living","","","","10.1007/978-3-642-37988-8_4","Klaus DobblerMoritz FišerMaria FellnerBernhard Rettenbacher","2014","http://link.springer.com/chapter/10.1007/978-3-642-37988-8_4","Chapter"
"LsW: Networked Home Automation in Living Environments","Ambient Assisted Living","","","","10.1007/978-3-642-37988-8_2","Frerk MüllerPeter HoffmannMelina FrenkenAndreas HeinOtthein Herzog","2014","http://link.springer.com/chapter/10.1007/978-3-642-37988-8_2","Chapter"
