Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"A Community Health Service Architecture Based on the Internet of Things on Health-Care","World Congress on Medical Physics and Biomedical Engineering May 26-31, 2012, Beijing, China","","","","10.1007/978-3-642-29305-4_345","Wu-ZhaoLiu Lei-hongHuang Yue-shanWu Xiao-ming","2013","http://link.springer.com/chapter/10.1007/978-3-642-29305-4_345","Chapter"
"A Remote Mutual Situation-Aware Model by Detecting Entrance and Exit Behaviors in Smart Home","Advances in Electric and Electronics","","","","10.1007/978-3-642-28744-2_23","Mengqiao ZhangJunbo WangZixue ChengLei JingYongping ChenKaoru YamagishiSong GuoAnh T. Pham","2012","http://link.springer.com/chapter/10.1007/978-3-642-28744-2_23","Chapter"
"Learning Structure of Human Behavior Patterns in a Smart Home System","Quantitative Logic and Soft Computing 2010","","","","10.1007/978-3-642-15660-1_1","Zeungnam BienSang Wan Lee","2010","http://link.springer.com/chapter/10.1007/978-3-642-15660-1_1","Chapter"
"Using IoT Technologies to Resolve the Food Safety Problem – An Analysis Based on Chinese Food Standards","Web Information Systems and Mining","","","","10.1007/978-3-642-33469-6_50","Yun GuWeili HanLirong ZhengBo Jin","2012","http://link.springer.com/chapter/10.1007/978-3-642-33469-6_50","Chapter"
"Processing and Adding Vibrancy to Sensor Data","Sensor Technologies","","","","10.1007/978-1-4302-6014-1_5","Michael J. McGrathCliodhna Ní Scanaill","2013","http://link.springer.com/chapter/10.1007/978-1-4302-6014-1_5","Chapter"
"Ambient Assisted Living Systems in Real-Life Situations: Experiences from the SOPRANO Project","Technologies for Active Aging","","","","10.1007/978-1-4419-8348-0_8","Ilse BierhoffSonja MüllerSandra Schoenrade-SprollSarah DelaneyPaula ByrneVesna DolničarBabis MagoutasYiannis VerginadisElena AvatangelouClaire Huijnen","2013","http://link.springer.com/chapter/10.1007/978-1-4419-8348-0_8","Chapter"
"Urban Planning and Smart Cities: Interrelations and Reciprocities","The Future Internet","","","","10.1007/978-3-642-30241-1_16","Leonidas G. AnthopoulosAthena Vakali","2012","http://link.springer.com/chapter/10.1007/978-3-642-30241-1_16","Chapter"
"From the Internet of Computers to the Internet of Things","From Active Data Management to Event-Based Systems and More","","","","10.1007/978-3-642-17226-7_15","Friedemann MatternChristian Floerkemeier","2010","http://link.springer.com/chapter/10.1007/978-3-642-17226-7_15","Chapter"
"VR-Smart Home","Internet of Things, Smart Spaces, and Next Generation Networking","","","","10.1007/978-3-642-32686-8_10","Mohammadali Heidari JozamErfaneh AllamehBauke De VriesHarry TimmermansMohammad Masoud","2012","http://link.springer.com/chapter/10.1007/978-3-642-32686-8_10","Chapter"
"1 Advances in Human-Friendly Robotic Technologies for Movement Assistance/Movement Restoration for People with Disabilities","Advances in Rehabilitation Robotics","","","","10.1007/10946978_1","Dimitar StefanovZ. Zenn Bien","2004","http://link.springer.com/chapter/10.1007/10946978_1","Chapter"
"Innovative Health Services Using Cloud Computing and Internet of Things","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-642-35377-2_58","Diego Gachet PáezFernando AparicioJuan R. AscanioAlberto Beaterio","2012","http://link.springer.com/chapter/10.1007/978-3-642-35377-2_58","Chapter"
"Smart Home Information Management System for Energy-Efficient Networks","Collaborative Systems for Reindustrialization","","","","10.1007/978-3-642-40543-3_42","Margherita PeruzziniMichele GermaniAlessandra PapettiAndrea Capitanelli","2013","http://link.springer.com/chapter/10.1007/978-3-642-40543-3_42","Chapter"
"Smart is the New Green","New Mega Trends","","","","10.1057/9781137008091_2","Sarwant Singh","2012","http://link.springer.com/chapter/10.1057/9781137008091_2","Chapter"
"Platform SOC for SMART Home","Proceedings of International Conference on VLSI, Communication, Advanced Devices, Signals & Systems and Networking (VCASAN-2013)","","","","10.1007/978-81-322-1524-0_7","Veena S. Chakravarthi","2013","http://link.springer.com/chapter/10.1007/978-81-322-1524-0_7","Chapter"
"International Initiatives in Technology and Aging","Technologies for Active Aging","","","","10.1007/978-1-4419-8348-0_12","Andrew SixsmithMaria Carrillo Ph.D.David PhillipsPeter Lansley B.Sc., M.Sc., Ph.D., M.C.I.O.B., F.C.O.T.Ryan Woolrych","2013","http://link.springer.com/chapter/10.1007/978-1-4419-8348-0_12","Chapter"
"A Study of Properties and Services of a Smart Home for the Elderly","HCI International 2013 - Posters’ Extended Abstracts","","","","10.1007/978-3-642-39476-8_132","Sun Jung LeeHyo Chang KimSang Min KoYong Gu Ji","2013","http://link.springer.com/chapter/10.1007/978-3-642-39476-8_132","Chapter"
"An IoT-Based Framework for Supporting Children with Autism Spectrum Disorder","Information Technology Convergence","","","","10.1007/978-94-007-6996-0_21","Ardiana SulaEvjola SpahoKeita MatsuoLeonard BarolliFatos XhafaRozeta Miho","2013","http://link.springer.com/chapter/10.1007/978-94-007-6996-0_21","Chapter"
"Ambient Interfaces for Elderly People at Home","Ambient Intelligence in Everyday Life","","","","10.1007/11825890_13","Fausto J. Sainz SalcesMichael BaskettDavid Llewellyn-JonesDavid England","2006","http://link.springer.com/chapter/10.1007/11825890_13","Chapter"
"Design of a Situation-Aware System for Abnormal Activity Detection of Elderly People","Active Media Technology","","","","10.1007/978-3-642-35236-2_57","Junbo WangZixue ChengMengqiao ZhangYinghui ZhouLei Jing","2012","http://link.springer.com/chapter/10.1007/978-3-642-35236-2_57","Chapter"
"The Role of Information Technology in Long-Term Care for Older People","Long-Term Care in Europe","","","","10.1057/9781137032348_12","Jenny BillingsStephanie CarreteroGeorgios KagialarisTasos MastroyiannakisSatu Meriläinen-Porras","2013","http://link.springer.com/chapter/10.1057/9781137032348_12","Chapter"
"How E-Inclusion and Innovation Policy Affect Digital Access and Use for Senior Citizens in Europe","Universal Access in Human-Computer Interaction. User and Context Diversity","","","","10.1007/978-3-642-39191-0_1","Stijn BannierRuediger GlottValérie Meijs","2013","http://link.springer.com/chapter/10.1007/978-3-642-39191-0_1","Chapter"
"A Novel Smart Home System","Instrumentation, Measurement, Circuits and Systems","","","","10.1007/978-3-642-27334-6_101","Ligeng YuXueen LiWeijuan Han","2012","http://link.springer.com/chapter/10.1007/978-3-642-27334-6_101","Chapter"
"A Telehealthcare System to Care for Older People Suffering from Metabolic Syndrome","Universal Access in Human-Computer Interaction. Users Diversity","","","","10.1007/978-3-642-21663-3_25","Kevin C. TsengChien-Lung HsuYu-Hao Chuang","2011","http://link.springer.com/chapter/10.1007/978-3-642-21663-3_25","Chapter"
"Technology for SMART HOME","Proceedings of International Conference on VLSI, Communication, Advanced Devices, Signals & Systems and Networking (VCASAN-2013)","","","","10.1007/978-81-322-1524-0_2","Santanu Das","2013","http://link.springer.com/chapter/10.1007/978-81-322-1524-0_2","Chapter"
"Mining of Sensor Data in Healthcare: A Survey","Managing and Mining Sensor Data","","","","10.1007/978-1-4614-6309-2_14","Daby SowDeepak S. TuragaMichael Schmidt","2013","http://link.springer.com/chapter/10.1007/978-1-4614-6309-2_14","Chapter"
"Gero-Technology: Old Age in the Electronic Jungle","Old Age In Europe","","","","10.1007/978-94-007-6134-6_7","Harald KünemundNele Tanschus","2013","http://link.springer.com/chapter/10.1007/978-94-007-6134-6_7","Chapter"
"Are Technologies Assisted Homes Safer for the Elderly?","Pervasive and Mobile Sensing and Computing for Healthcare","","","","10.1007/978-3-642-32538-0_2","S. C. MukhopadhyayN. K. SuryadevaraR. K. Rayudu","2013","http://link.springer.com/chapter/10.1007/978-3-642-32538-0_2","Chapter"
"Location-Aware Elderly Personal Safety Checking in Smart Home","Computer, Informatics, Cybernetics and Applications","","","","10.1007/978-94-007-1839-5_170","Bin XuZepeng HuPeiyou HanYujia Ge","2012","http://link.springer.com/chapter/10.1007/978-94-007-1839-5_170","Chapter"
"Smart Home Technologies: Insights into Generation-Specific Acceptance Motives","HCI and Usability for e-Inclusion","","","","10.1007/978-3-642-10308-7_22","Sylvia GaulMartina Ziefle","2009","http://link.springer.com/chapter/10.1007/978-3-642-10308-7_22","Chapter"
"Human Centered Interfaces for Assisted Living","Man-Machine Interactions 2","","","","10.1007/978-3-642-23169-8_1","Anastasios TefasIoannis Pitas","2011","http://link.springer.com/chapter/10.1007/978-3-642-23169-8_1","Chapter"
"Functional Assessment Technologies","Eldercare Technology for Clinical Practitioners","","","","10.1007/978-1-59745-233-5_2","Marilyn Rantz R.N.Ph.D.F.A.A.N.Marjorie SkubicKathryn BurksJie YuGeorge DemirisBrian K. HenselGregory L. AlexanderZhihai HeHarry W. TyrerMarc HamiltonJia LeeMarybeth Brown","2008","http://link.springer.com/chapter/10.1007/978-1-59745-233-5_2","Chapter"
"Toward Integrated Real-World Sensing Environment — Applications and Challenges","Theoretical Aspects of Distributed Computing in Sensor Networks","","","","10.1007/978-3-642-14849-1_27","Srdjan KrcoKonrad Wrona","2011","http://link.springer.com/chapter/10.1007/978-3-642-14849-1_27","Chapter"
"Security Requirements for Managing Smart Objects in Home Automation","Mobile Networks and Management","","","","10.1007/978-3-642-37935-2_18","Stefanie GerdesOlaf Bergmann","2013","http://link.springer.com/chapter/10.1007/978-3-642-37935-2_18","Chapter"
"Using Future Internet Infrastructure and Smartphones for Mobility Trace Acquisition and Social Interactions Monitoring","The Future Internet","","","","10.1007/978-3-642-30241-1_11","Athanasios AntoniouEvangelos TheodoridisIoannis ChatzigiannakisGeorgios Mylonas","2012","http://link.springer.com/chapter/10.1007/978-3-642-30241-1_11","Chapter"
"Collaborative Ecosystems in Ageing Support","Adaptation and Value Creating Collaborative Networks","","","","10.1007/978-3-642-23330-2_20","Luis M. Camarinha-MatosHamideh Afsarmanesh","2011","http://link.springer.com/chapter/10.1007/978-3-642-23330-2_20","Chapter"
"User Acceptance of the Intelligent Fridge: Empirical Results from a Simulation","The Internet of Things","","","","10.1007/978-3-540-78731-0_8","Matthias Rothensee","2008","http://link.springer.com/chapter/10.1007/978-3-540-78731-0_8","Chapter"
"Cyber-Physical Systems — Changing Economy and Society","Cyber-Physical Systems","","","","10.1007/978-3-642-29090-9_3","","2011","http://link.springer.com/chapter/10.1007/978-3-642-29090-9_3","Chapter"
"Introduction","Sensor Technologies","","","","10.1007/978-1-4302-6014-1_1","Michael J. McGrathCliodhna Ní Scanaill","2013","http://link.springer.com/chapter/10.1007/978-1-4302-6014-1_1","Chapter"
"Cases, Context, and Comfort: Opportunities for Case-Based Reasoning in Smart Homes","Designing Smart Homes","","","","10.1007/11788485_7","David LeakeAna MaguitmanThomas Reichherzer","2006","http://link.springer.com/chapter/10.1007/11788485_7","Chapter"
"Plans and Planning in Smart Homes","Designing Smart Homes","","","","10.1007/11788485_5","Richard SimpsonDebra SchreckenghostEdmund F. LoPrestiNed Kirsch","2006","http://link.springer.com/chapter/10.1007/11788485_5","Chapter"
"Multimodal Classification of Activities of Daily Living Inside Smart Homes","Distributed Computing, Artificial Intelligence, Bioinformatics, Soft Computing, and Ambient Assisted Living","","","","10.1007/978-3-642-02481-8_103","Vit LibalBhuvana RamabhadranNadia ManaFabio PianesiPaul ChippendaleOswald LanzGerasimos Potamianos","2009","http://link.springer.com/chapter/10.1007/978-3-642-02481-8_103","Chapter"
"Unobtrusive Sleep Posture Detection for Elder-Care in Smart Home","Aging Friendly Technology for Health and Independence","","","","10.1007/978-3-642-13778-5_9","Hongbo NiBessam AbdulrazakDaqing ZhangShu Wu","2010","http://link.springer.com/chapter/10.1007/978-3-642-13778-5_9","Chapter"
"Artificial Neural Networks in Smart Homes","Designing Smart Homes","","","","10.1007/11788485_9","Rezaul BeggRafiul Hassan","2006","http://link.springer.com/chapter/10.1007/11788485_9","Chapter"
"Telemedicine and Telemonitoring in Healthcare","Brain and Health Informatics","","","","10.1007/978-3-319-02753-1_20","Salmah F. A. AlsgaerXiaohui TaoJi ZhangHua WangZhi Guo","2013","http://link.springer.com/chapter/10.1007/978-3-319-02753-1_20","Chapter"
"ICT Interface Design for Ageing People and People with Dementia","Supporting People with Dementia Using Pervasive Health Technologies","","","","10.1007/978-1-84882-551-2_11","Jonathan WallaceMaurice D. MulvennaSuzanne MartinSharon StephensWilliam Burns","2010","http://link.springer.com/chapter/10.1007/978-1-84882-551-2_11","Chapter"
"Improving Health Services Using Cloud Computing, Big Data and Wireless Sensors","Ambient Assisted Living and Active Aging","","","","10.1007/978-3-319-03092-0_5","Diego Gachet PáezVíctor PadrónManuel de BuenagaFernando Aparicio","2013","http://link.springer.com/chapter/10.1007/978-3-319-03092-0_5","Chapter"
"The Smart Home Landscape: A Qualitative Meta-analysis","Toward Useful Services for Elderly and People with Disabilities","","","","10.1007/978-3-642-21535-3_25","Sam SolaimaniHarry BouwmanNico Baken","2011","http://link.springer.com/chapter/10.1007/978-3-642-21535-3_25","Chapter"
"Applications","The Emerging Domain of Cooperating Objects","","","","10.1007/978-3-642-16946-5_4","Prof. Dr. Pedro José MarrònDr. Stamatis KarnouskosDaniel MinderProf. Dr. Aníbal Ollero","2011","http://link.springer.com/chapter/10.1007/978-3-642-16946-5_4","Chapter"
"A Case Study of an Ambient Living and Wellness Management Health Care Model in Australia","Ambient Assistive Health and Wellness Management in the Heart of the City","","","","10.1007/978-3-642-02868-7_7","Jeffrey SoarAnne LivingstoneSzu-Yao Wang","2009","http://link.springer.com/chapter/10.1007/978-3-642-02868-7_7","Chapter"
"Smart Home for Elderly Using Optimized Number of Wireless Sensors","Advances in Wireless Sensors and Sensor Networks","","","","10.1007/978-3-642-12707-6_14","A. GaddamS. C. MukhopadhyayG. Sen Gupta","2010","http://link.springer.com/chapter/10.1007/978-3-642-12707-6_14","Chapter"
"Smart Silver Towns: Prospects and Challenges","Toward Useful Services for Elderly and People with Disabilities","","","","10.1007/978-3-642-21535-3_17","Sung Jun KimBharat Dave","2011","http://link.springer.com/chapter/10.1007/978-3-642-21535-3_17","Chapter"
"Smart Home Technology for the Elderly: Perceptions of Multidisciplinary Stakeholders","Constructing Ambient Intelligence","","","","10.1007/978-3-540-85379-4_37","Anne-mie SponseleeBen SchoutenDon BouwhuisCharles Willems","2008","http://link.springer.com/chapter/10.1007/978-3-540-85379-4_37","Chapter"
"Annotating Real-World Objects Using Semantic Entities","Wireless Sensor Networks","","","","10.1007/978-3-642-36672-7_5","Henning HasemannOliver KleineAlexander KröllerMyriam LeggieriDennis Pfisterer","2013","http://link.springer.com/chapter/10.1007/978-3-642-36672-7_5","Chapter"
"The Discovery and Development of the Silver Market in Germany","The Silver Market Phenomenon","","","","10.1007/978-3-642-14338-0_23","Carolin EitnerPeter EnsteGerhard NaegeleVerena Leve","2011","http://link.springer.com/chapter/10.1007/978-3-642-14338-0_23","Chapter"
"Smart Technology in the Field of Interior Design","Distributed, Ambient, and Pervasive Interactions","","","","10.1007/978-3-642-39351-8_53","Ela Tekkaya Poursani","2013","http://link.springer.com/chapter/10.1007/978-3-642-39351-8_53","Chapter"
"A Small but Significant Difference – The Role of Gender on Acceptance of Medical Assistive Technologies","HCI in Work and Learning, Life and Leisure","","","","10.1007/978-3-642-16607-5_6","Wiktoria WilkowskaSylvia GaulMartina Ziefle","2010","http://link.springer.com/chapter/10.1007/978-3-642-16607-5_6","Chapter"
"Technologies for Health Assessment, Promotion, and Assistance: Focus on Gerontechnology","Positive Neuropsychology","","","","10.1007/978-1-4614-6605-5_8","Maureen Schmitter-Edgecombe PhDAdriana Seelye MSDiane J. Cook PhD","2013","http://link.springer.com/chapter/10.1007/978-1-4614-6605-5_8","Chapter"
"Expanding the Technology Safety Envelope for Older Adults to Include Disaster Resilience","Technologies for Active Aging","","","","10.1007/978-1-4419-8348-0_5","Maggie Gibson Ph.D., C.PsychGloria Gutman Ph.D.Sandra Hirst R.N., Ph.D., G.N.C.(C)Kelly Fitzgerald Ph.D.Rory Fisher M.B., F.R.C.P. (C), F.R.C.P. (Ed.)Robert Roush Ed.D., M.P.H.","2013","http://link.springer.com/chapter/10.1007/978-1-4419-8348-0_5","Chapter"
"Uncertain Information Management for ADL Monitoring in Smart Homes","Intelligent Patient Management","","","","10.1007/978-3-642-00179-6_19","Xin HongChris NugentWeiru LiuJianbing MaSally McCleanBryan ScotneyMaurice Mulvenna","2009","http://link.springer.com/chapter/10.1007/978-3-642-00179-6_19","Chapter"
"Changing Role of Nurses in the Digital Era: Nurses and Telehealth","Handbook of Digital Homecare","","","","10.1007/978-3-642-01387-4_13","Sisira Edirippulige","2009","http://link.springer.com/chapter/10.1007/978-3-642-01387-4_13","Chapter"
"Supporting Independent Living of the Elderly with Mobile-Centric Ambient Intelligence: User Evaluation of Three Scenarios","Ambient Intelligence","","","","10.1007/978-3-540-76652-0_6","Marketta NiemeläRafael Gonzalez FuentetajaEija KaasinenJorge Lorenzo Gallardo","2007","http://link.springer.com/chapter/10.1007/978-3-540-76652-0_6","Chapter"
"Semantic Smart Homes: Towards Knowledge Rich Assisted Living Environments","Intelligent Patient Management","","","","10.1007/978-3-642-00179-6_17","Liming ChenChris NugentMaurice MulvennaDewar FinlayXin Hong","2009","http://link.springer.com/chapter/10.1007/978-3-642-00179-6_17","Chapter"
"Intelligent Decision-Making for a Smart Home Environment with Multiple Occupants","Computational Intelligence in Complex Decision Systems","","","","10.2991/978-94-91216-29-9_12","Andres MuñozJuan A. BotíaJuan Carlos Augusto","2010","http://link.springer.com/chapter/10.2991/978-94-91216-29-9_12","Chapter"
"Development of a Smart Home for Elder-People Based on Wireless Sensors","Smart Sensors and Sensing Technology","","","","10.1007/978-3-540-79590-2_24","Anuroop GaddamSubhas Chandra MukhopadhyayGourab Sen Gupta","2008","http://link.springer.com/chapter/10.1007/978-3-540-79590-2_24","Chapter"
"Survey of Smart Technologies for Fall Motion Detection: Techniques, Algorithms and Tools","Advances in Information Technology","","","","10.1007/978-3-642-35076-4_13","Orasa PatsaduChakarida NukoolkitBunthit Watanapa","2012","http://link.springer.com/chapter/10.1007/978-3-642-35076-4_13","Chapter"
"Design for Adapted Devices: An Evaluation Tool of Smart Things for Seniors","Universal Access in Human-Computer Interaction. Applications and Services for Quality of Life","","","","10.1007/978-3-642-39194-1_1","Javier BarcenillaCharles TijusDjamel AissaouiEric Brangier","2013","http://link.springer.com/chapter/10.1007/978-3-642-39194-1_1","Chapter"
"Sound Environment Analysis in Smart Home","Ambient Intelligence","","","","10.1007/978-3-642-34898-3_14","Mohamed A. SehiliBenjamin LecouteuxMichel VacherFrançois PortetDan IstrateBernadette DorizziJérôme Boudy","2012","http://link.springer.com/chapter/10.1007/978-3-642-34898-3_14","Chapter"
"R&D Strategy of HCI Technology for Aging","HCI International 2013 - Posters’ Extended Abstracts","","","","10.1007/978-3-642-39473-7_49","Sangil Kim","2013","http://link.springer.com/chapter/10.1007/978-3-642-39473-7_49","Chapter"
"Using Association Rule Mining to Discover Temporal Relations of Daily Activities","Toward Useful Services for Elderly and People with Disabilities","","","","10.1007/978-3-642-21535-3_7","Ehsan NazerfardParisa RashidiDiane J. Cook","2011","http://link.springer.com/chapter/10.1007/978-3-642-21535-3_7","Chapter"
"Sensors on My Bed: The Ups and Downs of In-Home Monitoring","Inclusive Society: Health and Wellbeing in the Community, and Care at Home","","","","10.1007/978-3-642-39470-6_2","Dana BradfordJill FreyneMohan Karunanithi","2013","http://link.springer.com/chapter/10.1007/978-3-642-39470-6_2","Chapter"
"Design of Interactive Technology for Ageing-In-Place","Universal Acess in Human Computer Interaction. Coping with Diversity","","","","10.1007/978-3-540-73279-2_107","Shaun W. LawsonDavid NutterPeter Wilson","2007","http://link.springer.com/chapter/10.1007/978-3-540-73279-2_107","Chapter"
"The Nature and Use of Surveillance Technologies in Residential Care","Inclusive Society: Health and Wellbeing in the Community, and Care at Home","","","","10.1007/978-3-642-39470-6_1","Ryan WoolrychAndrew SixsmithBen MortensonSteve RobinovitchFabio Feldman","2013","http://link.springer.com/chapter/10.1007/978-3-642-39470-6_1","Chapter"
"“Maybe It Becomes a Buddy, But Do Not Call It a Robot” – Seamless Cooperation between Companion Robotics and Smart Homes","Ambient Intelligence","","","","10.1007/978-3-642-25167-2_44","Claire HuijnenAtta BadiiHerjan van den HeuvelPraminda Caleb-SollyDaniel Thiemert","2011","http://link.springer.com/chapter/10.1007/978-3-642-25167-2_44","Chapter"
"The Discovery and Development of the Silver Market in Germany","The Silver Market Phenomenon","","","","10.1007/978-3-540-75331-5_22","P. EnsteG. NaegeleV. Leve","2008","http://link.springer.com/chapter/10.1007/978-3-540-75331-5_22","Chapter"
"AAL 4 ALL – A Matter of User Experience","Aging Friendly Technology for Health and Independence","","","","10.1007/978-3-642-13778-5_24","Gerhard LeitnerAnton Josef Fercher","2010","http://link.springer.com/chapter/10.1007/978-3-642-13778-5_24","Chapter"
"Behaviometrics for Identifying Smart Home Residents","Human Aspects in Ambient Intelligence","","","","10.2991/978-94-6239-018-8_4","Aaron S. CrandallDiane J. Cook","2013","http://link.springer.com/chapter/10.2991/978-94-6239-018-8_4","Chapter"
"Wrenching: Transient Migration from Commonality to Variability in Product Line Engineering of Smart Homes","Toward Useful Services for Elderly and People with Disabilities","","","","10.1007/978-3-642-21535-3_32","Sugam SharmaHen-I. YangJohnny WongCarl K. Chang","2011","http://link.springer.com/chapter/10.1007/978-3-642-21535-3_32","Chapter"
"Why Is My Home Not Smart?","Aging Friendly Technology for Health and Independence","","","","10.1007/978-3-642-13778-5_7","Patrick HolroydPhil WattenPaul Newbury","2010","http://link.springer.com/chapter/10.1007/978-3-642-13778-5_7","Chapter"
"Ontological Goal Modelling for Proactive Assistive Living in Smart Environments","Ubiquitous Computing and Ambient Intelligence. Context-Awareness and Context-Driven Interaction","","","","10.1007/978-3-319-03176-7_34","Joseph RaffertyLiming ChenChris Nugent","2013","http://link.springer.com/chapter/10.1007/978-3-319-03176-7_34","Chapter"
"A Predictive Analysis of the Night-Day Activities Level of Older Patient in a Health Smart Home","Ambient Assistive Health and Wellness Management in the Heart of the City","","","","10.1007/978-3-642-02868-7_44","Tareq HadidiNorbert Noury","2009","http://link.springer.com/chapter/10.1007/978-3-642-02868-7_44","Chapter"
"Semantic Reasoning in Context-Aware Assistive Environments to Support Ageing with Dementia","The Semantic Web – ISWC 2012","","","","10.1007/978-3-642-35173-0_14","Thibaut TiberghienMounir MokhtariHamdi AloulouJit Biswas","2012","http://link.springer.com/chapter/10.1007/978-3-642-35173-0_14","Chapter"
"Extended Empirical Comparison of the Two ConjointQFD Approaches and the CC-SEQFD New Approach on the Example of the Smart Home for Elderly People – Study 2","Integration of Preference Analysis Methods into Quality Function Deployment","","","","10.1007/978-3-8349-7075-6_7","Samah Abu-Assab","2012","http://link.springer.com/chapter/10.1007/978-3-8349-7075-6_7","Chapter"
"An Intelligent Homecare Emergency Service System for Elder Falling","World Congress on Medical Physics and Biomedical Engineering 2006","","","","10.1007/978-3-540-36841-0_114","Jiann-I PanCheng-Jie YungChung-Chao Liang M.D.Lien-Fu Lai","2007","http://link.springer.com/chapter/10.1007/978-3-540-36841-0_114","Chapter"
"Environmental Monitoring for Health and Wellness","Sensor Technologies","","","","10.1007/978-1-4302-6014-1_11","Michael J. McGrathCliodhna Ní Scanaill","2013","http://link.springer.com/chapter/10.1007/978-1-4302-6014-1_11","Chapter"
"Evaluating Energy Profiles as Resource of Context and as Added Value in Integrated and Pervasive Socio-Medical Technologies using LinkSmart Middleware","Wireless Mobile Communication and Healthcare","","","","10.1007/978-3-642-37893-5_48","Stefan AsaninPeter RosengrenTobias Brodén","2013","http://link.springer.com/chapter/10.1007/978-3-642-37893-5_48","Chapter"
"A Position Correction Method for RSSI Based Indoor-Localization","Databases in Networked Information Systems","","","","10.1007/978-3-642-25731-5_22","Taishi YoshidaJunbo WangZixue Cheng","2011","http://link.springer.com/chapter/10.1007/978-3-642-25731-5_22","Chapter"
"Technology Usage for Dependant People: Towards the Right Balance between User Needs and Technology","Computers Helping People with Special Needs","","","","10.1007/978-3-540-27817-7_132","C. PenaudM. MokhtariB. Abdulrazak","2004","http://link.springer.com/chapter/10.1007/978-3-540-27817-7_132","Chapter"
"Impact Analysis of Assessment, Consultation and Education Services to Support the Adoption of Smart Home Technologies, Innovations for Chronic Disease Prevention and Solutions for Independent Living","Impact Analysis of Solutions for Chronic Disease Prevention and Management","","","","10.1007/978-3-642-30779-9_3","James BarrientosJeffrey SoarYing Su","2012","http://link.springer.com/chapter/10.1007/978-3-642-30779-9_3","Chapter"
"A Gesture Based System for Context – Sensitive Interaction with Smart Homes","Ambient Assisted Living","","","","10.1007/978-3-642-18167-2_15","Robert NeßelrathChensheng LuChristian H. SchulzJochen FreyJan Alexandersson","2011","http://link.springer.com/chapter/10.1007/978-3-642-18167-2_15","Chapter"
