"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Smart city architecture for community level services through the internet of things","R. Jalali; K. El-khatib; C. McGregor","University of Ontario Institute of Technology, Oshawa, ON, Canada; University of Ontario Institute of Technology, Oshawa, ON, Canada; University of Ontario Institute of Technology, Oshawa, ON, Canada","2015 18th International Conference on Intelligence in Next Generation Networks","","2015","","","108","113","","","","10.1109/ICIN.2015.7073815","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7073815","Smart Cities;Internet of Things (IoT);network architecture;big data analysis;Wireless Sensor Network (WSN)","Cities and towns;Computer architecture;Communities;Mobile handsets;Wireless sensor networks;Intelligent sensors","Internet of Things","smart city architecture;community level services;Internet of Things;urban environments;air pollution;traffic congestion;waste management;energy management;Information and Communication Technologies;city management;community service providers;planning","","","","","","","","","IEEE","IEEE Conferences"
"On state encoding against power analysis attacks for finite state controllers","R. Agrawal; R. Vemuri","Digital Design Environments Laboratory, School of Electronics and Computing Systems, University of Cincinnati, Cincinnati, Ohio USA; Digital Design Environments Laboratory, School of Electronics and Computing Systems, University of Cincinnati, Cincinnati, Ohio USA","2018 IEEE International Symposium on Hardware Oriented Security and Trust (HOST)","","2018","","","181","186","","","","10.1109/HST.2018.8383911","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8383911","Power Analysis;Finite State Controllers;Satisfiability Checking;Boolean Constraints","Encoding;Security;High definition video;Hamming weight;Hamming distance;Registers;Integrated circuit modeling","cryptography;domestic appliances;finite state machines;Internet of Things;safety-critical software","power analysis attacks;finite state controllers;environment/infrastructure monitoring;health care;drones;side-channel attacks;low-power defense methods;secure state encoding;graded security metric;FSM controllers;power side-channel;Hamming attack models;safety-critical systems;finite-state machine;small-scale electronic appliances;small-scale IoT devices","","","","","","","","","IEEE","IEEE Conferences"
"Applying the Internet of Things (IoT) to biomedical development for surgical research and healthcare professional training","I. R. de la Borbolla; M. Chicoskie; T. Tinnell","Biomedical Research and Development Department, Mibio | Medical, LLC, Memphis, Tennessee, USA; Biomedical Research and Development Department, Mibio | Medical, LLC, Memphis, Tennessee, USA; Healthcare and Public Sector Technical Leader, IBM Corporation, Nashville, Tennessee, USA","2017 IEEE Technology & Engineering Management Conference (TEMSCON)","","2017","","","335","341","","","","10.1109/TEMSCON.2017.7998399","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7998399","Biomedical;Surgical Training;Femoral Surgery;Bicortical;Internet of Things;Model-Driven Development;Software Engineering;Hardware Engineering;Systems Engineering;Cognitive Computing","Surgery;Hardware;Training;Software;Fixtures;Research and development management;Conferences","biological tissues;biomedical education;health care;Internet of Things;learning (artificial intelligence);medical computing;surgery","Internet-of-Things;biomedical development;surgery;healthcare professional training;hard tissues;soft tissues;medical instruments;program insurance;bicortical drilling conditions","","","","","","","","","IEEE","IEEE Conferences"
"Integrating NEMS/MEMS with IoT applications into an innovative ECE senior elective course","M. El-Sharkawy; S. Shayesteh; M. Rizkalla","Department of Electrical and Computer Engineering, Indiana University Purdue University Indianapolis (IUPUI), Indianapolis, Indiana; Department of Electrical and Computer Engineering, Indiana University Purdue University Indianapolis (IUPUI), Indianapolis, Indiana; Department of Electrical and Computer Engineering, Indiana University Purdue University Indianapolis (IUPUI), Indianapolis, Indiana","2017 IEEE Frontiers in Education Conference (FIE)","","2017","","","1","5","","","","10.1109/FIE.2017.8190447","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8190447","MEMS;NEMS;IoT;Applications;ECE","Micromechanical devices;Nanoelectromechanical systems;Sensors;Wireless communication;Tools;Wireless sensor networks","computer aided instruction;educational courses;electrical engineering education;electronic engineering computing;electronic engineering education;Internet of Things;micromechanical devices;nanoelectromechanical devices;nanotechnology;system-on-chip;telecommunication computing;telecommunication engineering education","IoT devices;wireless systems;advanced devices;micro dimensions;nanoscale dimensions;IoT applications;innovative ECE senior elective course;renewable energies;health sciences;consumer electronics;information technology;nanotechnology materials;hardware designs;microtechnology devices;MEMS devices;micromotors;nanomotors;MEMS interfaces;software designs;course features hands-on practice;NEMS devices;microrobots;nanorobots;NEMS integration;MEMS integration;NEMS interfaces;microelectromechanical systems;nanoelectromechanical systems","","","","","","","","","IEEE","IEEE Conferences"
"Health capability: The representation of IoT in health domain among Jakartans","T. Prayoga; J. Abraham","Psychology Department, Bina Nusantara University, Jakarta, Indonesia; Psychology Department, Bina Nusantara University, Jakarta, Indonesia","2016 International Conference on Advanced Computer Science and Information Systems (ICACSIS)","","2016","","","103","110","","","","10.1109/ICACSIS.2016.7872789","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7872789","Internet of Things;Health Capability;Representation;Psychotechnology","","Internet of Things;medical information systems;socio-economic effects","health capability;IoT;health domain;Jakartans;social functions;health related purposes;health capabilities;Greater Jakarta;social representation;Voyant tool;words cirrus;practical agency freedom limitations;individual dispositions;economic status","","","","","","","","","IEEE","IEEE Conferences"
"Development of an automatic urine monitoring device using cross-selectivity sensing principle","B. Ioller; N. Miki","Department of Mechanical Engineering, Keio University, 3-4-1 Hiyoshi, Yokohama, Kanagawa 223-8522, Japan; Department of Mechanical Engineering, Keio University, 3-4-1 Hiyoshi, Yokohama, Kanagawa 223-8522, Japan","2018 International Conference on Electronics Packaging and iMAPS All Asia Conference (ICEP-IAAC)","","2018","","","324","327","","","","10.23919/ICEP.2018.8374315","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8374315","Urine Monitoring;Capillarity;Cross-sensing;IoT;ESP32","Sensors;Heating systems;Monitoring;Medical services;Conductivity;Fabrication;Image color analysis","capillarity;health care;Internet of Things;patient care;patient diagnosis;patient monitoring","healthcare application;automatic urine monitoring device;cross-selectivity sensing principle;IoT application;home care;healthcare service;urine remote analysis;bio-marker;capillarity effect;urine simulation;heatwave prevention;Japan;ESP32 module","","","","","","","","","IEEE","IEEE Conferences"
"Design and Implementation of Meal Information Collection System Using IoT Wireless Tags","K. Kaiya; A. Koyama","NA; NA","2016 10th International Conference on Complex, Intelligent, and Software Intensive Systems (CISIS)","","2016","","","503","508","","","","10.1109/CISIS.2016.66","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7791934","IoT;Meal information collection;Meal record;Health care;Sensor;Tag","","health care;image recognition;information systems;Internet of Things;mobile computing;smart phones","meal information collection system;Internet of Things;IoT wireless tag;smart phone;image recognition;health care","","","","","","","","","IEEE","IEEE Conferences"
"Wireless subsurface sensors for remote transportation infrastructure management","P. Fortier; B. Viall","Electrical and Computer Engineering Department, University of Massachusetts Dartmouth, North Dartmouth, MA. 02747-2300 USA; Electrical and Computer Engineering Department, University of Massachusetts Dartmouth, North Dartmouth, MA. 02747-2300 USA","2016 IEEE SENSORS","","2016","","","1","3","","","","10.1109/ICSENS.2016.7808727","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7808727","RF Smart Sensors;Internet of Things;Decision Support System","Roads;Radio frequency;Springs;Intelligent sensors;Decision support systems","computerised instrumentation;decision support systems;Internet;Internet of Things;transportation;underground equipment;wireless sensor networks","wireless subsurface underground sensor;remote transportation infrastructure management;road traffic;roadway damage;decision support system;Internet of Things connectivity method;seasonal load restriction;roadway health forecasting;national roadway management agency","","","","","","","","","IEEE","IEEE Conferences"
"Exploiting Context-Aware Capabilities over the Internet of Things for Industry 4.0 Applications","I. Bisio; C. Garibotto; A. Grattarola; F. Lavagetto; A. Sciarrone","NA; NA; NA; NA; NA","IEEE Network","","2018","32","3","101","107","","","","10.1109/MNET.2018.1700355","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8370886","","Ambient intelligence;Context-aware services;Smart phones;Sensors;Internet of Things;Smart manufacturing","Internet of Things;production engineering computing;production facilities;ubiquitous computing","ubiquitous devices;connected devices;smart products;ambient intelligence;context awareness;IoT;smart factory;context-aware capabilities;internet of things;Industry 4.0 applications;efficient production;management processes;smart devices;so-called DIKW hierarchy;smart home;smart health scenarios","","","","","","","","","IEEE","IEEE Journals & Magazines"
"Internet of Thing based healthcare monitoring system","S. Chaudhury; D. Paul; R. Mukherjee; S. Haldar","Department of Computer Science and Engineering, University of Engineering and Management, Kolkata, India; Department of Computer Science and Engineering, University of Engineering and Management, Kolkata, India; Department of Computer Science and Engineering, University of Engineering and Management, Kolkata, India; Department of Computer Science and Engineering, University of Engineering and Management, Kolkata, India","2017 8th Annual Industrial Automation and Electromechanical Engineering Conference (IEMECON)","","2017","","","346","349","","","","10.1109/IEMECON.2017.8079620","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8079620","Internet of Thing(IoT);Atmega328p microcontroller;GSM Modem;ECG Sensor;Temperature Sensor (LM35);Heartbeat Sensor;Wi-Fi module(ESP 8266);L.C.D;Wireless Body Sensor Network(WBSN);Graphical User Interface(GUI)","Medical services;Monitoring;Wireless fidelity;Temperature sensors;Temperature measurement;Microcontrollers;Wireless sensor networks","cloud computing;computer network security;health care;Internet of Things;medical information systems;open systems;patient monitoring;telemedicine;wireless LAN","physical devices;transmit data;data interoperability methods;wireless communication;Wi-Fi module;quality healthcare;Internet of Things;healthcare monitoring system;remote monitoring system;healthcare communication method;IoT","","","","","","","","","IEEE","IEEE Conferences"
"The future of data privacy and security concerns in Internet of Things","Z. A. Solangi; Y. A. Solangi; S. Chandio; M. bt. S. Abd. Aziz; M. S. bin Hamzah; A. Shah","Kulliyah of Information and Communication Technology, International Islamic University Malaysia, Kuala Lumpur; Computer Science Department Shah Abdul University Khairpur Pakistan; Institute of Mathematics & Computer Science, University of Sindh Jamshoro, Pakistan; Kulliyah of Information and Communication Technology, International Islamic University Malaysia, Kuala Lumpur; Kulliyah of Information and Communication Technology, International Islamic University Malaysia, Kuala Lumpur; Kulliyah of Information and Communication Technology, International Islamic University Malaysia, Kuala Lumpur","2018 IEEE International Conference on Innovative Research and Development (ICIRD)","","2018","","","1","4","","","","10.1109/ICIRD.2018.8376320","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8376320","IoT Security;Internet of Health Things;Privacy;Trust;network security","Security;Internet of Things;Privacy;Medical services;Organizations;Data privacy","data privacy;Internet of Things;security of data","Internet of Medical Things;malicious attacks;Industrial Internet of Things;IoT devices;smart objects;IoT connectivity;laundry machines;smart home appliances;world-spanning information fabric;massive data centers;ambient network-computing environment;invisible network-computing environment;immersive network-computing environment;global network-computing environment;security concerns;data privacy","","","","","","","","","IEEE","IEEE Conferences"
"Internet of medical things: Architectural model, motivational factors and impediments","M. Irfan; N. Ahmad","Dept. of Computer Science, King Khaild University, Abha, Kingdom of Saudi Arabia; Dept. of Information System, King Khaild University, Abha, Kingdom of Saudi Arabia","2018 15th Learning and Technology Conference (L&T)","","2018","","","6","13","","","","10.1109/LT.2018.8368495","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8368495","Internet of Things;Internet of Medical Things (IoMT);Motivational Factors for IoMT;Impediments for IoMT;Architecture of IoMT","Medical services;Internet of Things;Security;Computer architecture;Protocols;Logic gates;Cloud computing","data privacy;health care;Internet of Things;medical computing","medical professionals;architectural model;motivational factors;medical field;innovation adoption;content analysis;Internet of medical things;IoMT security;healthcare industry","","","","","","","","","IEEE","IEEE Conferences"
"Multidisciplinary approaches to achieving efficient and trustworthy eHealth monitoring systems","A. Sawand; S. Djahel; Z. Zhang; F. Naït-Abdesselam","Paris Descartes University, Paris, France; University College Dublin, Dublin, Ireland; TELECOM Lille, France; Paris Descartes University, Paris, France","2014 IEEE/CIC International Conference on Communications in China (ICCC)","","2014","","","187","192","","","","10.1109/ICCChina.2014.7008269","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7008269","Wireless body area network;eHealthcare;Cyber Physical Systems;Mobile Crowd Sensing","Monitoring;Sensors;Security;Medical diagnostic imaging;Wireless sensor networks;Privacy;Wireless communication","body area networks;cloud computing;data handling;health care;Internet of Things;patient monitoring;trusted computing","multidisciplinary approach;efficient eHealth monitoring systems;trustworthy eHealth monitoring systems;rapid technological convergence;Internet of Things;IoT;wireless body area networks;WBAN;cloud computing;e-health care;medical care;patient-centric health monitoring;architectural framework;data collection;secure patient-centric monitoring schemes","","","","","","","","","IEEE","IEEE Conferences"
"Slice as a Service (SlaaS) Optimal IoT Slice Resources Orchestration","V. Sciancalepore; F. Cirillo; X. Costa-Perez","NA; NA; NA","GLOBECOM 2017 - 2017 IEEE Global Communications Conference","","2017","","","1","7","","","","10.1109/GLOCOM.2017.8254529","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8254529","","5G mobile communication;Quality of service;Mobile computing;Resource management;Monitoring","cloud computing;Internet;mobile radio","IoT Slice resources orchestration;network slice broker;enhanced mobile broadband;network slices as a service;massive IoT network slices services;IoT Broker;network operators;e-health;network resources;network slicing;traffic characteristics;mobile networks;smart devices;SlaaS","","","","","","","","","IEEE","IEEE Conferences"
"A survey on the challenges and opportunities of the Internet of Things (IoT)","L. Farhan; S. T. Shukur; A. E. Alissa; M. Alrweg; U. Raza; R. Kharel","School of Engineering, Manchester Metropolitan University, UK &amp; University of Diyala, Iraq; Faculty of Medicine and Health Sciences, Macquarie University, Australia; School of Computer Science, University of Plymouth, UK; School of Engineering, Manchester Metropolitan University, UK; School of Engineering, Manchester Metropolitan University, UK; School of Engineering, Manchester Metropolitan University, UK","2017 Eleventh International Conference on Sensing Technology (ICST)","","2017","","","1","5","","","","10.1109/ICSensT.2017.8304465","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8304465","Internet of Things (IoT);Wireless Sensor Network (WSN);Future Network;Future Challenges","Protocols;Internet of Things;Wireless sensor networks;Security;Peer-to-peer computing;Routing;Sensors","Internet of Things","Internet of Things;network of the future;NoF;smart IoT devices","","","","","","","","","IEEE","IEEE Conferences"
"Active Plant Wall for Green Indoor Climate Based on Cloud and Internet of Things","Y. Liu; K. Akram Hassan; M. Karlsson; O. Weister; S. Gong","Department of Science and Technology, LiU—Campus Norrköping, Norrköping, Sweden; Department of Science and Technology, LiU—Campus Norrköping, Norrköping, Sweden; Department of Science and Technology, LiU—Campus Norrköping, Norrköping, Sweden; Vertical Plants System Sweden AB, Norrköping, Sweden; Department of Science and Technology, LiU—Campus Norrköping, Norrköping, Sweden","IEEE Access","","2018","6","","33631","33644","","","","10.1109/ACCESS.2018.2847440","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8385092","Internet of Things;Azure cloud;IoT hub;remote monitoring and control;plant wall system","Cloud computing;Monitoring;Meteorology;ZigBee;Data visualization;Servers;Wireless fidelity","air pollution control;air quality;carbon compounds;civil engineering computing;cloud computing;condition monitoring;environmental science computing;indoor environment;Internet of Things;vegetation;walls","green indoor climate;indoor climate monitoring;active plant wall system;volatile organic compounds;carbon dioxide concentration;remote monitoring;Azure public cloud platform;Internet of Things","","","","","","","","","IEEE","IEEE Journals & Magazines"
"An AHP-Based Risk Assessment for an Industrial IoT Cloud","Y. Huang; W. Sun","NA; NA","2018 IEEE International Conference on Software Quality, Reliability and Security Companion (QRS-C)","","2018","","","637","638","","","","10.1109/QRS-C.2018.00112","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8432040","cloud risk assessment;analytic hierarchy process;industrial internet-of-things","Risk management;Integrated circuits;Analytic hierarchy process;Analytical models;Benchmark testing;Computer security","analytic hierarchy process;cloud computing;Internet of Things;production engineering computing;risk management;security of data","IIoT cloud;AHP-based risk assessment;industrial IoT cloud;Industrial Internet-of-Things Cloud;collaborative platform;remote controlling;automatic producing;interconnected network;IIoT network;cloud services;IoT devices;risk assessment model;Analytic Hierarchy Process","","","","","","","","","IEEE","IEEE Conferences"
"A user experience framework and model within experiential living labs for Internet of Things","M. Pallot; K. Pawar; R. Santoro","CCE, Nottingham University Business School, UK; CCE, Nottingham University Business School, UK; Collaborative Engineering, Italy","2013 International Conference on Engineering, Technology and Innovation (ICE) & IEEE International Technology Management Conference","","2013","","","1","15","","","","10.1109/ITMC.2013.7352688","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7352688","Living Lab;UX Framework;UX Model;Experiential Design;User Co-creation;User Experience","Business;Context;Technological innovation;Collaboration;Cultural differences;Internet of things;Context modeling","human computer interaction;human factors;Internet of Things;user centred design","user experience framework;user experience model;UX model;IoT application;Internet of Thing application;Internet of Things-based service;IoT based service;Living Lab experiential design process","","","","","","","","","IEEE","IEEE Conferences"
