"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Using Smartphones in Healthcare and to Save Lives","G. Kiss","NA","2011 International Conference on Internet of Things and 4th International Conference on Cyber, Physical and Social Computing","","2011","","","614","619","","","","10.1109/iThings/CPSCom.2011.90","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6142189","smartphone;healthcare;save live","Smart phones;Sensors;Global Positioning System;Diseases;Vehicles;Fluids;Home appliances","alarm systems;biomedical communication;Global Positioning System;gyroscopes;health care;patient monitoring;radiocommunication;sensors;smart phones","smartphones;healthcare;jogging;walking;travelling;standing;GPS coordinates;gyroscope;portable sensors;wireless communication;momentary state of health;fluid;calories;bodily position;ambulance;patient condition;GPS positions;life-saving information;driver indisposition;steering wheel;pedals;hazard warning flasher;measured data;pulse counter;sphygmograph;defibrillator","","","","","","","","","IEEE","IEEE Conferences"
"Ultra-Low Power, Secure IoT Platform for Predicting Cardiovascular Diseases","M. Yasin; T. Tekeste; H. Saleh; B. Mohammad; O. Sinanoglu; M. Ismail","Department of Electrical and Computer Engineering, Tandon School of Engineering, New York University, New York City, NY, USA; Khalifa Semiconductor Research Center, Khalifa University, Abu Dhabi, UAE; Khalifa Semiconductor Research Center, Khalifa University, Abu Dhabi, UAE; Khalifa Semiconductor Research Center, Khalifa University, Abu Dhabi, UAE; Engineering Division, New York University Abu Dhabi, Abu Dhabi, UAE; Khalifa Semiconductor Research Center, Khalifa University, Abu Dhabi, UAE","IEEE Transactions on Circuits and Systems I: Regular Papers","","2017","64","9","2624","2637","","","","10.1109/TCSI.2017.2694968","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7927419","ECG;biomedical classifier;ventricular arrythmia;Internet of Things;hardware security;design-for-trust","Electrocardiography;Security;Hardware;Reverse engineering;System-on-chip;Integrated circuit modeling","application specific integrated circuits;cardiovascular system;diseases;electrocardiography;Internet of Things;medical signal processing;power aware computing;power consumption;telecommunication channels;telecommunication security","cardiovascular diseases;Internet-of-Things;health-care sector;noninvasive patient monitoring;IoT-enabled medical devices;low-power ECG-processors;ultralow power;secure IoT sensing-preprocessing platform;ventricular arrhythmia;ECG signals;application specific integrated circuits;low power enhanced technology;chip-specific ECG;communication channel;thwarting hardware security;on-chip resources;multilayered security infrastructure;design-for-trust solution","","","","","","","","","IEEE","IEEE Journals & Magazines"
"Survey of platforms for massive IoT","H. Hejazi; H. Rajab; T. Cinkler; L. Lengyel","Department of Automation and Applied Informatics, Budapest University of Technology and Economics, Budapest, Hungary; Department of Telecommunications and Media Informatics, Budapest University of Technology and Economics, Budapest, Hungary; Department of Telecommunications and Media Informatics, Budapest University of Technology and Economics, Budapest, Hungary; Department of Automation and Applied Informatics, Budapest University of Technology and Economics, Budapest, Hungary","2018 IEEE International Conference on Future IoT Technologies (Future IoT)","","2018","","","1","8","","","","10.1109/FIOT.2018.8325598","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8325598","Internet;IoT;Massive IoT;Platforms;Protocols;M2M;LWM2M;CoAP;NB-IoT;LoRa;LPWAN","Protocols;Sensors;Cloud computing;Machine-to-machine communications;Object recognition;Internet of Things","Internet of Things;ubiquitous computing","everyday objects;smart cities;smart agriculture;smart healthcare;smart manufacturing;IoT building elements;state-of-the-art IoT platforms;prominent technology;backend systems;Internet of things","","","","","","","","","IEEE","IEEE Conferences"
"On state encoding against power analysis attacks for finite state controllers","R. Agrawal; R. Vemuri","Digital Design Environments Laboratory, School of Electronics and Computing Systems, University of Cincinnati, Cincinnati, Ohio USA; Digital Design Environments Laboratory, School of Electronics and Computing Systems, University of Cincinnati, Cincinnati, Ohio USA","2018 IEEE International Symposium on Hardware Oriented Security and Trust (HOST)","","2018","","","181","186","","","","10.1109/HST.2018.8383911","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8383911","Power Analysis;Finite State Controllers;Satisfiability Checking;Boolean Constraints","Encoding;Security;High definition video;Hamming weight;Hamming distance;Registers;Integrated circuit modeling","cryptography;domestic appliances;finite state machines;Internet of Things;safety-critical software","power analysis attacks;finite state controllers;environment/infrastructure monitoring;health care;drones;side-channel attacks;low-power defense methods;secure state encoding;graded security metric;FSM controllers;power side-channel;Hamming attack models;safety-critical systems;finite-state machine;small-scale electronic appliances;small-scale IoT devices","","","","","","","","","IEEE","IEEE Conferences"
"Applying the Internet of Things (IoT) to biomedical development for surgical research and healthcare professional training","I. R. de la Borbolla; M. Chicoskie; T. Tinnell","Biomedical Research and Development Department, Mibio | Medical, LLC, Memphis, Tennessee, USA; Biomedical Research and Development Department, Mibio | Medical, LLC, Memphis, Tennessee, USA; Healthcare and Public Sector Technical Leader, IBM Corporation, Nashville, Tennessee, USA","2017 IEEE Technology & Engineering Management Conference (TEMSCON)","","2017","","","335","341","","","","10.1109/TEMSCON.2017.7998399","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7998399","Biomedical;Surgical Training;Femoral Surgery;Bicortical;Internet of Things;Model-Driven Development;Software Engineering;Hardware Engineering;Systems Engineering;Cognitive Computing","Surgery;Hardware;Training;Software;Fixtures;Research and development management;Conferences","biological tissues;biomedical education;health care;Internet of Things;learning (artificial intelligence);medical computing;surgery","Internet-of-Things;biomedical development;surgery;healthcare professional training;hard tissues;soft tissues;medical instruments;program insurance;bicortical drilling conditions","","","","","","","","","IEEE","IEEE Conferences"
"Integrating NEMS/MEMS with IoT applications into an innovative ECE senior elective course","M. El-Sharkawy; S. Shayesteh; M. Rizkalla","Department of Electrical and Computer Engineering, Indiana University Purdue University Indianapolis (IUPUI), Indianapolis, Indiana; Department of Electrical and Computer Engineering, Indiana University Purdue University Indianapolis (IUPUI), Indianapolis, Indiana; Department of Electrical and Computer Engineering, Indiana University Purdue University Indianapolis (IUPUI), Indianapolis, Indiana","2017 IEEE Frontiers in Education Conference (FIE)","","2017","","","1","5","","","","10.1109/FIE.2017.8190447","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8190447","MEMS;NEMS;IoT;Applications;ECE","Micromechanical devices;Nanoelectromechanical systems;Sensors;Wireless communication;Tools;Wireless sensor networks","computer aided instruction;educational courses;electrical engineering education;electronic engineering computing;electronic engineering education;Internet of Things;micromechanical devices;nanoelectromechanical devices;nanotechnology;system-on-chip;telecommunication computing;telecommunication engineering education","IoT devices;wireless systems;advanced devices;micro dimensions;nanoscale dimensions;IoT applications;innovative ECE senior elective course;renewable energies;health sciences;consumer electronics;information technology;nanotechnology materials;hardware designs;microtechnology devices;MEMS devices;micromotors;nanomotors;MEMS interfaces;software designs;course features hands-on practice;NEMS devices;microrobots;nanorobots;NEMS integration;MEMS integration;NEMS interfaces;microelectromechanical systems;nanoelectromechanical systems","","","","","","","","","IEEE","IEEE Conferences"
"Towards hierarchical cooperative analytics architecture in law enforcement agencies","L. Alawneh; M. Said; Z. Al-Sharif","Department of Software Engineering, Jordan University of Science &amp; Technology, Irbid, Jordan; GE Healthcare, Wisconsin, USA; Department of Software Engineering, Jordan University of Science &amp; Technology, Irbid, Jordan","2017 8th International Conference on Information, Intelligence, Systems & Applications (IISA)","","2017","","","1","6","","","","10.1109/IISA.2017.8316400","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8316400","Big Data;Intelligent Agents;Ontologies;Metamodels;Data Mining","Big Data;Data mining;Real-time systems;Organizations;Intelligent agents;Databases;Law enforcement","Big Data;criminal law;data analysis;data mining;Internet;Internet of Things;national security;ontologies (artificial intelligence);security of data;social networking (online);terrorism","information technology;social networks;trustful activities;suspicious activities;illegal activities;crimes;hierarchical cooperative analytics architecture;Big Data Analytics;law enforcement agencies;crime investigation;safety;national security;security;terror attacks","","","","","","","","","IEEE","IEEE Conferences"
"A study of the neighbor unreachability detection mechanism to improve performance of RPL protocol","L. Pradittasnee","Faculty of Information Technology, King Mongkut's Institute of Technology Ladkrabang, Bangkok, Thailand","2016 8th International Conference on Information Technology and Electrical Engineering (ICITEE)","","2016","","","1","6","","","","10.1109/ICITEED.2016.7863233","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7863233","","Routing;Routing protocols;Wireless communication;Hardware;Network topology;Probes","Internet of Things;routing protocols","neighbor unreachability detection mechanism;RPL protocol;Internet of Thing;Internet engineering task force;IPv6 routing protocol for low-power and lossy networks;IoT devices;NUD mechanism;Zolertia Z1 motes;packets;DIO messages;packet reception ratio","","","","","","","","","IEEE","IEEE Conferences"
"The application of IOT in medical system","Dongxin Lu; Tao Liu","Software College, Nanchang University, China; Information Engineering School, Nanchang University, China","2011 IEEE International Symposium on IT in Medicine and Education","","2011","1","","272","275","","","","10.1109/ITiME.2011.6130831","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6130831","RFID;IOT;ECG monitoring;telemedicine;clinical care","Telemedicine;Medical diagnostic imaging;Internet;Hospitals;Radiofrequency identification","Internet;telemedicine","IOT function;medical system;Internet of things;telemedicine","","","","","","","","","IEEE","IEEE Conferences"
"Voice Pathology Detection Using Deep Learning on Mobile Healthcare Framework","M. Alhussein; G. Muhammad","Department of Computer Engineering, College of Computer and Information Sciences, King Saud University, Riyadh, Saudi Arabia; Department of Computer Engineering, College of Computer and Information Sciences, King Saud University, Riyadh, Saudi Arabia","IEEE Access","","2018","6","","41034","41041","","","","10.1109/ACCESS.2018.2856238","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8411437","Mobile multimedia healthcare;voice pathology detection;deep learning;Saarbrucken voice database","Pathology;Medical services;Databases;Cloud computing;Machine learning;Feature extraction;Servers","","","","","","","","","","","IEEE","IEEE Journals & Magazines"
"Development of an automatic urine monitoring device using cross-selectivity sensing principle","B. Ioller; N. Miki","Department of Mechanical Engineering, Keio University, 3-4-1 Hiyoshi, Yokohama, Kanagawa 223-8522, Japan; Department of Mechanical Engineering, Keio University, 3-4-1 Hiyoshi, Yokohama, Kanagawa 223-8522, Japan","2018 International Conference on Electronics Packaging and iMAPS All Asia Conference (ICEP-IAAC)","","2018","","","324","327","","","","10.23919/ICEP.2018.8374315","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8374315","Urine Monitoring;Capillarity;Cross-sensing;IoT;ESP32","Sensors;Heating systems;Monitoring;Medical services;Conductivity;Fabrication;Image color analysis","capillarity;health care;Internet of Things;patient care;patient diagnosis;patient monitoring","healthcare application;automatic urine monitoring device;cross-selectivity sensing principle;IoT application;home care;healthcare service;urine remote analysis;bio-marker;capillarity effect;urine simulation;heatwave prevention;Japan;ESP32 module","","","","","","","","","IEEE","IEEE Conferences"
"Design and Implementation of Meal Information Collection System Using IoT Wireless Tags","K. Kaiya; A. Koyama","NA; NA","2016 10th International Conference on Complex, Intelligent, and Software Intensive Systems (CISIS)","","2016","","","503","508","","","","10.1109/CISIS.2016.66","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7791934","IoT;Meal information collection;Meal record;Health care;Sensor;Tag","","health care;image recognition;information systems;Internet of Things;mobile computing;smart phones","meal information collection system;Internet of Things;IoT wireless tag;smart phone;image recognition;health care","","","","","","","","","IEEE","IEEE Conferences"
"Large Scale Environmental Monitoring and Maintaining Sensing Coverage in Sensor Networks","F. Bajaber","NA","2014 International Conference on Future Internet of Things and Cloud","","2014","","","253","257","","","","10.1109/FiCloud.2014.47","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6984203","Sensor networks;Energy efficiency;Clustering","Sensors;Protocols;Wireless sensor networks;Base stations;Clustering algorithms;Energy dissipation;Energy efficiency","protocols;redundancy;telecommunication power management;wireless sensor networks","data redundancy;overlapping coverage;protocol design;limited energy resource;science field;retail field;monitoring field;healthcare field;education field;wireless sensor network energy saving;sensing coverage maintainance;large scale environmental monitoring","","","","","","","","","IEEE","IEEE Conferences"
"Building smart cities applications using IoT and cloud-based architectures","M. J. Kaur; P. Maheshwari","Department of Engineering, Amity University Dubai, Dubai International Academic City, UAE; Department of Engineering, Amity University Dubai, Dubai International Academic City, UAE","2016 International Conference on Industrial Informatics and Computer Systems (CIICS)","","2016","","","1","5","","","","10.1109/ICCSII.2016.7462433","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7462433","smart cities;Internet of things;cloud computing;intelligent community forum","Smart cities;Cloud computing;Protocols;Sensors","cloud computing;Internet of Things;mobile computing;smart cities;smart phones;software architecture;user interfaces","smart city;Internet of Things;IoT-based architecture;cloud computing;software architecture;user interface;smart phone","","","","","","","","","IEEE","IEEE Conferences"
"Internet of Thing based healthcare monitoring system","S. Chaudhury; D. Paul; R. Mukherjee; S. Haldar","Department of Computer Science and Engineering, University of Engineering and Management, Kolkata, India; Department of Computer Science and Engineering, University of Engineering and Management, Kolkata, India; Department of Computer Science and Engineering, University of Engineering and Management, Kolkata, India; Department of Computer Science and Engineering, University of Engineering and Management, Kolkata, India","2017 8th Annual Industrial Automation and Electromechanical Engineering Conference (IEMECON)","","2017","","","346","349","","","","10.1109/IEMECON.2017.8079620","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8079620","Internet of Thing(IoT);Atmega328p microcontroller;GSM Modem;ECG Sensor;Temperature Sensor (LM35);Heartbeat Sensor;Wi-Fi module(ESP 8266);L.C.D;Wireless Body Sensor Network(WBSN);Graphical User Interface(GUI)","Medical services;Monitoring;Wireless fidelity;Temperature sensors;Temperature measurement;Microcontrollers;Wireless sensor networks","cloud computing;computer network security;health care;Internet of Things;medical information systems;open systems;patient monitoring;telemedicine;wireless LAN","physical devices;transmit data;data interoperability methods;wireless communication;Wi-Fi module;quality healthcare;Internet of Things;healthcare monitoring system;remote monitoring system;healthcare communication method;IoT","","","","","","","","","IEEE","IEEE Conferences"
"Beyond Data in the Smart City: Repurposing Existing Campus IoT","O. Bates; A. Friday","Lancaster University; Lancaster University","IEEE Pervasive Computing","","2017","16","2","54","60","","","","10.1109/MPRV.2017.30","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7891136","smart campus;energy;IoT;repurposing;sustainability;pervasive computing;green computing;smart grid","Smart cities;Internet of Things;Energy management;Green computing;Smart grids;Sustainable development","building management systems;data handling;energy conservation;Internet of Things;smart cities;sustainable development","smart city;campus IoT;campus-scale living laboratory;energy savings;environmental sustainability;city infrastructures;energy monitoring;building management systems;IoT infrastructure;smart campus;data-driven approach;energy wastage;Internet of Things","","","","","","","","","IEEE","IEEE Journals & Magazines"
"A novel indoor healthcare with time hopping-based visible light communication","J. An; W. Chung","Team for Next Generation u-Healthcare Technology Development, Pukyong National University, Busan, South Korea; Department of Electronic Engineering, Pukyong National University, Busan, South Korea","2016 IEEE 3rd World Forum on Internet of Things (WF-IoT)","","2016","","","19","23","","","","10.1109/WF-IoT.2016.7845438","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7845438","Indoor Healthcare;Time hopping (TH);Visible Light Communication (VLC);light emitting diode (LED);BioMedical Signal","Monitoring;Data communication;Medical services;Electrocardiography;Optical transmitters;Light emitting diodes;Receivers","demodulation;electrocardiography;free-space optical communication;indoor communication;optical receivers;patient care;photodiodes","time hopping-based visible light communication;TH VLC system;electromagnetic wave free indoor healthcare;biomedical signal;electrocardiography;ECG;emergency patient saving;multiple medical data transmission;optical detector;photodiode;TH demodulator;medical care","","","","","","","","","IEEE","IEEE Conferences"
"Internet of medical things: Architectural model, motivational factors and impediments","M. Irfan; N. Ahmad","Dept. of Computer Science, King Khaild University, Abha, Kingdom of Saudi Arabia; Dept. of Information System, King Khaild University, Abha, Kingdom of Saudi Arabia","2018 15th Learning and Technology Conference (L&T)","","2018","","","6","13","","","","10.1109/LT.2018.8368495","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8368495","Internet of Things;Internet of Medical Things (IoMT);Motivational Factors for IoMT;Impediments for IoMT;Architecture of IoMT","Medical services;Internet of Things;Security;Computer architecture;Protocols;Logic gates;Cloud computing","data privacy;health care;Internet of Things;medical computing","medical professionals;architectural model;motivational factors;medical field;innovation adoption;content analysis;Internet of medical things;IoMT security;healthcare industry","","","","","","","","","IEEE","IEEE Conferences"
"Multidisciplinary approaches to achieving efficient and trustworthy eHealth monitoring systems","A. Sawand; S. Djahel; Z. Zhang; F. Naït-Abdesselam","Paris Descartes University, Paris, France; University College Dublin, Dublin, Ireland; TELECOM Lille, France; Paris Descartes University, Paris, France","2014 IEEE/CIC International Conference on Communications in China (ICCC)","","2014","","","187","192","","","","10.1109/ICCChina.2014.7008269","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7008269","Wireless body area network;eHealthcare;Cyber Physical Systems;Mobile Crowd Sensing","Monitoring;Sensors;Security;Medical diagnostic imaging;Wireless sensor networks;Privacy;Wireless communication","body area networks;cloud computing;data handling;health care;Internet of Things;patient monitoring;trusted computing","multidisciplinary approach;efficient eHealth monitoring systems;trustworthy eHealth monitoring systems;rapid technological convergence;Internet of Things;IoT;wireless body area networks;WBAN;cloud computing;e-health care;medical care;patient-centric health monitoring;architectural framework;data collection;secure patient-centric monitoring schemes","","","","","","","","","IEEE","IEEE Conferences"
